dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,param,bias,rmse,mean_abs_err,coverage95
kt2_s21,2comp_equal,2,21,5,bayesm_gibbs,2,Alt3,-0.2363510698696353,1.721157749039406,1.1031679532509322,0.9633333333333334
kt2_s21,2comp_equal,2,21,5,bayesm_gibbs,2,Price,0.1664409949711409,0.6870031639801739,0.5278367327438108,0.9633333333333334
kt2_s22,2comp_equal,2,22,5,bayesm_gibbs,2,Alt1,1.1876751801049616,4.046598858672721,1.939183338058273,0.95
kt2_s22,2comp_equal,2,22,5,bayesm_gibbs,2,Alt2,-0.317333709726864,1.3188003655709026,0.9970311561827826,0.9866666666666668
kt2_s22,2comp_equal,2,22,5,bayesm_gibbs,2,Alt3,1.1836168069363304,4.179448334116504,1.971049571115291,0.95
kt2_s22,2comp_equal,2,22,5,bayesm_gibbs,2,Price,0.0678542786958638,0.7020900717097155,0.5496942889448246,0.9566666666666668
kt2_s23,2comp_equal,2,23,5,bayesm_gibbs,2,Alt1,0.0657898647471979,1.0144528755368871,0.7770135422034046,0.9733333333333334
kt2_s23,2comp_equal,2,23,5,bayesm_gibbs,2,Alt2,-0.0587671294878647,0.998949582578412,0.7747896501509799,0.9933333333333332
kt2_s23,2comp_equal,2,23,5,bayesm_gibbs,2,Alt3,-0.0571886904350958,0.7137591878345784,0.5707456953616659,0.9833333333333332
kt2_s23,2comp_equal,2,23,5,bayesm_gibbs,2,Price,-0.0246479498292877,0.8381092507360518,0.6362321882619876,0.96
kt2_s24,2comp_equal,2,24,5,bayesm_gibbs,2,Alt1,-0.2065235739025481,1.1872862393986627,0.9425294211205458,0.9366666666666666
kt2_s24,2comp_equal,2,24,5,bayesm_gibbs,2,Alt2,0.2847844629726576,1.0943398323542854,0.790832466701405,0.96
kt2_s24,2comp_equal,2,24,5,bayesm_gibbs,2,Alt3,0.3040944602305833,1.2478549476961869,0.9014464788750952,0.94
kt2_s24,2comp_equal,2,24,5,bayesm_gibbs,2,Price,0.1548877077849079,0.9102624985145462,0.6009933205694454,0.9533333333333334
kt2_s25,2comp_equal,2,25,5,bayesm_gibbs,2,Alt1,0.0529224610663157,0.8408034922180534,0.6729758485559685,0.98
kt2_s25,2comp_equal,2,25,5,bayesm_gibbs,2,Alt2,0.2156136966107541,1.041131414404047,0.8199349652516884,0.96
