dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,slot,post_mean,post_std,ci_low,ci_high,true_weight,in_ci
kt3_s14,3comp_equal,3,14,5,bayesm,2,0,0.3630621353433518,0.0293514524961557,0.3071205619668262,0.4183443838761944,0.3333333333333333,True
kt3_s14,3comp_equal,3,14,5,bayesm,2,1,0.3153303124210003,0.0288182157439049,0.2599759960863785,0.3691321653815556,0.3333333333333333,True
kt3_s14,3comp_equal,3,14,5,bayesm,2,2,0.3100282211323706,0.0279027307352212,0.2576671324014242,0.3639759098042979,0.3333333333333333,True
kt3_s14,3comp_equal,3,14,5,bayesm,2,3,0.0080946365186614,0.0184467404576137,0.0001189774586842,0.0562556678004025,,
kt3_s14,3comp_equal,3,14,5,bayesm,2,4,0.0034846945846157,0.0035872075074407,8.508731600197923e-05,0.0129967856602036,,
kt3_s15,3comp_equal,3,15,5,bayesm,2,0,0.616747802340197,0.0383379566725274,0.5415166892816525,0.6811924717913819,0.3333333333333333,False
kt3_s15,3comp_equal,3,15,5,bayesm,2,1,0.3340285164844317,0.0534812067637561,0.1984562264712685,0.4157131725204621,0.3333333333333333,True
kt3_s15,3comp_equal,3,15,5,bayesm,2,2,0.0299221378974117,0.0485076486149207,0.0003584516953,0.176538425533111,0.3333333333333333,False
kt3_s15,3comp_equal,3,15,5,bayesm,2,3,0.0124524154399318,0.0269166224264115,0.0001527238903144,0.1040359550319037,,
kt3_s15,3comp_equal,3,15,5,bayesm,2,4,0.0068491278380277,0.0115976075024775,0.0001167913409456,0.0297943376382088,,
kt3_s16,3comp_equal,3,16,5,bayesm,2,0,0.3441683856824623,0.0289486616505053,0.2874361582909841,0.3999751761049683,0.3333333333333333,True
kt3_s16,3comp_equal,3,16,5,bayesm,2,1,0.3385400808509333,0.0377399538370946,0.2318622509241201,0.3987209142472941,0.3333333333333333,True
kt3_s16,3comp_equal,3,16,5,bayesm,2,2,0.3006273889677719,0.0266513280790162,0.2497193108179969,0.3534343075925599,0.3333333333333333,True
kt3_s16,3comp_equal,3,16,5,bayesm,2,3,0.0109970927809946,0.0251884355802764,0.0001997516623518,0.1064962220708922,,
kt3_s16,3comp_equal,3,16,5,bayesm,2,4,0.0056670517178378,0.0135087366707924,8.966930960910502e-05,0.0266780250099871,,
kt3_s17,3comp_equal,3,17,5,bayesm,2,0,0.4203580411061242,0.0532135470125876,0.3099391211450464,0.5195515285892595,0.3333333333333333,True
kt3_s17,3comp_equal,3,17,5,bayesm,2,1,0.3076656100939037,0.0505722454874015,0.1965616402421015,0.4001861233538542,0.3333333333333333,True
kt3_s17,3comp_equal,3,17,5,bayesm,2,2,0.2457462518714765,0.0268598506698996,0.1933937646673859,0.2972821031547165,0.3333333333333333,False
kt3_s17,3comp_equal,3,17,5,bayesm,2,3,0.0144090299145473,0.0242719139788836,0.0002637205791121,0.0654886625384281,,
kt3_s17,3comp_equal,3,17,5,bayesm,2,4,0.0118210670139482,0.0314989060788474,0.0002269074946287,0.1107382310796403,,
kt3_s18,3comp_equal,3,18,5,bayesm,2,0,0.3974600311314939,0.0296408123052231,0.3407015125445114,0.4532510890989206,0.3333333333333333,False
kt3_s18,3comp_equal,3,18,5,bayesm,2,1,0.3157725777674761,0.0292620304014293,0.2591134138029572,0.3707593873164127,0.3333333333333333,True
kt3_s18,3comp_equal,3,18,5,bayesm,2,2,0.2706901241602797,0.0272412452050135,0.2177790522706484,0.3238053259497127,0.3333333333333333,False
