dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,converged,n_iter,switching_rate,verdict,gate_passed,invariant_pvec_sorted_rhat,alloc_accuracy,adjusted_rand
kt1_s01,1comp,1,1,5,bayesm,2,True,3,0.42825,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.022745426535075,1.0,1.0
kt1_s02,1comp,1,2,5,bayesm,2,True,3,0.5773,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.03697734890033,1.0,1.0
kt1_s03,1comp,1,3,5,bayesm,2,True,3,0.6698,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.061772610418007,1.0,1.0
kt1_s04,1comp,1,4,5,bayesm,2,True,2,0.53855,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.039070178616032,0.9966666666666668,0.0
kt1_s05,1comp,1,5,5,bayesm,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.003531906114106,1.0,1.0
kt1_s06,1comp,1,6,5,bayesm,2,True,2,0.59245,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.051814560622999,1.0,1.0
kt1_s07,1comp,1,7,5,bayesm,2,True,2,0.18285,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0458882146300186,1.0,1.0
kt1_s08,1comp,1,8,5,bayesm,2,True,3,0.69375,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0146132669141172,1.0,1.0
kt1_s09,1comp,1,9,5,bayesm,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0006888394013311,1.0,1.0
kt1_s100,1comp,1,100,5,bayesm,2,True,3,0.804,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1011688390033965,1.0,1.0
kt1_s101,1comp,1,101,5,bayesm,2,True,3,0.93685,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.34382608942619,0.9933333333333332,0.0
kt1_s10,1comp,1,10,5,bayesm,2,True,2,0.33785,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0180583075726592,1.0,1.0
kt1_s11,1comp,1,11,5,bayesm,2,True,4,0.5202,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.230903731068547,0.8433333333333334,0.0
kt1_s12,1comp,1,12,5,bayesm,2,True,4,0.37275,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2242473283541164,0.96,0.0
kt1_s13,1comp,1,13,5,bayesm,2,True,2,0.6388,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.072760429841742,1.0,1.0
kt1_s14,1comp,1,14,5,bayesm,2,True,2,0.18025,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1764494408389707,1.0,1.0
kt1_s15,1comp,1,15,5,bayesm,2,True,2,0.74155,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0941088874599854,1.0,1.0
kt1_s16,1comp,1,16,5,bayesm,2,True,3,0.54265,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.3284564587124112,0.98,0.0
kt1_s17,1comp,1,17,5,bayesm,2,True,3,0.51005,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0259437060252132,1.0,1.0
kt1_s18,1comp,1,18,5,bayesm,2,True,4,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0906643241398255,1.0,1.0
kt1_s19,1comp,1,19,5,bayesm,2,True,2,0.84495,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1457549404265583,0.9966666666666668,0.0
kt1_s20,1comp,1,20,5,bayesm,2,True,2,0.5834,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1655843387145397,1.0,1.0
kt1_s21,1comp,1,21,5,bayesm,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1254099190419302,1.0,1.0
kt1_s22,1comp,1,22,5,bayesm,2,True,3,0.5527,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.5771747659167177,0.9933333333333332,0.0
kt1_s23,1comp,1,23,5,bayesm,2,True,3,0.77975,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.3788409098400964,0.9966666666666668,0.0
kt1_s24,1comp,1,24,5,bayesm,2,True,3,0.75655,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0106077908100914,1.0,1.0
kt1_s25,1comp,1,25,5,bayesm,2,True,2,0.4341,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0691357948975104,1.0,1.0
kt1_s26,1comp,1,26,5,bayesm,2,True,3,0.51325,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0046286707822514,1.0,1.0
kt1_s27,1comp,1,27,5,bayesm,2,True,3,0.58835,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.238912156827097,1.0,1.0
kt1_s28,1comp,1,28,5,bayesm,2,True,3,0.67645,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0613593939068378,0.9966666666666668,0.0
kt1_s29,1comp,1,29,5,bayesm,2,True,3,0.6747,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0169326199831616,1.0,1.0
kt1_s30,1comp,1,30,5,bayesm,2,True,2,0.60595,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0441141502607325,1.0,1.0
kt1_s31,1comp,1,31,5,bayesm,2,True,3,0.7682,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.025457250897939,0.9966666666666668,0.0
kt1_s32,1comp,1,32,5,bayesm,2,True,3,0.70705,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.207307355843696,0.9933333333333332,0.0
kt1_s33,1comp,1,33,5,bayesm,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.021862147651129,1.0,1.0
kt1_s34,1comp,1,34,5,bayesm,2,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.538132836294661,1.0,1.0
kt1_s35,1comp,1,35,5,bayesm,2,True,2,0.3155,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0158475080612068,1.0,1.0
kt1_s36,1comp,1,36,5,bayesm,2,True,3,0.9164,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0743652151935057,1.0,1.0
kt1_s37,1comp,1,37,5,bayesm,2,True,3,0.9992,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1454678686377062,1.0,1.0
kt1_s38,1comp,1,38,5,bayesm,2,True,3,0.8587,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0095994580346586,0.9966666666666668,0.0
kt1_s39,1comp,1,39,5,bayesm,2,True,3,0.59425,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0743422789780877,1.0,1.0
kt1_s40,1comp,1,40,5,bayesm,2,True,2,0.8681,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0431596489754047,0.99,0.0
kt1_s41,1comp,1,41,5,bayesm,2,True,3,0.75525,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1035818230378356,1.0,1.0
kt1_s42,1comp,1,42,5,bayesm,2,True,3,0.93815,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.124966795878421,0.99,0.0
kt1_s43,1comp,1,43,5,bayesm,2,True,3,0.7755,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0677930114793377,0.9966666666666668,0.0
kt1_s44,1comp,1,44,5,bayesm,2,True,2,0.5974,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.5281989274422332,1.0,1.0
kt1_s45,1comp,1,45,5,bayesm,2,True,3,0.8616,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0492544406547148,0.9966666666666668,0.0
kt1_s46,1comp,1,46,5,bayesm,2,True,2,0.0427,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.128699313236231,0.9966666666666668,0.0
kt1_s47,1comp,1,47,5,bayesm,2,True,3,0.8445,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0311559638045416,0.99,0.0
kt1_s48,1comp,1,48,5,bayesm,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.3497036222237615,1.0,1.0
kt1_s49,1comp,1,49,5,bayesm,2,True,2,0.31305,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1474593751911422,1.0,1.0
kt1_s50,1comp,1,50,5,bayesm,2,True,3,0.4957,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2001332920913168,1.0,1.0
kt1_s51,1comp,1,51,5,bayesm,2,True,3,0.7353,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.077883253303154,1.0,1.0
kt1_s52,1comp,1,52,5,bayesm,2,True,2,0.5311,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0444802798931443,1.0,1.0
kt1_s53,1comp,1,53,5,bayesm,2,True,2,0.4863,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.15587272600422,0.9966666666666668,0.0
kt1_s54,1comp,1,54,5,bayesm,2,True,4,0.8783,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.5984536576307553,0.84,0.0
kt1_s55,1comp,1,55,5,bayesm,2,True,3,0.9871,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.5608826662644648,1.0,1.0
kt1_s56,1comp,1,56,5,bayesm,2,True,3,0.715,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0215016274203594,1.0,1.0
kt1_s57,1comp,1,57,5,bayesm,2,True,2,0.52525,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0037298862765052,1.0,1.0
kt1_s58,1comp,1,58,5,bayesm,2,True,3,0.50405,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0341176755528596,0.9966666666666668,0.0
kt1_s59,1comp,1,59,5,bayesm,2,True,2,0.0016,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2195634906309103,1.0,1.0
kt1_s60,1comp,1,60,5,bayesm,2,True,3,0.508,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0343818086927812,1.0,1.0
kt1_s61,1comp,1,61,5,bayesm,2,True,2,0.7187,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.059873181763877,1.0,1.0
kt1_s62,1comp,1,62,5,bayesm,2,True,3,0.69005,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1459074993981715,0.9766666666666668,0.0
kt1_s63,1comp,1,63,5,bayesm,2,True,2,0.3635,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.158869333699836,1.0,1.0
kt1_s64,1comp,1,64,5,bayesm,2,True,2,0.01945,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0270822698662656,1.0,1.0
kt1_s65,1comp,1,65,5,bayesm,2,True,2,0.70165,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.240684216193343,1.0,1.0
kt1_s66,1comp,1,66,5,bayesm,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0800982864710011,1.0,1.0
kt1_s67,1comp,1,67,5,bayesm,2,True,3,0.7024,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.016552973933669,1.0,1.0
kt1_s68,1comp,1,68,5,bayesm,2,True,3,0.8479,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.123356961361052,1.0,1.0
kt1_s69,1comp,1,69,5,bayesm,2,True,3,0.8208,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1578633989893174,1.0,1.0
kt1_s71,1comp,1,71,5,bayesm,2,True,3,0.578,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0145193817503046,1.0,1.0
kt1_s72,1comp,1,72,5,bayesm,2,True,2,0.4898,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2485046842825016,1.0,1.0
kt1_s73,1comp,1,73,5,bayesm,2,True,2,0.50885,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.002132733642622,1.0,1.0
kt1_s74,1comp,1,74,5,bayesm,2,True,3,0.56445,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.047871225586852,1.0,1.0
kt1_s75,1comp,1,75,5,bayesm,2,True,3,0.2198,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1908120476068764,1.0,1.0
kt1_s76,1comp,1,76,5,bayesm,2,True,3,0.6593,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0574190169660107,0.9966666666666668,0.0
kt1_s77,1comp,1,77,5,bayesm,2,True,3,0.45605,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2103272122973607,0.9833333333333332,0.0
kt1_s78,1comp,1,78,5,bayesm,2,True,3,0.5177,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0818186165635064,0.9966666666666668,0.0
kt1_s79,1comp,1,79,5,bayesm,2,True,3,0.54545,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.163900814427504,1.0,1.0
kt1_s80,1comp,1,80,5,bayesm,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1207778107317172,1.0,1.0
kt1_s81,1comp,1,81,5,bayesm,2,True,2,0.36665,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0176482820786292,0.9966666666666668,0.0
kt1_s82,1comp,1,82,5,bayesm,2,True,3,0.85545,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2710263614169466,0.9966666666666668,0.0
kt1_s83,1comp,1,83,5,bayesm,2,True,4,0.5928,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2128628350533917,0.9833333333333332,0.0
kt1_s84,1comp,1,84,5,bayesm,2,True,3,0.57765,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0696753134268993,0.9933333333333332,0.0
kt1_s85,1comp,1,85,5,bayesm,2,True,2,0.25455,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0068912813878217,1.0,1.0
kt1_s86,1comp,1,86,5,bayesm,2,True,3,0.50825,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0213398181086413,1.0,1.0
kt1_s87,1comp,1,87,5,bayesm,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1143796624053697,1.0,1.0
kt1_s88,1comp,1,88,5,bayesm,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1695521387677128,1.0,1.0
kt1_s89,1comp,1,89,5,bayesm,2,True,3,0.9431,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2085321328465228,1.0,1.0
kt1_s90,1comp,1,90,5,bayesm,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2338315035752208,1.0,1.0
kt1_s91,1comp,1,91,5,bayesm,2,True,3,0.50005,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1388146291410364,1.0,1.0
kt1_s92,1comp,1,92,5,bayesm,2,True,3,0.85005,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.06984840944821,1.0,1.0
kt1_s93,1comp,1,93,5,bayesm,2,True,3,0.71265,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1818437163833042,1.0,1.0
kt1_s94,1comp,1,94,5,bayesm,2,True,3,0.69355,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.5314515269991804,0.9533333333333334,0.0
kt1_s95,1comp,1,95,5,bayesm,2,True,3,0.62205,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.4915906563639447,1.0,1.0
kt1_s96,1comp,1,96,5,bayesm,2,True,2,0.12935,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.256124523092322,1.0,1.0
kt1_s97,1comp,1,97,5,bayesm,2,True,3,0.61935,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1103824893342902,1.0,1.0
kt1_s98,1comp,1,98,5,bayesm,2,True,2,0.6864,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.422920529960826,0.9933333333333332,0.0
kt1_s99,1comp,1,99,5,bayesm,2,True,2,0.74795,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.09459779508131,0.9966666666666668,0.0
kt2_s01,2comp_equal,2,1,5,bayesm,2,True,5,0.8641,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.273965112026957,0.9866666666666668,0.959953941658672
kt2_s02,2comp_equal,2,2,5,bayesm,2,True,3,0.7183,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.089515600457773,0.54,0.0
kt2_s03,2comp_equal,2,3,5,bayesm,2,True,2,0.85255,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0278617707359483,0.99,0.9602675359316444
kt2_s04,2comp_equal,2,4,5,bayesm,2,True,3,0.7515,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0460713703053472,1.0,1.0
kt2_s05,2comp_equal,2,5,5,bayesm,2,True,3,0.6045,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0610994270288507,1.0,1.0
kt2_s06,2comp_equal,2,6,5,bayesm,2,True,3,0.5691,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0413583753854172,1.0,1.0
kt2_s07,2comp_equal,2,7,5,bayesm,2,True,3,0.7912,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.066438034484999,0.96,0.8458852762947703
kt2_s08,2comp_equal,2,8,5,bayesm,2,True,4,0.5261,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.055084153849161,0.9933333333333332,0.9862649592509029
kt2_s09,2comp_equal,2,9,5,bayesm,2,True,3,0.60505,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1315063486620984,0.9966666666666668,0.9938462056335094
kt2_s100,2comp_equal,2,100,5,bayesm,2,True,3,0.7796,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0131059520670451,0.9733333333333334,0.8958298626807244
kt2_s10,2comp_equal,2,10,5,bayesm,2,True,4,0.61625,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.124492286819209,0.9933333333333332,0.973422290982052
kt2_s11,2comp_equal,2,11,5,bayesm,2,True,3,0.96905,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.18480855108585,0.95,0.8879976572848164
kt2_s12,2comp_equal,2,12,5,bayesm,2,True,4,0.84835,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0837029198966013,0.9633333333333334,0.8943901406532941
kt2_s13,2comp_equal,2,13,5,bayesm,2,True,3,0.8682,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.254717074897649,0.9966666666666668,0.9866665634206884
kt2_s14,2comp_equal,2,14,5,bayesm,2,True,3,0.66655,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.3219916505048537,1.0,1.0
kt2_s15,2comp_equal,2,15,5,bayesm,2,True,2,0.54995,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0617197429807763,0.52,0.0
kt2_s16,2comp_equal,2,16,5,bayesm,2,True,3,0.7917,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.101649229790962,0.98,0.9213369360592524
kt2_s17,2comp_equal,2,17,5,bayesm,2,True,3,0.66215,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0957790137386114,0.9633333333333334,0.8701875675546977
kt2_s18,2comp_equal,2,18,5,bayesm,2,True,3,0.9091,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0119329198779976,1.0,1.0
kt2_s19,2comp_equal,2,19,5,bayesm,2,True,3,0.8844,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0994505484017931,0.99,0.960267120019818
kt2_s20,2comp_equal,2,20,5,bayesm,2,True,3,0.914,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0306562307052085,1.0,1.0
kt2_s21,2comp_equal,2,21,5,bayesm,2,True,3,0.32675,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0699509665163491,0.89,0.6070875273047593
kt2_s22,2comp_equal,2,22,5,bayesm,2,True,2,0.5961,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.194191803638034,1.0,1.0
kt2_s23,2comp_equal,2,23,5,bayesm,2,True,4,0.67995,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2727835978335056,0.9733333333333334,0.9482636932075074
kt2_s24,2comp_equal,2,24,5,bayesm,2,True,3,0.81775,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0323927222357745,0.98,0.9277125222077738
kt2_s25,2comp_equal,2,25,5,bayesm,2,True,3,0.7472,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.282503713178541,0.9866666666666668,0.972352487935749
kt2_s26,2comp_equal,2,26,5,bayesm,2,True,3,1.0,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0537469628677218,1.0,1.0
kt2_s27,2comp_equal,2,27,5,bayesm,2,True,2,0.7193,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0869561532324823,1.0,1.0
kt2_s28,2comp_equal,2,28,5,bayesm,2,True,3,0.50045,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0611573368512888,0.9966666666666668,0.9866665634206884
kt2_s29,2comp_equal,2,29,5,bayesm,2,True,2,0.6315,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.015227247428459,0.9966666666666668,0.9936230983978602
kt2_s30,2comp_equal,2,30,5,bayesm,2,True,2,0.3766,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0527430241110909,1.0,1.0
kt2_s31,2comp_equal,2,31,5,bayesm,2,True,3,0.58075,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0179398663301524,0.99,0.9602672135691336
kt2_s32,2comp_equal,2,32,5,bayesm,2,True,3,0.8641,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.146503494745084,0.9633333333333334,0.858238248836861
kt2_s33,2comp_equal,2,33,5,bayesm,2,True,4,0.8659,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0141579633037838,0.9766666666666668,0.9152277900997972
kt2_s34,2comp_equal,2,34,5,bayesm,2,True,3,1.0,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0469132255273037,0.9933333333333332,0.9860868582212872
kt2_s35,2comp_equal,2,35,5,bayesm,2,True,3,0.6221,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0237435418453589,0.88,0.5761826759110739
kt2_s36,2comp_equal,2,36,5,bayesm,2,True,2,0.60505,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0310821449707464,0.9966666666666668,0.9930434128008598
kt2_s37,2comp_equal,2,37,5,bayesm,2,True,3,0.61605,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.3354437051921555,1.0,1.0
kt2_s38,2comp_equal,2,38,5,bayesm,2,True,3,0.7196,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.036453371558968,0.9933333333333332,0.9855525451449508
kt2_s39,2comp_equal,2,39,5,bayesm,2,True,3,0.6867,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.087430447210297,0.9266666666666666,0.7272683343938912
kt2_s40,2comp_equal,2,40,5,bayesm,2,True,3,0.73635,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1249496389509874,1.0,1.0
kt2_s41,2comp_equal,2,41,5,bayesm,2,True,3,0.8732,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.3531388247248872,1.0,1.0
kt2_s42,2comp_equal,2,42,5,bayesm,2,True,3,0.9076,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0447020131342453,0.9933333333333332,0.973422534043349
kt2_s43,2comp_equal,2,43,5,bayesm,2,True,3,0.5082,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0196952902874648,0.9966666666666668,0.9866665273611104
kt2_s44,2comp_equal,2,44,5,bayesm,2,True,3,1.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.152176446309752,1.0,1.0
kt2_s45,2comp_equal,2,45,5,bayesm,2,True,3,0.96675,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.194866456764507,1.0,1.0
kt2_s46,2comp_equal,2,46,5,bayesm,2,True,3,0.5647,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.044933361801368,1.0,1.0
kt2_s47,2comp_equal,2,47,5,bayesm,2,True,2,0.6311,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1421884391868156,1.0,1.0
kt2_s48,2comp_equal,2,48,5,bayesm,2,True,2,0.1056,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.208758266852788,0.97,0.8832094821362807
kt2_s49,2comp_equal,2,49,5,bayesm,2,True,3,0.85745,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1447427272226498,1.0,1.0
kt2_s50,2comp_equal,2,50,5,bayesm,2,True,3,0.605,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.3202534347223152,1.0,1.0
kt2_s51,2comp_equal,2,51,5,bayesm,2,True,3,0.69375,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0400924930524291,1.0,1.0
kt2_s52,2comp_equal,2,52,5,bayesm,2,True,3,1.0,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.059115029227652,1.0,1.0
