dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,converged,n_iter,switching_rate,verdict,gate_passed,invariant_pvec_sorted_rhat,alloc_accuracy,adjusted_rand
kt5_s85,5comp_equal,5,85,5,bayesm_gibbs,2,True,4,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0026104457350693,0.9566666666666668,0.8937061462875958
kt5_s86,5comp_equal,5,86,5,bayesm_gibbs,2,True,3,0.93185,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.038082943940842,0.77,0.7157272237903748
kt5_s87,5comp_equal,5,87,5,bayesm_gibbs,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0198840568005574,0.9666666666666668,0.914229995262309
kt5_s88,5comp_equal,5,88,5,bayesm_gibbs,2,True,3,1.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.212555997403138,0.88,0.7425833949222834
kt5_s89,5comp_equal,5,89,5,bayesm_gibbs,2,True,4,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2708812436741894,0.95,0.8810565043999543
kt5_s90,5comp_equal,5,90,5,bayesm_gibbs,2,True,3,0.51925,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0126461848313466,0.9866666666666668,0.9706571834771128
kt5_s91,5comp_equal,5,91,5,bayesm_gibbs,2,True,3,1.0,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0673545557893402,0.8333333333333334,0.8001074096918227
kt5_s92,5comp_equal,5,92,5,bayesm_gibbs,2,True,2,0.0,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.00040294592615,0.99,0.9739668620101228
kt5_s93,5comp_equal,5,93,5,bayesm_gibbs,2,True,4,1.0,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0880845679446731,0.9166666666666666,0.8097269422190015
kt5_s94,5comp_equal,5,94,5,bayesm_gibbs,2,True,2,0.2998,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2957424416625936,0.62,0.6304705429983035
kt5_s95,5comp_equal,5,95,5,bayesm_gibbs,2,True,4,0.802,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.6166568245399988,0.8066666666666666,0.7720610516614067
kt5_s96,5comp_equal,5,96,5,bayesm_gibbs,2,True,3,1.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1828261515380114,0.9933333333333332,0.9829733141218204
kt5_s97,5comp_equal,5,97,5,bayesm_gibbs,2,True,3,1.0,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0012839985221371,0.9933333333333332,0.9824913224339378
kt5_s98,5comp_equal,5,98,5,bayesm_gibbs,2,True,3,0.9546,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1085876029721808,0.78,0.7021038416922488
kt5_s99,5comp_equal,5,99,5,bayesm_gibbs,2,True,3,0.78605,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0250152350861723,0.8,0.7746584266401806
kt1_s01,1comp,1,1,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.3793124077093144,1.0,1.0
kt1_s02,1comp,1,2,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.4076515427257523,1.0,1.0
kt1_s03,1comp,1,3,5,hmc,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0003460799924475,1.0,1.0
kt1_s04,1comp,1,4,5,hmc,2,True,3,0.8757,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.001381822784027,0.9966666666666668,0.0
kt1_s05,1comp,1,5,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.1173780310699826,1.0,1.0
kt1_s06,1comp,1,6,5,hmc,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.000846976761874,1.0,1.0
kt1_s07,1comp,1,7,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1398749979852092,1.0,1.0
kt1_s08,1comp,1,8,5,hmc,2,True,3,0.6466,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.1598553045197404,1.0,1.0
kt1_s09,1comp,1,9,5,hmc,2,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.116322554646174,1.0,1.0
kt1_s100,1comp,1,100,5,hmc,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.000651168328758,1.0,1.0
kt1_s101,1comp,1,101,5,hmc,2,True,3,0.50725,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.9567583277291467,0.9966666666666668,0.0
kt1_s10,1comp,1,10,5,hmc,2,True,2,0.30765,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.3566232995471528,0.99,0.0
kt1_s11,1comp,1,11,5,hmc,2,True,3,0.99975,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.6508079582648325,0.9966666666666668,0.0
kt1_s12,1comp,1,12,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.1595791199028764,1.0,1.0
kt1_s13,1comp,1,13,5,hmc,2,True,3,0.5715,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.2288436649251517,1.0,1.0
kt1_s14,1comp,1,14,5,hmc,2,True,3,0.50035,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.1688894630611224,1.0,1.0
kt1_s15,1comp,1,15,5,hmc,2,True,3,0.5029,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.1739920052275226,1.0,1.0
kt1_s16,1comp,1,16,5,hmc,2,True,2,0.32765,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.300048446104218,1.0,1.0
kt1_s17,1comp,1,17,5,hmc,2,True,3,0.5047,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.229888946015188,1.0,1.0
kt1_s18,1comp,1,18,5,hmc,2,True,2,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.025628553393804,1.0,1.0
kt1_s19,1comp,1,19,5,hmc,2,True,3,0.5004,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0226200901555034,1.0,1.0
kt1_s20,1comp,1,20,5,hmc,2,True,3,0.56845,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0309690571346048,0.9966666666666668,0.0
kt1_s21,1comp,1,21,5,hmc,2,True,2,0.0168,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.114787114630959,1.0,1.0
kt1_s22,1comp,1,22,5,hmc,2,True,3,0.8339,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.51657230126371,0.9866666666666668,0.0
kt1_s23,1comp,1,23,5,hmc,2,True,3,0.64615,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.067856473939312,0.9966666666666668,0.0
kt1_s24,1comp,1,24,5,hmc,2,True,3,0.5034,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.007349132726258,1.0,1.0
kt1_s25,1comp,1,25,5,hmc,2,True,2,0.5052,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.224909318575216,1.0,1.0
kt1_s26,1comp,1,26,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.0998465287812453,1.0,1.0
kt1_s27,1comp,1,27,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.01094554756579,1.0,1.0
kt1_s28,1comp,1,28,5,hmc,2,True,3,0.50005,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.230756563942599,1.0,1.0
kt1_s29,1comp,1,29,5,hmc,2,True,2,0.5669,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.820380540986011,1.0,1.0
kt1_s30,1comp,1,30,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.21262402178553,1.0,1.0
kt1_s31,1comp,1,31,5,hmc,2,True,3,0.6185,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0079098955912054,0.9966666666666668,0.0
kt1_s32,1comp,1,32,5,hmc,2,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.232290260925525,1.0,1.0
kt1_s33,1comp,1,33,5,hmc,2,True,2,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.231802152508872,1.0,1.0
kt1_s34,1comp,1,34,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.206826569010851,1.0,1.0
kt1_s35,1comp,1,35,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,3.673146482983889,1.0,1.0
kt1_s36,1comp,1,36,5,hmc,2,True,2,0.57195,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.209618968220503,1.0,1.0
kt1_s37,1comp,1,37,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.9444136393104177,1.0,1.0
kt1_s38,1comp,1,38,5,hmc,2,True,2,0.54305,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.457331812975878,0.9966666666666668,0.0
kt1_s39,1comp,1,39,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.8592653808673487,1.0,1.0
kt1_s40,1comp,1,40,5,hmc,2,True,3,0.50405,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0232586970817554,0.9966666666666668,0.0
kt1_s41,1comp,1,41,5,hmc,2,True,2,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.122377689083387,1.0,1.0
kt1_s42,1comp,1,42,5,hmc,2,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.097712570847833,1.0,1.0
kt1_s43,1comp,1,43,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.0316979274465177,1.0,1.0
kt1_s44,1comp,1,44,5,hmc,2,True,2,0.5026,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.0743224622858847,1.0,1.0
kt1_s45,1comp,1,45,5,hmc,2,True,3,0.4143,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.8334681705066407,0.9966666666666668,0.0
kt1_s46,1comp,1,46,5,hmc,2,True,3,0.65385,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.2485253419928477,0.9966666666666668,0.0
kt1_s47,1comp,1,47,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.918856234845498,1.0,1.0
kt1_s48,1comp,1,48,5,hmc,2,True,2,0.4362,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.6975415676241234,1.0,1.0
kt1_s49,1comp,1,49,5,hmc,2,True,2,0.4996,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.656522219376229,1.0,1.0
kt1_s50,1comp,1,50,5,hmc,2,True,2,0.53425,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.7852080407703457,1.0,1.0
kt1_s51,1comp,1,51,5,hmc,2,True,2,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.1202747485479025,0.9966666666666668,0.0
kt1_s52,1comp,1,52,5,hmc,2,True,2,0.5128,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.23031372408286,0.9933333333333332,0.0
kt1_s53,1comp,1,53,5,hmc,2,True,3,0.63645,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.069808179536394,0.9966666666666668,0.0
kt1_s54,1comp,1,54,5,hmc,2,True,4,1.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.2719470892647884,0.98,0.0
kt1_s55,1comp,1,55,5,hmc,2,True,2,0.0342,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.866213559041048,0.9966666666666668,0.0
kt1_s56,1comp,1,56,5,hmc,2,True,2,0.50225,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.199708009874,1.0,1.0
kt1_s57,1comp,1,57,5,hmc,2,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.126897776016401,1.0,1.0
kt1_s58,1comp,1,58,5,hmc,2,True,3,0.54985,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.014881924119331,0.9966666666666668,0.0
kt1_s59,1comp,1,59,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.315554819255992,1.0,1.0
kt1_s60,1comp,1,60,5,hmc,2,True,2,0.2683,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.1943852442872336,1.0,1.0
kt1_s61,1comp,1,61,5,hmc,2,True,3,0.5009,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.0533602186479065,1.0,1.0
kt1_s62,1comp,1,62,5,hmc,2,True,2,0.5503,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.2317001483345766,1.0,1.0
kt1_s63,1comp,1,63,5,hmc,2,True,2,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.613659637122335,1.0,1.0
kt1_s64,1comp,1,64,5,hmc,2,True,3,0.7553,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.03489458363246,0.9966666666666668,0.0
kt1_s65,1comp,1,65,5,hmc,2,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.059974831925329,1.0,1.0
kt1_s66,1comp,1,66,5,hmc,2,True,2,0.01015,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0060922816517446,1.0,1.0
kt1_s67,1comp,1,67,5,hmc,2,True,3,0.50015,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.2130981747312117,1.0,1.0
kt1_s68,1comp,1,68,5,hmc,2,True,3,0.5004,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0383567459823169,1.0,1.0
kt1_s69,1comp,1,69,5,hmc,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0036166831461797,1.0,1.0
kt1_s71,1comp,1,71,5,hmc,2,True,3,0.58755,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.427659862287727,1.0,1.0
kt1_s72,1comp,1,72,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.7500666872811892,1.0,1.0
kt1_s73,1comp,1,73,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.251942157654062,1.0,1.0
kt1_s74,1comp,1,74,5,hmc,2,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.944946673254844,1.0,1.0
kt1_s75,1comp,1,75,5,hmc,2,True,3,0.6014,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.6943008051336337,1.0,1.0
kt1_s76,1comp,1,76,5,hmc,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.000502239341715,1.0,1.0
kt1_s77,1comp,1,77,5,hmc,2,True,3,0.50365,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0090040790040908,1.0,1.0
kt1_s78,1comp,1,78,5,hmc,2,True,2,0.728,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.1587658115078256,0.9933333333333332,0.0
kt1_s79,1comp,1,79,5,hmc,2,True,3,0.7665,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.5220468443402897,1.0,1.0
kt1_s80,1comp,1,80,5,hmc,2,True,3,0.5009,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0001514338096429,1.0,1.0
kt1_s81,1comp,1,81,5,hmc,2,True,3,0.99975,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0031497580450504,0.9966666666666668,0.0
kt1_s82,1comp,1,82,5,hmc,2,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.231542665210674,1.0,1.0
kt1_s83,1comp,1,83,5,hmc,2,True,3,0.5199,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.0193215468499064,1.0,1.0
kt1_s84,1comp,1,84,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.942255585319215,1.0,1.0
kt1_s85,1comp,1,85,5,hmc,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.077205394426056,1.0,1.0
kt1_s86,1comp,1,86,5,hmc,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.020903087678664,1.0,1.0
kt1_s87,1comp,1,87,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.2315560153402023,1.0,1.0
kt1_s88,1comp,1,88,5,hmc,2,True,2,0.46905,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.200565990075304,1.0,1.0
kt1_s89,1comp,1,89,5,hmc,2,True,2,0.51965,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.658704768437984,1.0,1.0
kt1_s90,1comp,1,90,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.229184069033278,1.0,1.0
kt1_s91,1comp,1,91,5,hmc,2,True,2,0.5018,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.043095547373757,1.0,1.0
kt1_s92,1comp,1,92,5,hmc,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0709829188123532,1.0,1.0
kt1_s93,1comp,1,93,5,hmc,2,True,3,0.50055,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.2580911496260034,1.0,1.0
kt1_s94,1comp,1,94,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.051124649513186,1.0,1.0
kt1_s95,1comp,1,95,5,hmc,2,True,3,0.5,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0526840723084343,1.0,1.0
kt1_s96,1comp,1,96,5,hmc,2,True,2,0.0061,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0000102924336889,1.0,1.0
kt1_s97,1comp,1,97,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.120944090343796,1.0,1.0
kt1_s98,1comp,1,98,5,hmc,2,True,2,0.04875,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.005750448011788,1.0,1.0
kt1_s99,1comp,1,99,5,hmc,2,True,3,0.60585,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.177873392447072,0.9966666666666668,0.0
kt2_s01,2comp_equal,2,1,5,hmc,2,True,3,1.0,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0913415287833084,0.9866666666666668,0.953533022772634
kt2_s02,2comp_equal,2,2,5,hmc,2,True,3,0.50005,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.1925694348447107,0.54,0.0
kt2_s03,2comp_equal,2,3,5,hmc,2,True,3,0.5029,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.012362439071289,0.99,0.9602675359316444
kt2_s04,2comp_equal,2,4,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.380100304383947,1.0,1.0
kt2_s05,2comp_equal,2,5,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.190844262066006,1.0,1.0
kt2_s06,2comp_equal,2,6,5,hmc,2,True,3,0.50625,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.9069976717687775,1.0,1.0
kt2_s07,2comp_equal,2,7,5,hmc,2,True,3,0.54655,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.2401774939711574,0.95,0.8218424995731844
kt2_s08,2comp_equal,2,8,5,hmc,2,True,2,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.2739075252498915,1.0,1.0
kt2_s09,2comp_equal,2,9,5,hmc,2,True,3,1.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.156473816557457,0.9966666666666668,0.9938462056335094
kt2_s100,2comp_equal,2,100,5,hmc,2,True,3,0.50585,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0380985559711426,0.9833333333333332,0.9342249400414524
kt2_s10,2comp_equal,2,10,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,3.6878299472729257,0.9933333333333332,0.973422290982052
kt2_s11,2comp_equal,2,11,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.6542280580879343,0.99,0.960267120019818
kt2_s12,2comp_equal,2,12,5,hmc,2,True,3,0.8153,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.904249957512827,0.7966666666666666,0.3493058048437447
kt2_s13,2comp_equal,2,13,5,hmc,2,True,3,1.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,3.026646743336455,0.9966666666666668,0.9866665634206884
kt2_s14,2comp_equal,2,14,5,hmc,2,True,3,1.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.2223859516720577,1.0,1.0
kt2_s15,2comp_equal,2,15,5,hmc,2,True,2,0.52555,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.20292233475076,0.52,0.0
kt2_s16,2comp_equal,2,16,5,hmc,2,True,3,0.5004,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,3.612074555887448,0.9733333333333334,0.8958294119242707
kt2_s17,2comp_equal,2,17,5,hmc,2,True,3,0.5012,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,3.3224336459866346,0.97,0.8832108532973315
kt2_s18,2comp_equal,2,18,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.2321123952072752,1.0,1.0
kt2_s19,2comp_equal,2,19,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.8692371681264253,0.9933333333333332,0.9734222380777104
kt2_s20,2comp_equal,2,20,5,hmc,2,True,3,0.6071,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0060322737108858,1.0,1.0
kt2_s21,2comp_equal,2,21,5,hmc,2,True,4,0.9976,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.7358041314043797,0.74,0.2411880621469082
kt2_s22,2comp_equal,2,22,5,hmc,2,True,3,0.5013,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.2396574932855544,0.99,0.9810024453779662
kt2_s23,2comp_equal,2,23,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.4436422165545117,1.0,1.0
kt2_s24,2comp_equal,2,24,5,hmc,2,True,2,0.7401,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.633225724613381,0.9866666666666668,0.9472013439102565
kt2_s25,2comp_equal,2,25,5,hmc,2,True,3,0.5721,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0142736954214049,1.0,1.0
kt2_s26,2comp_equal,2,26,5,hmc,2,True,3,1.0,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0097111488468906,1.0,1.0
kt2_s27,2comp_equal,2,27,5,hmc,2,True,3,0.50025,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.002721003949344,1.0,1.0
kt2_s28,2comp_equal,2,28,5,hmc,2,True,4,0.5216,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.7676107075426404,0.9933333333333332,0.9799325256791634
kt2_s29,2comp_equal,2,29,5,hmc,2,True,3,0.50005,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.040679929315106,1.0,1.0
kt2_s30,2comp_equal,2,30,5,hmc,2,True,3,1.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1739107640150035,1.0,1.0
kt2_s31,2comp_equal,2,31,5,hmc,2,True,3,0.5002,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,3.1453915358384843,0.9866666666666668,0.9472012709398124
kt2_s32,2comp_equal,2,32,5,hmc,2,True,3,0.5,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.9748481072593516,0.9666666666666668,0.8706796009934002
