dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,demo,param,post_mean,post_std,ci_low,ci_high,true_value,bias,in_ci
kt1_s10,1comp,1,10,5,bayesm,2,z1,Price,-0.0901780717470148,0.0742337844214354,-0.2368970232490747,0.0538198636389319,-0.1946407710596562,0.1044626993126414,True
kt1_s10,1comp,1,10,5,bayesm,2,z2,Alt1,0.4811636619209026,0.1054031889212043,0.2756696997761175,0.6898275384112296,0.3242647075208564,0.1568989544000462,True
kt1_s10,1comp,1,10,5,bayesm,2,z2,Alt2,-0.0319272752010732,0.1211581609846745,-0.269504799747628,0.2031688444061308,-0.0122142694933037,-0.0197130057077694,True
kt1_s10,1comp,1,10,5,bayesm,2,z2,Alt3,0.7302703843150193,0.0935355899708297,0.5477031925367674,0.9128831345091224,0.6542435772584189,0.0760268070566004,True
kt1_s10,1comp,1,10,5,bayesm,2,z2,Price,1.383811675763935,0.0822350398306738,1.2222325078065697,1.545691343101574,1.3312887369155524,0.0525229388483825,True
kt1_s11,1comp,1,11,5,bayesm,2,z1,Alt1,0.0198638532166168,0.0831412441062998,-0.1431965502440742,0.1851850305920021,0.0308453000122718,-0.0109814467956549,True
kt1_s11,1comp,1,11,5,bayesm,2,z1,Alt2,0.706827418196594,0.128069178739775,0.4560838978298659,0.9601053649933916,0.5086622265182729,0.1981651916783211,True
kt1_s11,1comp,1,11,5,bayesm,2,z1,Alt3,-0.2894770556046169,0.0855229108040172,-0.455451327211771,-0.1229330187883832,-0.3829301956338919,0.093453140029275,True
kt1_s11,1comp,1,11,5,bayesm,2,z1,Price,0.1712793859831344,0.0799382648600767,0.0157277214470494,0.3282353959569618,0.137192825693266,0.0340865602898684,True
kt1_s11,1comp,1,11,5,bayesm,2,z2,Alt1,0.2327343188094165,0.0826153970484647,0.0707260763005718,0.3927073383173065,0.2841787194115346,-0.051444400602118,True
kt1_s11,1comp,1,11,5,bayesm,2,z2,Alt2,0.1448286579627613,0.1237650614918497,-0.1013205489915723,0.3836587268691417,-0.0623653644260017,0.207194022388763,True
kt1_s11,1comp,1,11,5,bayesm,2,z2,Alt3,-0.0453329734794452,0.0844126928321869,-0.2097142516495248,0.1200483075211242,-0.0631934113775117,0.0178604378980664,True
kt1_s11,1comp,1,11,5,bayesm,2,z2,Price,0.3402852191656554,0.0804004969413133,0.1841521291747617,0.498361177774509,0.3276714659533331,0.0126137532123222,True
kt1_s12,1comp,1,12,5,bayesm,2,z1,Alt1,-0.1235474356262284,0.1021361015315231,-0.32126846399944,0.0739585849268978,-0.096576423253317,-0.0269710123729114,True
kt1_s12,1comp,1,12,5,bayesm,2,z1,Alt2,0.1493688691081756,0.0963351274362097,-0.0394199368876871,0.3380773823395207,0.0873987380297722,0.0619701310784034,True
kt1_s12,1comp,1,12,5,bayesm,2,z1,Alt3,-0.3554814493522384,0.0980052573802107,-0.5485221653609638,-0.1654558879595362,-0.2831896711394917,-0.0722917782127467,True
kt1_s12,1comp,1,12,5,bayesm,2,z1,Price,-0.1159063817329448,0.1214814652239804,-0.3539597603475606,0.1203911591245174,0.0116366157002302,-0.1275429974331751,True
kt1_s12,1comp,1,12,5,bayesm,2,z2,Alt1,-0.5673125244132605,0.1080515857391431,-0.7836460923217451,-0.3559899301329655,-0.4189487989017106,-0.1483637255115498,True
kt1_s12,1comp,1,12,5,bayesm,2,z2,Alt2,-0.6529878009503978,0.1050213597232715,-0.8605669414566919,-0.4506975910459134,-0.3964511246889136,-0.2565366762614842,False
kt1_s12,1comp,1,12,5,bayesm,2,z2,Alt3,-0.7183820230931508,0.1020613920952062,-0.9207872234872876,-0.5233353900926921,-0.7259925081296092,0.0076104850364584,True
kt1_s12,1comp,1,12,5,bayesm,2,z2,Price,-0.5903783687832496,0.1261366136390073,-0.8391134074634653,-0.3403974543199896,-0.5633071940503489,-0.0270711747329006,True
kt1_s13,1comp,1,13,5,bayesm,2,z1,Alt1,0.6188333354234558,0.0808651409010052,0.4598965217449565,0.7781366016535911,0.6797290156332854,-0.0608956802098296,True
kt1_s13,1comp,1,13,5,bayesm,2,z1,Alt2,-0.3554719692374448,0.1063767415471192,-0.5657045507781788,-0.147759566744565,-0.3077666315415904,-0.0477053376958543,True
kt1_s13,1comp,1,13,5,bayesm,2,z1,Alt3,0.7723057693335305,0.0747992396755754,0.6273153766741456,0.9182264007447442,0.6470281483560522,0.1252776209774783,True
kt1_s13,1comp,1,13,5,bayesm,2,z1,Price,-1.1839783680039817,0.0734620616712237,-1.329448540940018,-1.042769077948238,-1.1823480403289497,-0.0016303276750322,True
kt1_s13,1comp,1,13,5,bayesm,2,z2,Alt1,0.4767539386572865,0.0757396494293047,0.328408285776246,0.6257779642678593,0.4607177398777775,0.016036198779509,True
kt1_s13,1comp,1,13,5,bayesm,2,z2,Alt2,-0.249675727968486,0.1011579641680008,-0.4495594506967831,-0.0521077298054551,-0.1464401048559672,-0.1032356231125188,True
kt1_s13,1comp,1,13,5,bayesm,2,z2,Alt3,0.0841808659705467,0.067912602417672,-0.0490805995090664,0.2170400078575887,0.150421358201978,-0.0662404922314313,True
kt1_s13,1comp,1,13,5,bayesm,2,z2,Price,0.1809949910439666,0.0646990606541789,0.0542766788747953,0.3086579712545872,0.0987279916242008,0.0822669994197658,True
kt1_s14,1comp,1,14,5,bayesm,2,z1,Alt1,-0.2000172282092088,0.3989771495357825,-0.9958694958781776,0.5377344793617611,0.2833839783230774,-0.4834012065322862,True
kt1_s14,1comp,1,14,5,bayesm,2,z1,Alt2,-0.2220831505282607,0.3976884226688514,-1.0171853692954789,0.5139522023023392,0.4549511411680432,-0.6770342916963039,True
kt1_s14,1comp,1,14,5,bayesm,2,z1,Alt3,-0.287185238693698,0.3967575261477167,-1.070948462677365,0.4400951139789496,0.1815519054250748,-0.4687371441187727,True
