dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,param,mix_mean,mix_var,true_mix_mean,true_mix_var
kt3_s79,3comp_equal,3,79,5,nuts,2,Alt2,-3.526641368865967,17.021814346313477,-3.486088992504487,2.4426341672387086
kt3_s79,3comp_equal,3,79,5,nuts,2,Alt3,1.7514703273773191,9.912222862243652,1.8000840215488392,4.365844088055173
kt3_s79,3comp_equal,3,79,5,nuts,2,Price,-1.4801241159439087,12.28984260559082,-1.567235892034107,9.115700179472572
kt3_s80,3comp_equal,3,80,5,nuts,2,Alt1,-5.17885684967041,182.7807464599609,0.9072936526098574,11.606244559604342
kt3_s80,3comp_equal,3,80,5,nuts,2,Alt2,6.425082206726074,119.86227416992188,3.4616707927336203,24.367299988169083
kt3_s80,3comp_equal,3,80,5,nuts,2,Alt3,-3.490121841430664,139.34939575195312,-0.2686543754886097,25.45935255090528
kt3_s80,3comp_equal,3,80,5,nuts,2,Price,-1.754943609237671,6.444101333618164,-1.536293467213376,4.055763009710484
kt3_s81,3comp_equal,3,81,5,nuts,2,Alt1,-1.044321894645691,97.98641967773438,-0.7317782867088221,4.944805466389428
kt3_s81,3comp_equal,3,81,5,nuts,2,Alt2,2.6842947006225586,29.38311195373535,2.8404915594707254,17.26429662775309
kt3_s81,3comp_equal,3,81,5,nuts,2,Alt3,0.685784637928009,15.258319854736328,1.11443333431528,9.053381766885348
kt3_s81,3comp_equal,3,81,5,nuts,2,Price,0.8213189244270325,11.210705757141112,0.5459305363911463,6.525644219874804
kt3_s82,3comp_equal,3,82,5,nuts,2,Alt1,-0.541066586971283,25.404556274414062,-0.578636463824139,4.552124728584774
kt3_s82,3comp_equal,3,82,5,nuts,2,Alt2,2.926105260848999,27.622509002685547,2.8594327267644437,15.88795676637664
kt3_s82,3comp_equal,3,82,5,nuts,2,Alt3,-0.8639604449272156,10.643111228942873,-0.9501526334028326,4.621112742019865
kt3_s82,3comp_equal,3,82,5,nuts,2,Price,0.8260805606842041,25.578575134277344,0.7963169956994738,20.937964086692364
kt3_s83,3comp_equal,3,83,5,nuts,2,Alt1,2.0622119903564453,34.68489456176758,1.8050874104621344,1.97773994206084
kt3_s83,3comp_equal,3,83,5,nuts,2,Alt2,3.0334222316741943,37.7309455871582,2.774202515859848,10.801773780066634
kt3_s83,3comp_equal,3,83,5,nuts,2,Alt3,1.666122317314148,11.707740783691406,1.661176801184566,1.6580621025008455
kt3_s83,3comp_equal,3,83,5,nuts,2,Price,1.2821460962295532,17.758525848388672,1.2255374094647478,10.748555778710587
kt3_s84,3comp_equal,3,84,5,nuts,2,Alt1,-0.360331118106842,25.459148406982425,-0.3737073631313153,5.195727182206594
kt3_s84,3comp_equal,3,84,5,nuts,2,Alt2,-0.9855478405952454,17.229082107543945,-0.4961877267208514,4.174097580028187
kt3_s84,3comp_equal,3,84,5,nuts,2,Alt3,1.121832013130188,39.443885803222656,0.5287428589138672,25.90923372447637
kt3_s84,3comp_equal,3,84,5,nuts,2,Price,-2.6997921466827397,13.137550354003906,-2.9819484831712364,8.100477340124813
kt3_s85,3comp_equal,3,85,5,nuts,2,Alt1,0.7806182503700256,24.532236099243164,0.7037455809931085,4.494363618681152
