dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,row,col,post_mean,post_std,ci_low,ci_high,true_value,empirical,abs_diff,in_ci
std_s39,standard,1,39,1,bayesm,2,Alt2,Alt1,-0.0153195010498166,0.1544225811958313,-0.3086746804416179,0.3002491146326059,0.0,-0.2146758503056289,0.0153195010498166,True
std_s39,standard,1,39,1,bayesm,2,Alt2,Alt2,1.937178492546081,0.2606428563594818,1.4704123824834825,2.4814875066280364,1.641575332007467,2.3074822315410466,0.2956031605386144,True
std_s39,standard,1,39,1,bayesm,2,Alt3,Alt1,-0.1535492986440658,0.118393674492836,-0.3830907672643661,0.0867811096832155,0.0,0.2811216717231032,0.1535492986440658,True
std_s39,standard,1,39,1,bayesm,2,Alt3,Alt2,-0.1265224516391754,0.1405267417430877,-0.3927296616137027,0.157373890280723,0.0,-1.1101161899894088,0.1265224516391754,True
std_s39,standard,1,39,1,bayesm,2,Alt3,Alt3,1.0303798913955688,0.1571102142333984,0.7525568887591362,1.3641840457916257,1.0415746697378945,2.795667679797049,0.0111947783423254,True
std_s39,standard,1,39,1,bayesm,2,Price,Alt1,-0.028972789645195,0.1299883723258972,-0.2872526712715625,0.2271979138255117,0.0,0.0158279074509077,0.028972789645195,True
std_s39,standard,1,39,1,bayesm,2,Price,Alt2,0.0899121686816215,0.1540587693452835,-0.2088680729269981,0.3996786817908285,0.0,-0.1750450615301157,0.0899121686816215,True
std_s39,standard,1,39,1,bayesm,2,Price,Alt3,0.0876596719026565,0.1224685460329055,-0.1463171564042568,0.338056505471468,0.0,0.3842642631980218,0.0876596719026565,True
std_s39,standard,1,39,1,bayesm,2,Price,Price,1.9863816499710083,0.1959214657545089,1.634293156862259,2.4008385479450225,1.7497711786582375,2.0673681206358583,0.2366104713127705,True
std_s40,standard,1,40,1,bayesm,2,Alt1,Alt1,2.030946016311645,0.2224312722682953,1.627867767214775,2.4993552029132844,1.5779369695899002,1.6873110278820187,0.4530090467217453,False
std_s40,standard,1,40,1,bayesm,2,Alt2,Alt1,-0.2585203647613525,0.1577925533056259,-0.57157531529665,0.0480745385400948,0.0,-0.1053582487499668,0.2585203647613525,True
std_s40,standard,1,40,1,bayesm,2,Alt2,Alt2,1.5201488733291626,0.2232703417539596,1.1273520648479465,2.0011037230491637,1.6179117490478203,2.340624313837808,0.0977628757186579,True
std_s40,standard,1,40,1,bayesm,2,Alt3,Alt1,-0.0207128804177045,0.1396166235208511,-0.2909439846873283,0.2569053418934342,0.0,0.2644220651930141,0.0207128804177045,True
std_s40,standard,1,40,1,bayesm,2,Alt3,Alt2,0.0898818969726562,0.146280363202095,-0.1879176449030637,0.382899714261293,0.0,0.4645732000370565,0.0898818969726562,True
std_s40,standard,1,40,1,bayesm,2,Alt3,Alt3,1.5380500555038452,0.1833628416061401,1.2120078414678574,1.9292800068855285,1.604510279016035,2.997453691545777,0.0664602235121898,True
std_s40,standard,1,40,1,bayesm,2,Price,Alt1,0.0364111512899398,0.1119099780917167,-0.183465426787734,0.2570800505578516,0.0,-0.0599552701522771,0.0364111512899398,True
std_s40,standard,1,40,1,bayesm,2,Price,Alt2,0.005493582226336,0.1098826602101326,-0.2116022910922765,0.2188916910439729,0.0,-0.1337549921213532,0.005493582226336,True
std_s40,standard,1,40,1,bayesm,2,Price,Alt3,-0.1260817945003509,0.1013392880558967,-0.3292210675776005,0.0696409801021216,0.0,-0.0678845493165956,0.1260817945003509,True
std_s40,standard,1,40,1,bayesm,2,Price,Price,1.1919920444488523,0.1176047995686531,0.9798591569066047,1.437988582253456,1.3212231854481995,1.204226980472251,0.1292311409993471,True
std_s41,standard,1,41,1,bayesm,2,Alt1,Alt1,0.9934511780738832,0.1850862205028534,0.6731412053108216,1.3993298351764678,0.8938425727935381,1.0032729991981657,0.0996086052803449,True
std_s41,standard,1,41,1,bayesm,2,Alt2,Alt1,-0.0792649015784263,0.1170116737484932,-0.3077632397413253,0.1509170994162557,0.0,-0.0709177498894541,0.0792649015784263,True
std_s41,standard,1,41,1,bayesm,2,Alt2,Alt2,1.035400152206421,0.1329916268587112,0.7987246319651604,1.315835756063461,1.0844464769609758,1.4986393833935356,0.0490463247545549,True
std_s41,standard,1,41,1,bayesm,2,Alt3,Alt1,-0.1734005361795425,0.1554664820432663,-0.476959590613842,0.1378482479602097,0.0,-0.3052369601904386,0.1734005361795425,True
std_s41,standard,1,41,1,bayesm,2,Alt3,Alt2,-0.1074986308813095,0.1214583069086074,-0.343699312210083,0.1299488022923466,0.0,0.2871137716250347,0.1074986308813095,True
std_s41,standard,1,41,1,bayesm,2,Alt3,Alt3,2.1237971782684326,0.2465380579233169,1.6839008539915086,2.64945815205574,1.9003465122150531,2.7402612849436285,0.2234506660533792,True
std_s41,standard,1,41,1,bayesm,2,Price,Alt1,-0.0426463447511196,0.1024428158998489,-0.2471083365380764,0.1557705141603946,0.0,-0.2487728350459498,0.0426463447511196,True
std_s41,standard,1,41,1,bayesm,2,Price,Alt2,0.013058959506452,0.0824220776557922,-0.1476033300161361,0.1748342793434858,0.0,0.5970412236398082,0.013058959506452,True
std_s41,standard,1,41,1,bayesm,2,Price,Alt3,-0.135184958577156,0.1131186559796333,-0.3617579825222492,0.0832803519442673,0.0,0.6735842766658681,0.135184958577156,True
std_s41,standard,1,41,1,bayesm,2,Price,Price,1.0370995998382568,0.1118896976113319,0.838661541044712,1.272044000029564,1.083365010956642,2.215025022796198,0.0462654111183851,True
std_s42,standard,1,42,1,bayesm,2,Alt1,Alt1,0.8514888882637024,0.124266467988491,0.6301976025104523,1.1158475399017334,0.7300271046741202,1.4119209824957166,0.1214617835895821,True
std_s42,standard,1,42,1,bayesm,2,Alt2,Alt1,-0.2221756279468536,0.1118863523006439,-0.4442346885800362,-0.0065083024906928,0.0,-0.3995614637437463,0.2221756279468536,False
std_s42,standard,1,42,1,bayesm,2,Alt2,Alt2,1.4375945329666138,0.2090836614370346,1.063162899017334,1.881682610511779,1.379344748025196,2.8184428561552464,0.0582497849414178,True
std_s42,standard,1,42,1,bayesm,2,Alt3,Alt1,0.0738622099161148,0.0992234796285629,-0.1100498892366886,0.2811438031494617,0.0,-0.3045880137987014,0.0738622099161148,True
std_s42,standard,1,42,1,bayesm,2,Alt3,Alt2,0.0125031908974051,0.1279834955930709,-0.2324832931160926,0.2703447975218274,0.0,-0.2052658222277098,0.0125031908974051,True
std_s42,standard,1,42,1,bayesm,2,Alt3,Alt3,1.227363348007202,0.1575872302055359,0.9476076036691664,1.5649951130151745,1.258833018326699,1.45203511343661,0.0314696703194967,True
std_s42,standard,1,42,1,bayesm,2,Price,Alt1,0.0258998144418001,0.0865600556135177,-0.1436050660908222,0.1960863213986158,0.0,-0.0821547774149631,0.0258998144418001,True
std_s42,standard,1,42,1,bayesm,2,Price,Alt2,-0.0344663709402084,0.1088141724467277,-0.2517910026013851,0.1744462694972751,0.0,-0.6752360222375905,0.0344663709402084,True
std_s42,standard,1,42,1,bayesm,2,Price,Alt3,-0.0165017396211624,0.0955616757273674,-0.2036445673555135,0.1734577640891073,0.0,0.204825756413729,0.0165017396211624,True
std_s42,standard,1,42,1,bayesm,2,Price,Price,1.185524821281433,0.1235453337430954,0.9645484551787376,1.443671607971191,1.4171813531519717,1.6410918324949564,0.2316565318705385,True
std_s43,standard,1,43,1,bayesm,2,Alt1,Alt1,0.9615653157234192,0.1289474070072174,0.7345380663871766,1.2398433715105046,0.8743824106698319,1.2944848352187914,0.0871829050535872,True
std_s43,standard,1,43,1,bayesm,2,Alt2,Alt1,-0.0221464075148105,0.0784463211894035,-0.170480428263545,0.1376048643141984,0.0,-0.2002262157277449,0.0221464075148105,True
std_s43,standard,1,43,1,bayesm,2,Alt2,Alt2,0.6271334886550903,0.0957488566637039,0.4557925343513488,0.8324803411960602,0.6317079941240462,1.6428204574325562,0.0045745054689558,True
std_s43,standard,1,43,1,bayesm,2,Alt3,Alt1,-0.1903331726789474,0.1245575994253158,-0.4345790922641754,0.0544101600535208,0.0,-0.763484166644649,0.1903331726789474,True
std_s43,standard,1,43,1,bayesm,2,Alt3,Alt2,-0.0785537138581276,0.1075963228940963,-0.286368791013956,0.1367102280259132,0.0,0.4402041751536892,0.0785537138581276,True
std_s43,standard,1,43,1,bayesm,2,Alt3,Alt3,1.7474902868270874,0.2435236275196075,1.3118681877851486,2.259803593158722,1.9743563021396489,3.4248647212453984,0.2268660153125612,True
std_s43,standard,1,43,1,bayesm,2,Price,Alt1,0.2024045884609222,0.0840212851762771,0.0414472713135182,0.37141683101654,0.0,0.5105082756122606,0.2024045884609222,False
std_s43,standard,1,43,1,bayesm,2,Price,Alt2,-0.0133652323856949,0.0733610391616821,-0.1608627583831548,0.1272558249533175,0.0,-0.6044780374208828,0.0133652323856949,True
std_s43,standard,1,43,1,bayesm,2,Price,Alt3,-0.0397385917603969,0.1132505759596824,-0.2624461770057678,0.1845391787588595,0.0,-0.8639552025705747,0.0397385917603969,True
std_s43,standard,1,43,1,bayesm,2,Price,Price,1.0894001722335815,0.1169611737132072,0.8791915446519851,1.3363183796405786,1.1885714379762842,1.677967876878466,0.0991712657427026,True
std_s44,standard,1,44,1,bayesm,2,Alt1,Alt1,0.9676842093467712,0.1519399136304855,0.6919633239507675,1.287989678978919,0.9690938692066008,1.0240843967786462,0.0014096598598296,True
std_s44,standard,1,44,1,bayesm,2,Alt2,Alt1,-0.1011199355125427,0.0988271012902259,-0.295169935375452,0.0929377766326069,0.0,-0.0305454250753783,0.1011199355125427,True
std_s44,standard,1,44,1,bayesm,2,Alt2,Alt2,1.0264226198196411,0.132923424243927,0.7881882429122925,1.3116749078035352,1.1079542247185397,1.412146072524621,0.0815316048988985,True
std_s44,standard,1,44,1,bayesm,2,Alt3,Alt1,0.0449706017971038,0.0869409516453743,-0.1169784277677535,0.2228193540126082,0.0,0.0833631647492101,0.0449706017971038,True
std_s44,standard,1,44,1,bayesm,2,Alt3,Alt2,-0.0215261783450841,0.0806028693914413,-0.1755981959402561,0.1424492802470922,0.0,0.0437690671075644,0.0215261783450841,True
std_s44,standard,1,44,1,bayesm,2,Alt3,Alt3,0.5598250031471252,0.093542605638504,0.395538805425167,0.7645175427198407,0.561053030102343,0.4857718829036569,0.0012280269552177,True
std_s44,standard,1,44,1,bayesm,2,Price,Alt1,-0.119001381099224,0.0778910294175148,-0.2742020390927792,0.0318722060881547,0.0,0.2298618770727918,0.119001381099224,True
std_s44,standard,1,44,1,bayesm,2,Price,Alt2,0.0940307602286338,0.073625698685646,-0.0481601058505475,0.2376094426959752,0.0,-0.2623359582617995,0.0940307602286338,True
std_s44,standard,1,44,1,bayesm,2,Price,Alt3,-0.0303359068930149,0.0618820413947105,-0.1525744214653968,0.0941571967676281,0.0,0.0020112002005674,0.0303359068930149,True
std_s44,standard,1,44,1,bayesm,2,Price,Price,0.6773322224617004,0.0835154876112937,0.52853744328022,0.8559809505939483,0.6840189989024853,2.8770182378337186,0.0066867764407848,True
std_s45,standard,1,45,1,bayesm,2,Alt1,Alt1,0.997285544872284,0.1451557725667953,0.7394987598061562,1.3110696792602536,1.3385403868508252,1.377038127927834,0.3412548419785413,False
std_s45,standard,1,45,1,bayesm,2,Alt2,Alt1,-0.0002382852107984,0.0932571217417717,-0.1790362566709518,0.1875247314572333,0.0,-0.5244128978187079,0.0002382852107984,True
std_s45,standard,1,45,1,bayesm,2,Alt2,Alt2,0.6820358633995056,0.1180528998374939,0.4797659039497375,0.93837758898735,0.6415323534702566,3.222308853006165,0.040503509929249,True
std_s45,standard,1,45,1,bayesm,2,Alt3,Alt1,-0.0722870752215385,0.088774561882019,-0.2470385022461414,0.1031954107806084,0.0,0.2222846240211065,0.0722870752215385,True
std_s45,standard,1,45,1,bayesm,2,Alt3,Alt2,-0.0840879082679748,0.0834352448582649,-0.2489524584263563,0.0813031941652296,0.0,-0.3906761496987931,0.0840879082679748,True
std_s45,standard,1,45,1,bayesm,2,Alt3,Alt3,0.9425495862960817,0.1150139719247818,0.7340471312403679,1.1858178019523615,1.0737253606258612,1.2883710217842383,0.1311757743297796,True
std_s45,standard,1,45,1,bayesm,2,Price,Alt1,0.1195987313985824,0.1103148832917213,-0.0914557576179504,0.3369101129472254,0.0,0.1145581547051592,0.1195987313985824,True
std_s45,standard,1,45,1,bayesm,2,Price,Alt2,0.1202507838606834,0.1071612611413002,-0.0829112051054835,0.3339012220501899,0.0,-0.2335997587131687,0.1202507838606834,True
std_s45,standard,1,45,1,bayesm,2,Price,Alt3,0.0380789414048194,0.1037684753537178,-0.1627282541245222,0.2421299718320364,0.0,0.1052271487543856,0.0380789414048194,True
std_s45,standard,1,45,1,bayesm,2,Price,Price,1.834908366203308,0.1751585602760315,1.520008808374405,2.2025945365428923,1.6935102390326553,1.9396078961233905,0.1413981271706528,True
std_s46,standard,1,46,1,bayesm,2,Alt1,Alt1,1.9314959049224851,0.2536068856716156,1.4834613859653474,2.4748139381408665,1.8714824456736503,2.647646545332084,0.060013459248835,True
std_s46,standard,1,46,1,bayesm,2,Alt2,Alt1,-0.1549525558948516,0.1251251250505447,-0.4005917727947235,0.0924773903563611,0.0,0.5238298952036308,0.1549525558948516,True
std_s46,standard,1,46,1,bayesm,2,Alt2,Alt2,1.0853328704833984,0.1319785118103027,0.8507379800081253,1.3644580662250516,1.095327806445378,1.7722589186730315,0.0099949359619795,True
std_s46,standard,1,46,1,bayesm,2,Alt3,Alt1,-0.1604575663805008,0.1309249699115753,-0.4203092433512211,0.0981125893071293,0.0,-0.4832320061914475,0.1604575663805008,True
std_s46,standard,1,46,1,bayesm,2,Alt3,Alt2,-0.2338158190250396,0.0992266312241554,-0.4281968995928764,-0.0389952227473264,0.0,-0.4761256240594403,0.2338158190250396,False
std_s46,standard,1,46,1,bayesm,2,Alt3,Alt3,1.1652151346206665,0.1493408679962158,0.8998075380921364,1.4803096264600752,1.2354848767393891,1.66617315533696,0.0702697421187226,True
std_s46,standard,1,46,1,bayesm,2,Price,Alt1,-0.107596755027771,0.0828963220119476,-0.2714305520057678,0.0532702569849783,0.0,-0.0661658333084873,0.107596755027771,True
std_s46,standard,1,46,1,bayesm,2,Price,Alt2,-0.0844255834817886,0.0621709860861301,-0.207488215342164,0.0365343233570452,0.0,0.0187841233364221,0.0844255834817886,True
std_s46,standard,1,46,1,bayesm,2,Price,Alt3,0.0741980075836181,0.0660985931754112,-0.054375459998846,0.2077208440750834,0.0,-0.141809585114766,0.0741980075836181,True
std_s46,standard,1,46,1,bayesm,2,Price,Price,0.6146930456161499,0.0625083819031715,0.502037626504898,0.7467515677213669,0.5740156064279588,0.80477287472508,0.0406774391881911,True
std_s47,standard,1,47,1,bayesm,2,Alt1,Alt1,0.822982132434845,0.1109398826956749,0.625590606033802,1.0629364073276515,0.810548575530597,1.235993585523122,0.0124335569042479,True
std_s47,standard,1,47,1,bayesm,2,Alt2,Alt1,-0.0043279244564473,0.1004754975438118,-0.1939511813223361,0.198808796703815,0.0,-0.1550190841224821,0.0043279244564473,True
std_s47,standard,1,47,1,bayesm,2,Alt2,Alt2,1.4394078254699707,0.1830704361200332,1.114865633845329,1.8311365067958831,1.211655776067175,1.2733016660482557,0.227752049402796,True
std_s47,standard,1,47,1,bayesm,2,Alt3,Alt1,-0.0004929695278406,0.0850787684321403,-0.1614357758313417,0.1753719300031661,0.0,0.0973360859037239,0.0004929695278406,True
std_s47,standard,1,47,1,bayesm,2,Alt3,Alt2,0.0641057938337326,0.1084371581673622,-0.1455323528498411,0.2845604307949539,0.0,0.0634595790295976,0.0641057938337326,True
std_s47,standard,1,47,1,bayesm,2,Alt3,Alt3,0.6069519519805908,0.1228888779878616,0.3938137121498585,0.8737645119428621,0.8396269923748322,1.558635332871923,0.2326750403942413,True
std_s47,standard,1,47,1,bayesm,2,Price,Alt1,0.0402047559618949,0.0667458102107048,-0.0907749157398939,0.1708864197134968,0.0,0.147888861899636,0.0402047559618949,True
std_s47,standard,1,47,1,bayesm,2,Price,Alt2,-0.0896728262305259,0.0814649164676666,-0.250043211877346,0.0685884805396199,0.0,-0.0294291344994558,0.0896728262305259,True
std_s47,standard,1,47,1,bayesm,2,Price,Alt3,-0.0406572744250297,0.0697004199028015,-0.1794341500848531,0.0943890362977979,0.0,-0.436230130686058,0.0406572744250297,True
std_s47,standard,1,47,1,bayesm,2,Price,Price,0.7634940147399902,0.0812872871756553,0.6181136578321457,0.9362376287579536,0.7436375756803695,1.0141511950763389,0.0198564390596207,True
std_s48,standard,1,48,1,bayesm,2,Alt1,Alt1,1.2496564388275146,0.1762477606534958,0.9398345515131952,1.633739686012268,0.903536710345057,1.8794571718217905,0.3461197284824576,False
std_s48,standard,1,48,1,bayesm,2,Alt2,Alt1,-0.121644027531147,0.116033062338829,-0.3450847834348678,0.1147127153351898,0.0,0.1500814024016663,0.121644027531147,True
std_s48,standard,1,48,1,bayesm,2,Alt2,Alt2,1.1755539178848269,0.163660243153572,0.8859838247299194,1.521035698056221,1.2786735015639197,1.7976730236213694,0.103119583679093,True
std_s48,standard,1,48,1,bayesm,2,Alt3,Alt1,0.0498371720314025,0.1097041592001915,-0.1552515629678964,0.2775559596717357,0.0,0.9435900178259748,0.0498371720314025,True
std_s48,standard,1,48,1,bayesm,2,Alt3,Alt2,-0.0021447876933962,0.1026182621717453,-0.1964925326406955,0.2100705351680513,0.0,-0.2369506572840008,0.0021447876933962,True
std_s48,standard,1,48,1,bayesm,2,Alt3,Alt3,0.7774634957313538,0.1338869780302047,0.5390883177518845,1.0681954830884928,0.7373179278956694,2.5286560143579986,0.0401455678356843,True
std_s48,standard,1,48,1,bayesm,2,Price,Alt1,0.0472977086901664,0.1265731900930404,-0.2024908304214477,0.29665265455842,0.0,-0.6664328946829694,0.0472977086901664,True
std_s48,standard,1,48,1,bayesm,2,Price,Alt2,0.004285804927349,0.1211626455187797,-0.2361326619982719,0.242887349426746,0.0,0.2033818615540028,0.004285804927349,True
std_s48,standard,1,48,1,bayesm,2,Price,Alt3,0.0553145818412303,0.1145181655883789,-0.1704931858927011,0.2807243838906282,0.0,-1.1668742815062985,0.0553145818412303,True
std_s48,standard,1,48,1,bayesm,2,Price,Price,1.9666582345962524,0.1975363194942474,1.6148414075374604,2.39079013466835,1.9682949570032016,2.748545207980482,0.0016367224069493,True
std_s49,standard,1,49,1,bayesm,2,Alt1,Alt1,1.8437010049819944,0.2483727633953094,1.408908674120903,2.375216001272201,1.554389200750893,1.6416556710730283,0.2893118042311016,True
std_s49,standard,1,49,1,bayesm,2,Alt2,Alt1,0.1846064329147339,0.1724634617567062,-0.1374751083552837,0.5323675915598869,0.0,-0.0629338318776532,0.1846064329147339,True
std_s49,standard,1,49,1,bayesm,2,Alt2,Alt2,2.046999454498291,0.2499435693025589,1.5991196125745772,2.576631981134414,1.869745059570389,2.4637300886609954,0.1772543949279019,True
std_s49,standard,1,49,1,bayesm,2,Alt3,Alt1,-0.1859361082315445,0.1529942899942398,-0.4789712317287922,0.1212864400818939,0.0,0.0771789691449018,0.1859361082315445,True
std_s49,standard,1,49,1,bayesm,2,Alt3,Alt2,0.0364552363753318,0.1575956642627716,-0.2739278204739094,0.3532747045159338,0.0,-0.2771659283090601,0.0364552363753318,True
std_s49,standard,1,49,1,bayesm,2,Alt3,Alt3,1.1516178846359253,0.1910156905651092,0.8173634842038154,1.568935766816139,1.4924500875537865,2.113061662522112,0.3408322029178612,True
std_s49,standard,1,49,1,bayesm,2,Price,Alt1,0.0742870271205902,0.1148169189691543,-0.1461499340832233,0.3036762528121469,0.0,0.1226987395124618,0.0742870271205902,True
std_s49,standard,1,49,1,bayesm,2,Price,Alt2,0.2329931110143661,0.1209757551550865,0.0032638151780702,0.4810832127928733,0.0,0.5426580335723652,0.2329931110143661,False
std_s49,standard,1,49,1,bayesm,2,Price,Alt3,0.1278548538684845,0.1041817814111709,-0.0752557463943958,0.3347795926034448,0.0,-0.1542446987186871,0.1278548538684845,True
std_s49,standard,1,49,1,bayesm,2,Price,Price,1.1834449768066406,0.1200694069266319,0.9682788759469986,1.4375927776098252,1.2302085635351026,1.657207317461984,0.0467635867284619,True
std_s50,standard,1,50,1,bayesm,2,Alt1,Alt1,1.5303893089294434,0.2301012426614761,1.1288233548402786,2.025598382949829,1.427822557202589,1.5533937267692128,0.102566751726854,True
std_s50,standard,1,50,1,bayesm,2,Alt2,Alt1,-0.3432669043540954,0.1404904276132583,-0.6225569814443588,-0.0695435436442494,0.0,-0.1240819927262541,0.3432669043540954,False
std_s50,standard,1,50,1,bayesm,2,Alt2,Alt2,1.5843230485916138,0.1801480799913406,1.2601410686969756,1.9711827903985968,1.4365013936496285,1.98690189397316,0.1478216549419855,True
std_s50,standard,1,50,1,bayesm,2,Alt3,Alt1,-0.0154433716088533,0.1084993183612823,-0.2242171391844749,0.200409947708249,0.0,-0.0624685999766355,0.0154433716088533,True
std_s50,standard,1,50,1,bayesm,2,Alt3,Alt2,0.085365355014801,0.0978746861219406,-0.1017393518239259,0.282873661071062,0.0,-0.0191249673825101,0.085365355014801,True
std_s50,standard,1,50,1,bayesm,2,Alt3,Alt3,0.7929615378379822,0.1069786772131919,0.6013887956738472,1.0208684295415873,0.624383529518036,0.701384095861881,0.1685780083199461,True
std_s50,standard,1,50,1,bayesm,2,Price,Alt1,-0.1318147927522659,0.1290123909711837,-0.3862539000809192,0.1213971704244612,0.0,-0.0294508019464628,0.1318147927522659,True
std_s50,standard,1,50,1,bayesm,2,Price,Alt2,0.3593209087848663,0.1216337606310844,0.1281837500631809,0.6045386001467703,0.0,-0.0049623063950705,0.3593209087848663,False
std_s50,standard,1,50,1,bayesm,2,Price,Alt3,-0.0750471949577331,0.0925891920924186,-0.2600291177630424,0.1048004701733588,0.0,-0.0644805388685441,0.0750471949577331,True
std_s50,standard,1,50,1,bayesm,2,Price,Price,1.6680164337158203,0.1683336794376373,1.3642301589250565,2.0243873834609984,1.6108233308946476,1.6783940151781718,0.0571931028211727,True
std_s51,standard,1,51,1,bayesm,2,Alt1,Alt1,1.9457756280899048,0.2383043318986892,1.5203688979148864,2.4524266660213456,1.6156124655795028,2.429123227708544,0.330163162510402,True
std_s51,standard,1,51,1,bayesm,2,Alt2,Alt1,0.4710712432861328,0.2057585418224334,0.0871918082237243,0.8937660783529274,0.0,0.9161795393026207,0.4710712432861328,False
std_s51,standard,1,51,1,bayesm,2,Alt2,Alt2,2.660882472991944,0.3605679869651794,2.018832767009735,3.436921423673629,1.927049259409451,3.231759681695249,0.7338332135824923,False
std_s51,standard,1,51,1,bayesm,2,Alt3,Alt1,-0.1602924615144729,0.1265919655561447,-0.4031409606337547,0.0923478664830326,0.0,0.1834292195943315,0.1602924615144729,True
std_s51,standard,1,51,1,bayesm,2,Alt3,Alt2,0.2802894413471222,0.1603895872831344,-0.0223381501156836,0.607539509236812,0.0,0.3714397597748369,0.2802894413471222,True
std_s51,standard,1,51,1,bayesm,2,Alt3,Alt3,1.053064227104187,0.1463154107332229,0.7910451054573059,1.367793694138527,1.0448392762516685,1.1497906925045034,0.0082249508525185,True
std_s51,standard,1,51,1,bayesm,2,Price,Alt1,-0.1157894432544708,0.1477947235107422,-0.4116149626672268,0.1698221631348129,0.0,0.0326366163620607,0.1157894432544708,True
std_s51,standard,1,51,1,bayesm,2,Price,Alt2,0.0029156238306313,0.1832264810800552,-0.3553669676184654,0.3667710490524767,0.0,0.0326959696801879,0.0029156238306313,True
std_s51,standard,1,51,1,bayesm,2,Price,Alt3,0.0357535518705844,0.1217180863022804,-0.1996996030211448,0.2783302649855613,0.0,0.1112211110514765,0.0357535518705844,True
std_s51,standard,1,51,1,bayesm,2,Price,Price,2.0233418941497803,0.2035236805677414,1.6582383692264555,2.4552143931388843,1.9888790940472425,1.96876990197928,0.0344628001025379,True
std_s52,standard,1,52,1,bayesm,2,Alt1,Alt1,0.7381455898284912,0.1141626238822937,0.5362990453839303,0.9814247637987132,0.7061582319405169,0.831004335923119,0.0319873578879743,True
std_s52,standard,1,52,1,bayesm,2,Alt2,Alt1,0.0103495540097355,0.0881188586354255,-0.1571594554930925,0.187894970923662,0.0,-0.1814138970193128,0.0103495540097355,True
std_s52,standard,1,52,1,bayesm,2,Alt2,Alt2,1.12199604511261,0.1347742974758148,0.8830670714378357,1.4061493158340452,1.0536269673740188,1.3056072416420244,0.068369077738591,True
std_s52,standard,1,52,1,bayesm,2,Alt3,Alt1,0.0464088544249534,0.0915190204977989,-0.1273137427866459,0.2327300630509852,0.0,0.0098801271163081,0.0464088544249534,True
std_s52,standard,1,52,1,bayesm,2,Alt3,Alt2,0.0204934179782867,0.1007613092660904,-0.1719026658684015,0.2195248905569311,0.0,-0.0832002658996683,0.0204934179782867,True
std_s52,standard,1,52,1,bayesm,2,Alt3,Alt3,1.018128752708435,0.149533212184906,0.7517203077673912,1.3394624024629584,0.887750768309004,1.3834810290901114,0.130377984399431,True
std_s52,standard,1,52,1,bayesm,2,Price,Alt1,-0.0789431482553482,0.1047710180282592,-0.2866813085973262,0.126592246815562,0.0,0.1678329097960271,0.0789431482553482,True
std_s52,standard,1,52,1,bayesm,2,Price,Alt2,-0.1753505319356918,0.1136096492409706,-0.4021357260644436,0.04503260217607,0.0,-0.1700165043633786,0.1753505319356918,True
std_s52,standard,1,52,1,bayesm,2,Price,Alt3,-0.1133528351783752,0.114143393933773,-0.3398155800998211,0.1086728239431975,0.0,-0.0134848786109199,0.1133528351783752,True
std_s52,standard,1,52,1,bayesm,2,Price,Price,1.939977765083313,0.1946689039468765,1.5879055619239808,2.352935069799423,1.878232361181969,1.897192613728609,0.061745403901344,True
std_s53,standard,1,53,1,bayesm,2,Alt1,Alt1,1.191927194595337,0.148279532790184,0.926946909725666,1.5103394150733946,1.292978974704135,1.6467632526769822,0.101051780108798,True
std_s53,standard,1,53,1,bayesm,2,Alt2,Alt1,-0.0552078448235988,0.1007762849330902,-0.252975545078516,0.1470038399100298,0.0,0.155124964318315,0.0552078448235988,True
std_s53,standard,1,53,1,bayesm,2,Alt2,Alt2,1.0763658285140991,0.1361131519079208,0.8325733423233033,1.3670886367559432,1.1530843132881805,1.690530116031348,0.0767184847740811,True
std_s53,standard,1,53,1,bayesm,2,Alt3,Alt1,0.0782040432095527,0.0912510901689529,-0.0928758580237627,0.2638344496488568,0.0,-0.2277137772216619,0.0782040432095527,True
std_s53,standard,1,53,1,bayesm,2,Alt3,Alt2,-0.2068807184696197,0.0819968208670616,-0.3676197350025177,-0.0464900459162891,0.0,-0.0991699288502474,0.2068807184696197,False
std_s53,standard,1,53,1,bayesm,2,Alt3,Alt3,0.7719927430152893,0.1125367805361747,0.5753799051046371,1.0127902358770369,0.7593892735285441,0.9909463155948696,0.0126034694867451,True
std_s53,standard,1,53,1,bayesm,2,Price,Alt1,-0.0087819332256913,0.1101745963096618,-0.2276864726096391,0.2063726775348186,0.0,-0.0267116424070989,0.0087819332256913,True
std_s53,standard,1,53,1,bayesm,2,Price,Alt2,-0.1041157692670822,0.1042579486966133,-0.3111420013010502,0.0976661831140518,0.0,-0.6867770283935711,0.1041157692670822,True
std_s53,standard,1,53,1,bayesm,2,Price,Alt3,0.0384995937347412,0.0931452587246894,-0.143982733041048,0.2208315003663301,0.0,-0.1142464131323112,0.0384995937347412,True
std_s53,standard,1,53,1,bayesm,2,Price,Price,1.665013313293457,0.167943999171257,1.3644175082445145,2.0198296904563904,1.6371896405221162,2.412519709737932,0.0278236727713407,True
std_s54,standard,1,54,1,bayesm,2,Alt1,Alt1,1.117761492729187,0.1592311710119247,0.8357318431138993,1.457583838701248,1.206604986038054,1.263047990469951,0.0888434933088668,True
std_s54,standard,1,54,1,bayesm,2,Alt2,Alt1,-0.0055907266214489,0.118900716304779,-0.2395814716815948,0.2342709347605703,0.0,-0.0123343948178813,0.0055907266214489,True
