dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,runtime_s,n_sampling_errors,rhat_max,ess_min,n_divergent,max_treedepth,max_leapfrog,mean_acceptance
std_s82,standard,1,82,1,nuts,2,536.43,0,1.0005619264346866,5401.062441514664,0.0,6.0,63.0,0.8833
std_s83,standard,1,83,1,nuts,2,600.13,0,1.0003692527173538,6006.673766839798,0.0,5.0,31.0,0.8862
std_s84,standard,1,84,1,nuts,2,558.05,0,1.001167468213734,3145.726992433984,0.0,6.0,63.0,0.8934
std_s85,standard,1,85,1,nuts,2,578.93,0,1.000955136168222,3418.873123831825,0.0,5.0,31.0,0.8899
std_s86,standard,1,86,1,nuts,2,593.47,0,1.002131946503636,1460.0864946030408,0.0,6.0,47.0,0.8984
std_s87,standard,1,87,1,nuts,2,582.94,0,1.0007920865625806,3714.190151022681,0.0,5.0,31.0,0.8998
std_s88,standard,1,88,1,nuts,2,572.97,0,1.0006567473369694,4055.875978954493,0.0,6.0,63.0,0.9009
std_s89,standard,1,89,1,nuts,2,574.06,0,1.0008732991220597,4939.805184992143,0.0,5.0,31.0,0.8932
std_s90,standard,1,90,1,nuts,2,591.38,0,1.0016735694549677,2311.3839410620644,0.0,5.0,31.0,0.8959
std_s91,standard,1,91,1,nuts,2,360.19,0,1.000536104631354,3708.743978897616,0.0,5.0,23.0,0.8743
std_s92,standard,1,92,1,nuts,2,585.72,0,1.0006008208435917,5308.778380407539,0.0,5.0,31.0,0.8997
std_s93,standard,1,93,1,nuts,2,586.3,0,1.0005852461592954,3611.0661010264416,0.0,5.0,31.0,0.8961
std_s94,standard,1,94,1,nuts,2,561.64,0,1.001217903810169,6299.105963124555,0.0,6.0,47.0,0.8842
std_s95,standard,1,95,1,nuts,2,389.26,0,1.0004975753462837,4429.402551072742,0.0,6.0,63.0,0.884
std_s96,standard,1,96,1,nuts,2,468.65,0,1.001058023428934,3467.3410844141945,0.0,6.0,47.0,0.8795
std_s97,standard,1,97,1,nuts,2,578.14,0,1.0009382587750937,2668.6471506474527,0.0,5.0,31.0,0.8909
std_s98,standard,1,98,1,nuts,2,583.0,0,1.0004240725164244,4536.772709364137,0.0,5.0,31.0,0.8941
std_s99,standard,1,99,1,nuts,2,599.56,0,1.0013581346507978,3330.0925739786157,0.0,6.0,39.0,0.8836
