dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,param,post_mean,post_std,ci_low,ci_high,true_value,abs_diff,in_ci
std_s11,standard,1,11,1,bayesm,2,Alt2,1.1219887479350965,0.0593235531723928,1.0078448816292005,1.2392134662759278,1.0173244530365455,0.1046642948985507,True
std_s11,standard,1,11,1,bayesm,2,Alt3,-0.6654341300376233,0.0826640116939023,-0.8286471256750931,-0.5048126749582814,-0.7658603912677838,0.1004262612301605,True
std_s11,standard,1,11,1,bayesm,2,Price,0.2738595880920645,0.0912952936490053,0.0961204959998218,0.4514605564742601,0.274385651386532,0.0005260632944674,True
std_s12,standard,1,12,1,bayesm,2,Alt1,-0.2963935107747744,0.0927497680445281,-0.4786943023652767,-0.1135161074287139,-0.193152846506634,0.1032406642681403,True
std_s12,standard,1,12,1,bayesm,2,Alt2,0.2290397160232502,0.0788262219800203,0.0739948948175062,0.384007349857341,0.1747974760595444,0.0542422399637058,True
std_s12,standard,1,12,1,bayesm,2,Alt3,-0.62597945372167,0.0714523747421981,-0.767567979385418,-0.4869095352455151,-0.5663793422789835,0.0596001114426865,True
std_s12,standard,1,12,1,bayesm,2,Price,-0.0359200907111123,0.0495922900866216,-0.1329464866188062,0.0618999229376514,0.0232732314004605,0.0591933221115728,True
std_s13,standard,1,13,1,bayesm,2,Alt1,1.3538714936866172,0.0860162015012078,1.1861577855470316,1.5247364289218468,1.3594580312665707,0.0055865375799535,True
std_s13,standard,1,13,1,bayesm,2,Alt2,-0.5699009054641181,0.1023531987535989,-0.7713443429857738,-0.3708220229517838,-0.6155332630831808,0.0456323576190627,True
std_s13,standard,1,13,1,bayesm,2,Alt3,1.19153612845223,0.0905170344624659,1.017101403728086,1.3689209616099696,1.2940562967121043,0.1025201682598744,True
std_s13,standard,1,13,1,bayesm,2,Price,-2.433266094525349,0.090140759713071,-2.614210585046134,-2.260862519533254,-2.364696080657899,0.0685700138674501,True
std_s14,standard,1,14,1,bayesm,2,Alt1,0.539165158325704,0.0670342325628298,0.409238533845086,0.6717489075144226,0.5667679566461548,0.0276027983204507,True
std_s14,standard,1,14,1,bayesm,2,Alt2,0.9098512100669072,0.0968415400007615,0.7207693300877525,1.0996864313303372,0.9099022823360864,5.107226917921981e-05,True
std_s14,standard,1,14,1,bayesm,2,Alt3,0.4597076865803838,0.0880604059880775,0.286841932362825,0.6326622585796573,0.3631038108501496,0.0966038757302342,True
std_s14,standard,1,14,1,bayesm,2,Price,-0.4578925325434005,0.0704086213960048,-0.5949544716638644,-0.3210447591840507,-0.4070166285288738,0.0508759040145267,True
std_s15,standard,1,15,1,bayesm,2,Alt1,-1.4851895640822033,0.0979543683561514,-1.6792727759269372,-1.2967649770703205,-1.3819408471089485,0.103248716973255,True
std_s15,standard,1,15,1,bayesm,2,Alt2,-1.607970020956542,0.0789342007417604,-1.7666250798371073,-1.4557692980076078,-1.672332050992714,0.064362030036172,True
std_s15,standard,1,15,1,bayesm,2,Alt3,0.3753631390916872,0.0642932347575558,0.2494654459109666,0.5033361621439364,0.3671872583548352,0.008175880736852,True
std_s15,standard,1,15,1,bayesm,2,Price,-0.1519461345459458,0.0744740247223898,-0.2966911946836557,-0.0056771311652633,-0.0820123850871813,0.0699337494587645,True
std_s16,standard,1,16,1,bayesm,2,Alt1,1.3886649101203068,0.1047835650666799,1.186033883350614,1.5962404750863428,1.329566958682297,0.0590979514380101,True
std_s16,standard,1,16,1,bayesm,2,Alt2,0.4483298418966415,0.0925946623794567,0.2697604650247349,0.6295761832157838,0.2607582894581185,0.1875715524385229,False
std_s16,standard,1,16,1,bayesm,2,Alt3,-3.0243166540165483,0.1345134415163785,-3.293372115046844,-2.768917792871388,-2.9108302415407654,0.1134864124757828,True
std_s16,standard,1,16,1,bayesm,2,Price,1.7162815389278236,0.0819511829274129,1.5564225658121569,1.877532121275568,1.7110453626256343,0.0052361763021893,True
std_s17,standard,1,17,1,bayesm,2,Alt1,-0.2769816269931107,0.1066623077534188,-0.4889239296572652,-0.0724032906333602,-0.3832898790870274,0.1063082520939167,True
std_s17,standard,1,17,1,bayesm,2,Alt2,0.2550913582501841,0.1032536902108456,0.0526030826736521,0.455194685544778,0.3678482415632257,0.1127568833130416,True
std_s17,standard,1,17,1,bayesm,2,Alt3,2.7782678802248846,0.0905413287364133,2.603373064492311,2.9597578048709603,2.66955393010068,0.1087139501242049,True
std_s17,standard,1,17,1,bayesm,2,Price,1.1995047484841244,0.0713486979088564,1.0604230559482468,1.339964277481643,1.1327996633774402,0.0667050851066841,True
std_s18,standard,1,18,1,bayesm,2,Alt1,-0.1203001159721566,0.0791838223942049,-0.2753085499562673,0.0342459888014832,-0.1230725527874185,0.0027724368152618,True
std_s18,standard,1,18,1,bayesm,2,Alt2,1.0512249368374544,0.09454495377462,0.8665193289766516,1.2359063072564829,0.8787253453461598,0.1724995914912946,True
std_s18,standard,1,18,1,bayesm,2,Alt3,-0.1950659817504668,0.0713385485435026,-0.3342775273154024,-0.0551158479262181,-0.3184245449974472,0.1233585632469804,True
std_s18,standard,1,18,1,bayesm,2,Price,0.3772273397609598,0.0735738150396111,0.2357084742029404,0.521945536322198,0.375348908294663,0.0018784314662967,True
std_s19,standard,1,19,1,bayesm,2,Alt1,0.3665991524416491,0.080755610745626,0.207991103696544,0.5254289254515214,0.3737535608185117,0.0071544083768625,True
std_s19,standard,1,19,1,bayesm,2,Alt2,-0.2158166189940283,0.0835610400831664,-0.3806552321133336,-0.0532017846273459,-0.1736479347370125,0.0421686842570157,True
std_s19,standard,1,19,1,bayesm,2,Alt3,0.294643777469916,0.0817490554893994,0.1336566028354272,0.4541914292769176,0.2820523056148968,0.0125914718550191,True
std_s19,standard,1,19,1,bayesm,2,Price,1.7605737085055764,0.0674988508048457,1.6304837615574137,1.8948611728559368,1.8673278092904664,0.10675410078489,True
std_s20,standard,1,20,1,bayesm,2,Alt1,2.399813196260097,0.0702392090714955,2.264338712935251,2.540668744991567,2.344198740830126,0.0556144554299713,True
std_s20,standard,1,20,1,bayesm,2,Alt2,0.4410970649361914,0.0889592905400728,0.2639308828010364,0.6131499858002034,0.4587140769470132,0.0176170120108218,True
std_s20,standard,1,20,1,bayesm,2,Alt3,-2.528523179220844,0.1692579591787908,-2.879460722679517,-2.2190390702013145,-2.76633448600408,0.2378113067832363,True
std_s20,standard,1,20,1,bayesm,2,Price,0.1710008908006317,0.0609118536610237,0.0516967289636415,0.2921066769302183,0.205854379037,0.0348534882363683,True
std_s21,standard,1,21,1,bayesm,2,Alt1,0.7175686328379638,0.0944540753192221,0.5349947199563316,0.9027434548992166,0.6893758942370033,0.0281927386009605,True
std_s21,standard,1,21,1,bayesm,2,Alt2,0.3684373582116895,0.0679001240287554,0.2357327083133543,0.5026613263865727,0.3866807336134858,0.0182433754017962,True
std_s21,standard,1,21,1,bayesm,2,Alt3,-1.360295041596866,0.0906792273519426,-1.5414925778238295,-1.1865592178086457,-1.3410300168109683,0.0192650247858976,True
std_s21,standard,1,21,1,bayesm,2,Price,-1.0700385414402576,0.0649755305612831,-1.1991478968585283,-0.9444508421573962,-1.0995917029751912,0.0295531615349335,True
std_s22,standard,1,22,1,bayesm,2,Alt1,-0.8676747400894878,0.0777370558437088,-1.0213823640241395,-0.7166495726217309,-0.828574450232491,0.0391002898569967,True
std_s22,standard,1,22,1,bayesm,2,Alt2,-0.6286069815047178,0.0766390878301599,-0.7808483611513866,-0.4783500557983244,-0.4781974949200445,0.1504094865846733,False
std_s22,standard,1,22,1,bayesm,2,Alt3,-1.0829359717903269,0.0703818228276736,-1.226210127800735,-0.9483547166927248,-1.166827800793058,0.0838918290027312,True
std_s22,standard,1,22,1,bayesm,2,Price,2.1718453565152607,0.0631852872033457,2.050810539941941,2.297477010478254,2.2416371273717965,0.0697917708565358,True
std_s23,standard,1,23,1,bayesm,2,Alt1,-1.4492447318635506,0.0686497729935358,-1.585175133802597,-1.3151700077491473,-1.4207464835417227,0.0284982483218279,True
std_s23,standard,1,23,1,bayesm,2,Alt2,0.0391585458976117,0.075817708737778,-0.110761645883574,0.1867475597732231,0.0405427710765826,0.0013842251789709,True
std_s23,standard,1,23,1,bayesm,2,Alt3,-2.498947391437399,0.0789648959732578,-2.657434088095689,-2.346786585527875,-2.507556062267408,0.0086086708300086,True
std_s23,standard,1,23,1,bayesm,2,Price,1.173427585425128,0.0861365737390337,1.0062967928183602,1.345973211310853,1.1279984435269248,0.0454291418982031,True
std_s24,standard,1,24,1,bayesm,2,Alt1,-1.6810802378022294,0.0954343714753152,-1.8718936950722465,-1.49598800241904,-1.6051352172938589,0.0759450205083707,True
std_s24,standard,1,24,1,bayesm,2,Alt2,-2.077016440743759,0.0946843125333454,-2.266316377237211,-1.894445560080517,-2.136073498678055,0.0590570579342961,True
std_s24,standard,1,24,1,bayesm,2,Alt3,1.329917340394872,0.0908651516732981,1.1544036151312975,1.5101516051767228,1.4726189254735986,0.1427015850787265,True
std_s24,standard,1,24,1,bayesm,2,Price,2.2436933506768844,0.0862437441649337,2.077344839879385,2.4146433764944075,2.2054298538987345,0.0382634967781498,True
std_s25,standard,1,25,1,bayesm,2,Alt1,0.4498668625145521,0.0715997249709565,0.3098321288577038,0.5912932185475738,0.4059057292753119,0.0439611332392401,True
std_s25,standard,1,25,1,bayesm,2,Alt2,-0.9177603715234356,0.0787390467954962,-1.078514622944489,-0.76749318246792,-0.9789192753051088,0.0611589037816733,True
std_s25,standard,1,25,1,bayesm,2,Alt3,1.1826629472333627,0.0630925272596116,1.058981352011355,1.307848267544735,1.2675256545806537,0.0848627073472907,True
std_s25,standard,1,25,1,bayesm,2,Price,0.1706294839772921,0.070075275076056,0.0333087362156491,0.3073827085124747,0.1452497735457982,0.0253797104314939,True
std_s26,standard,1,26,1,bayesm,2,Alt1,-0.0398884159552392,0.0898735653158557,-0.2157304119411636,0.1357406398539841,0.1126099630935524,0.1524983790487917,True
std_s26,standard,1,26,1,bayesm,2,Alt2,-0.3288155175601759,0.0851543721669228,-0.4996555641644581,-0.1649924960660819,-0.3627162028629204,0.0339006853027444,True
std_s26,standard,1,26,1,bayesm,2,Alt3,1.3685819884610937,0.0610122451637762,1.2504954624316622,1.4890720214852478,1.4032711453777458,0.034689156916652,True
std_s26,standard,1,26,1,bayesm,2,Price,1.373611211589204,0.0534454077974131,1.270368238771061,1.4796694411320357,1.3711638941777138,0.00244731741149,True
std_s27,standard,1,27,1,bayesm,2,Alt1,-0.5160060139880328,0.0930794268360347,-0.7004842965655531,-0.3362722663376885,-0.6706018680747096,0.1545958540866767,True
std_s27,standard,1,27,1,bayesm,2,Alt2,-0.1341376135852288,0.0797938298113878,-0.2905832548546933,0.0219458636765957,-0.0512453233679723,0.0828922902172565,True
std_s27,standard,1,27,1,bayesm,2,Alt3,0.3429203477617182,0.0830662476100036,0.1798395193764147,0.5055139831202712,0.3105840960242785,0.0323362517374397,True
std_s27,standard,1,27,1,bayesm,2,Price,0.214898978413098,0.0544565789641873,0.1083061114152524,0.3220408422547282,0.2643236119608744,0.0494246335477764,True
std_s28,standard,1,28,1,bayesm,2,Alt1,0.0283041775122823,0.0980693829871189,-0.1650687178737912,0.2184145666638543,-0.0210096469612562,0.0493138244735385,True
std_s28,standard,1,28,1,bayesm,2,Alt2,1.6614435662656657,0.0780177523758459,1.5089355998012228,1.8157574577457196,1.6617777971287524,0.0003342308630869,True
std_s28,standard,1,28,1,bayesm,2,Alt3,-1.2618763431050246,0.1148475975143397,-1.4912441998309292,-1.044117638807826,-1.2307517848303429,0.0311245582746817,True
std_s28,standard,1,28,1,bayesm,2,Price,-0.5222238162456105,0.0842444399873158,-0.686786141497304,-0.3561456254244951,-0.5828012827939798,0.0605774665483692,True
std_s29,standard,1,29,1,bayesm,2,Alt1,0.8240327792039589,0.0745330943596727,0.6781521944760259,0.9691121053207902,0.7743990108104553,0.0496337683935036,True
std_s29,standard,1,29,1,bayesm,2,Alt2,1.1365812148596643,0.090895795758138,0.95902290271453,1.3165320637286428,1.0594299841150463,0.0771512307446178,True
std_s29,standard,1,29,1,bayesm,2,Alt3,-1.7921326551285035,0.0992557464694857,-1.9920572603437168,-1.6000732931667043,-1.9397589429622164,0.1476262878337126,True
std_s29,standard,1,29,1,bayesm,2,Price,-0.5909888888799361,0.0617741871734889,-0.7132637898331383,-0.4717684345174705,-0.5857264397109788,0.0052624491689572,True
std_s30,standard,1,30,1,bayesm,2,Alt1,1.192677122141092,0.0916067567150411,1.0127710611709295,1.3718413590297398,1.120763807782743,0.0719133143583488,True
std_s30,standard,1,30,1,bayesm,2,Alt2,1.537559721100791,0.0725325363214074,1.3949246874414565,1.678339683197166,1.64507015189752,0.1075104307967291,True
std_s30,standard,1,30,1,bayesm,2,Alt3,-0.1242865475413257,0.0738349341317559,-0.2678143041810714,0.0191213790548854,-0.2550588797249454,0.1307723321836196,True
std_s30,standard,1,30,1,bayesm,2,Price,1.2766873696244203,0.0544528539124956,1.169541447636317,1.3830746919340884,1.2277835900995204,0.0489037795249001,True
std_s31,standard,1,31,1,bayesm,2,Alt1,-0.2153660236240583,0.063276294741681,-0.3417174048182827,-0.0934523592934947,-0.3664269536746548,0.1510609300505964,False
std_s31,standard,1,31,1,bayesm,2,Alt2,-0.2000407401783993,0.075294821799588,-0.3491004713998134,-0.0543135748581462,-0.1978810602550228,0.0021596799233764,True
std_s31,standard,1,31,1,bayesm,2,Alt3,0.6149822931722397,0.067989144687327,0.482032322325701,0.7484217097371564,0.6256126049106693,0.0106303117384295,True
std_s31,standard,1,31,1,bayesm,2,Price,0.543560906221698,0.080316151118904,0.3862182991114818,0.7003345609673916,0.4290128253817409,0.114548080839957,True
std_s32,standard,1,32,1,bayesm,2,Alt1,0.9232866574133496,0.0661547455558593,0.7927287810600441,1.0515726500677447,0.9283084131667304,0.005021755753381,True
std_s32,standard,1,32,1,bayesm,2,Alt2,-0.8372446284088626,0.0885742471754698,-1.014504837224097,-0.6686190064119462,-0.762516745318332,0.0747278830905305,True
std_s32,standard,1,32,1,bayesm,2,Alt3,-2.3524666857610086,0.1122283608121155,-2.5792863639331367,-2.139446005171888,-2.350952113008088,0.0015145727529204,True
std_s32,standard,1,32,1,bayesm,2,Price,0.3625361909589,0.0647536740571883,0.2380700809411944,0.4902497563678971,0.3584679252483072,0.0040682657105927,True
std_s33,standard,1,33,1,bayesm,2,Alt1,0.674240440436473,0.0626452401291698,0.5503344530569576,0.7981270159266811,0.6066789762048459,0.0675614642316271,True
std_s33,standard,1,33,1,bayesm,2,Alt2,-0.0792931214106631,0.0868414608970359,-0.252549510661032,0.0894857125820125,-0.0333474619643568,0.0459456594463063,True
std_s33,standard,1,33,1,bayesm,2,Alt3,-1.063846548102121,0.0839965230638861,-1.22988130922531,-0.9018591708666,-1.0023847751517665,0.0614617729503548,True
std_s33,standard,1,33,1,bayesm,2,Price,-0.889650607673251,0.0678200907815302,-1.025015789771988,-0.755390829545028,-0.8170932552451686,0.0725573524280823,True
std_s34,standard,1,34,1,bayesm,2,Alt1,0.1252562376395373,0.0789204376929648,-0.0319210175912964,0.2797215242467283,0.1669178274470603,0.0416615898075229,True
std_s34,standard,1,34,1,bayesm,2,Alt2,0.0353432140920213,0.0652358924596391,-0.0918091193735177,0.1619853635929384,0.108551985911251,0.0732087718192296,True
std_s34,standard,1,34,1,bayesm,2,Alt3,1.1118147209391194,0.0729045219469216,0.9699143501096492,1.2554546214517237,1.1954159586230249,0.0836012376839054,True
std_s34,standard,1,34,1,bayesm,2,Price,0.3524457434442927,0.0565259933789679,0.2414918541275285,0.4630950859286046,0.3360070673570613,0.0164386760872314,True
std_s35,standard,1,35,1,bayesm,2,Alt1,0.5092456786846287,0.080359698059985,0.3499563907838411,0.6680625741748933,0.4644106165577796,0.044835062126849,True
std_s35,standard,1,35,1,bayesm,2,Alt2,-1.2833827360928716,0.1059843457089605,-1.493705152128738,-1.078695979673856,-1.3258391668023768,0.0424564307095052,True
std_s35,standard,1,35,1,bayesm,2,Alt3,0.5478687817107222,0.0703529196527709,0.4091524666302608,0.6850132856905833,0.5470860154306102,0.0007827662801119,True
std_s35,standard,1,35,1,bayesm,2,Price,-1.3575778405801409,0.0821419152434562,-1.5195427763860505,-1.1970135215081363,-1.279685049591465,0.0778927909886761,True
std_s36,standard,1,36,1,bayesm,2,Alt1,0.0602352642161477,0.0754301118677695,-0.08776298288433,0.208001078924483,0.0641802082106672,0.0039449439945195,True
std_s36,standard,1,36,1,bayesm,2,Alt2,0.9989265052068848,0.083150851550615,0.8356538398312123,1.1584974492807802,0.9021435677135904,0.0967829374932943,True
std_s36,standard,1,36,1,bayesm,2,Alt3,0.3135582709554355,0.062128689423856,0.1913675117259239,0.4339612018323329,0.3359268974524641,0.0223686264970285,True
std_s36,standard,1,36,1,bayesm,2,Price,-0.4760346725345952,0.0758893462301857,-0.6260402287786365,-0.3298473991468081,-0.5428900423203686,0.0668553697857734,True
std_s37,standard,1,37,1,bayesm,2,Alt1,-1.214032200624157,0.0896822585147411,-1.3924855930323052,-1.0392704915116244,-1.246210496917724,0.032178296293567,True
std_s37,standard,1,37,1,bayesm,2,Alt2,-0.6575521513535523,0.0856006238578309,-0.828427445557147,-0.4903999231851795,-0.6751244900737262,0.0175723387201739,True
std_s37,standard,1,37,1,bayesm,2,Alt3,-1.1144291809429725,0.0766477097835278,-1.2654557759979908,-0.9658951975103608,-1.1150562279992196,0.000627047056247,True
std_s37,standard,1,37,1,bayesm,2,Price,0.0539723268265468,0.083815633964279,-0.1107709652919582,0.2206435466879954,0.008397331680871,0.0455749951456757,True
std_s38,standard,1,38,1,bayesm,2,Alt1,1.4768979149799866,0.0840271193787473,1.3131224670075712,1.640369828541832,1.3934606122078077,0.0834373027721788,True
std_s38,standard,1,38,1,bayesm,2,Alt2,-0.8557524714294544,0.1130200543233765,-1.0804859125676287,-0.6368556440732054,-0.73143317024983,0.1243193011796244,True
std_s38,standard,1,38,1,bayesm,2,Alt3,0.8013003086517164,0.0633774836690043,0.6771330977256329,0.926368850993107,0.7081960777218924,0.093104230929824,True
std_s38,standard,1,38,1,bayesm,2,Price,0.3654619371167287,0.0538178890204011,0.2623917159882363,0.4716258800542148,0.4237662490578855,0.0583043119411568,True
std_s39,standard,1,39,1,bayesm,2,Alt1,0.7686002458042059,0.0907532861690596,0.5910590475968768,0.9455863101515204,0.7648631879701286,0.0037370578340772,True
std_s39,standard,1,39,1,bayesm,2,Alt2,0.4866316144446073,0.1069944140976513,0.273657203265687,0.6956401539000276,0.6492652168370185,0.1626336023924112,True
std_s39,standard,1,39,1,bayesm,2,Alt3,2.046065806729638,0.0829457146072959,1.8876904169179456,2.2107953389431088,2.1808662489524746,0.1348004422228368,True
std_s39,standard,1,39,1,bayesm,2,Price,0.7830560974364528,0.0862569814851152,0.614539811036428,0.9535639665012098,0.9307940568746776,0.1477379594382247,True
std_s40,standard,1,40,1,bayesm,2,Alt1,0.0420727551650522,0.0912985252680181,-0.1347281033781692,0.2230262257467663,0.0014798734852011,0.0405928816798511,True
std_s40,standard,1,40,1,bayesm,2,Alt2,-2.106325091856651,0.1050171481622464,-2.3184802125887924,-1.9029658191713807,-2.1783628312657783,0.0720377394091271,True
std_s40,standard,1,40,1,bayesm,2,Alt3,-0.7348797529519737,0.0859542332953328,-0.9050434417215836,-0.5674037811646352,-0.8923181359043386,0.1574383829523649,True
std_s40,standard,1,40,1,bayesm,2,Price,0.7414715404771983,0.0671247092095494,0.610954436215669,0.8754127942760784,0.5752482740100319,0.1662232664671664,False
std_s41,standard,1,41,1,bayesm,2,Alt1,-2.21070507468426,0.1027195551044873,-2.419442799943116,-2.016718947934842,-2.1088347595501893,0.1018703151340703,True
std_s41,standard,1,41,1,bayesm,2,Alt2,0.6965798216762993,0.0724155162073899,0.5551713551100231,0.8397136086677868,0.6810496619601234,0.0155301597161758,True
std_s41,standard,1,41,1,bayesm,2,Alt3,0.1694834739640533,0.0962982636737868,-0.0178195364992843,0.35932339822778,0.0125937077136803,0.156889766250373,True
std_s41,standard,1,41,1,bayesm,2,Price,-1.380332471237699,0.0675202116036404,-1.5152833531468153,-1.2486899419683235,-1.3173006414996764,0.0630318297380225,True
