param,sampler,metric,min,q1,mean,median,q3,max,n_sim
Alt1,bayesm,Hellinger,0.0428,0.08382,0.1318,0.11169,0.14659,0.39314,100.0
Alt1,Replication,Hellinger,0.04793,0.086,0.13455,0.11258,0.1442,0.43044,100.0
Alt1,NUTS,Hellinger,0.04421,0.0995,0.16041,0.13274,0.17972,0.53887,100.0
Alt1,HMC,Hellinger,0.04737,0.09514,0.16023,0.13604,0.18186,0.52474,100.0
Alt1,bayesm,KL,0.01948,0.10447,0.58861,0.17256,0.3654,5.70668,100.0
Alt1,Replication,KL,0.02517,0.09459,0.85259,0.192,0.42264,15.44179,100.0
Alt1,NUTS,KL,0.05072,0.29262,inf,0.47662,1.78241,inf,100.0
Alt1,HMC,KL,0.04275,0.21702,inf,0.35142,0.83441,inf,100.0
Alt1,bayesm,JSD,0.00163,0.00604,0.02007,0.01096,0.01791,0.12414,100.0
Alt1,Replication,JSD,0.00202,0.00665,0.02084,0.0111,0.01863,0.14698,100.0
Alt1,NUTS,JSD,0.00176,0.00879,0.02917,0.01638,0.02911,0.21807,100.0
Alt1,HMC,JSD,0.00199,0.00839,0.02982,0.01684,0.02962,0.20756,100.0
Alt1,bayesm,TVD,0.0258,0.06838,0.10626,0.09166,0.12459,0.32875,100.0
Alt1,Replication,TVD,0.02697,0.06901,0.1079,0.09301,0.12387,0.34781,100.0
Alt1,NUTS,TVD,0.02876,0.07889,0.13018,0.11727,0.15251,0.38569,100.0
Alt1,HMC,TVD,0.02935,0.0788,0.13132,0.11484,0.1497,0.3662,100.0
Alt2,bayesm,Hellinger,0.04177,0.08272,0.12763,0.10616,0.14703,0.44025,100.0
Alt2,Replication,Hellinger,0.04088,0.08518,0.1279,0.1096,0.14756,0.34625,100.0
Alt2,NUTS,Hellinger,0.05371,0.09831,0.14836,0.12398,0.17919,0.49465,100.0
Alt2,HMC,Hellinger,0.04536,0.09362,0.14223,0.12252,0.16779,0.50292,100.0
Alt2,bayesm,KL,0.01479,0.08692,0.49291,0.17476,0.30919,13.44515,100.0
Alt2,Replication,KL,0.01433,0.09451,0.40338,0.17666,0.38431,7.05855,100.0
Alt2,NUTS,KL,0.03222,0.17327,inf,0.336,0.77857,inf,100.0
Alt2,HMC,KL,0.02925,0.15077,inf,0.23708,0.48976,inf,100.0
Alt2,bayesm,JSD,0.00154,0.00611,0.01814,0.00999,0.01951,0.15328,100.0
Alt2,Replication,JSD,0.00149,0.00648,0.01744,0.01062,0.01952,0.09832,100.0
Alt2,NUTS,JSD,0.00255,0.00885,0.02443,0.0134,0.02884,0.19102,100.0
Alt2,HMC,JSD,0.00184,0.00815,0.02249,0.01389,0.02557,0.19743,100.0
Alt2,bayesm,TVD,0.027,0.06766,0.10685,0.09458,0.12736,0.33728,100.0
Alt2,Replication,TVD,0.02695,0.06845,0.10596,0.09538,0.12652,0.26713,100.0
Alt2,NUTS,TVD,0.03258,0.07902,0.12374,0.10485,0.15508,0.38117,100.0
Alt2,HMC,TVD,0.02734,0.07764,0.12074,0.10747,0.15045,0.40175,100.0
Alt3,bayesm,Hellinger,0.0545,0.08445,0.13652,0.10932,0.15792,0.44417,100.0
Alt3,Replication,Hellinger,0.05194,0.0858,0.13897,0.11106,0.16395,0.44904,100.0
Alt3,NUTS,Hellinger,0.05274,0.08709,0.14958,0.1139,0.18379,0.488,100.0
Alt3,HMC,Hellinger,0.05014,0.08513,0.14834,0.1127,0.18759,0.43714,100.0
Alt3,bayesm,KL,0.01947,0.08961,0.66912,0.15798,0.41543,18.27451,100.0
Alt3,Replication,KL,0.02398,0.09782,inf,0.1873,0.42396,inf,100.0
Alt3,NUTS,KL,0.02166,0.11988,inf,0.20046,0.55163,inf,100.0
Alt3,HMC,KL,0.0269,0.10794,inf,0.1842,0.40639,inf,100.0
Alt3,bayesm,JSD,0.00272,0.00656,0.02155,0.0112,0.02218,0.15414,100.0
Alt3,Replication,JSD,0.00245,0.00642,0.02271,0.01106,0.02446,0.16167,100.0
Alt3,NUTS,JSD,0.00228,0.0071,0.02676,0.01156,0.03042,0.18704,100.0
Alt3,HMC,JSD,0.00219,0.0066,0.02635,0.01163,0.03118,0.15433,100.0
Alt3,bayesm,TVD,0.0324,0.06913,0.11345,0.09345,0.13055,0.34345,100.0
Alt3,Replication,TVD,0.03085,0.07295,0.1157,0.09287,0.13653,0.42643,100.0
Alt3,NUTS,TVD,0.02278,0.07294,0.1258,0.09979,0.15129,0.41848,100.0
Alt3,HMC,TVD,0.02489,0.06989,0.12753,0.10208,0.15562,0.43146,100.0
Price,bayesm,Hellinger,0.03191,0.07214,0.09356,0.0878,0.11158,0.19771,100.0
Price,Replication,Hellinger,0.03765,0.0727,0.09374,0.08814,0.11675,0.20236,100.0
Price,NUTS,Hellinger,0.0428,0.07357,0.10373,0.08972,0.1233,0.32234,100.0
Price,HMC,Hellinger,0.03525,0.07388,0.09783,0.09032,0.11413,0.23332,100.0
Price,bayesm,KL,0.00745,0.06106,0.13765,0.10273,0.1621,0.76041,100.0
Price,Replication,KL,0.0099,0.06177,0.14419,0.09079,0.18592,0.93735,100.0
Price,NUTS,KL,0.01984,0.06968,0.236,0.13022,0.21278,4.03495,100.0
Price,HMC,KL,0.00757,0.06985,0.14006,0.11094,0.16361,0.61704,100.0
Price,bayesm,JSD,0.00094,0.00473,0.00883,0.00717,0.01158,0.03526,100.0
Price,Replication,JSD,0.00131,0.00464,0.0089,0.00712,0.0123,0.03689,100.0
Price,NUTS,JSD,0.00163,0.005,0.01162,0.0076,0.01409,0.08419,100.0
Price,HMC,JSD,0.00119,0.00514,0.01002,0.0076,0.01238,0.04818,100.0
Price,bayesm,TVD,0.02715,0.05601,0.07845,0.07755,0.09388,0.17921,100.0
Price,Replication,TVD,0.03002,0.05728,0.07916,0.07845,0.09727,0.18237,100.0
Price,NUTS,TVD,0.0307,0.06279,0.08661,0.0824,0.09684,0.28241,100.0
