param,sampler,metric,min,q1,mean,median,q3,max,n_sim
Alt1,bayesm,Hellinger,0.0663,0.08705,0.13263,0.10938,0.14777,0.43362,100.0
Alt1,Replication,Hellinger,0.06483,0.08789,0.13221,0.10808,0.14431,0.49588,100.0
Alt1,NUTS,Hellinger,0.03568,0.08282,0.13953,0.11518,0.16515,0.61385,100.0
Alt1,HMC,Hellinger,0.0289,0.0883,0.14575,0.11406,0.17608,0.52455,100.0
Alt1,bayesm,KL,0.48754,,inf,inf,,inf,100.0
Alt1,Replication,KL,0.82646,,inf,inf,,inf,100.0
Alt1,NUTS,KL,0.25904,1.05075,inf,2.08479,,inf,100.0
Alt1,HMC,KL,0.20283,1.17684,inf,inf,,inf,100.0
Alt1,bayesm,JSD,0.00331,0.00626,0.01912,0.01044,0.01936,0.1558,100.0
Alt1,Replication,JSD,0.00312,0.00639,0.01923,0.01015,0.01841,0.19655,100.0
Alt1,NUTS,JSD,0.0009,0.00538,0.02418,0.01126,0.02417,0.29294,100.0
Alt1,HMC,JSD,0.00058,0.00651,0.02469,0.01144,0.0278,0.23273,100.0
Alt1,bayesm,TVD,0.02868,0.0565,0.10054,0.08549,0.12086,0.36741,100.0
Alt1,Replication,TVD,0.02652,0.05315,0.10104,0.08578,0.11802,0.41916,100.0
Alt1,NUTS,TVD,0.0026,0.03364,0.09829,0.06004,0.13057,0.62848,100.0
Alt1,HMC,TVD,0.00167,0.05781,0.11553,0.08944,0.14479,0.5827,100.0
Alt2,bayesm,Hellinger,0.06496,0.09151,0.13571,0.1118,0.156,0.40344,100.0
Alt2,Replication,Hellinger,0.06382,0.09248,0.13544,0.11052,0.15615,0.47287,100.0
Alt2,NUTS,Hellinger,0.04498,0.0866,0.14117,0.1084,0.1853,0.38945,100.0
Alt2,HMC,Hellinger,0.064,0.08863,0.13982,0.11132,0.17188,0.37342,100.0
Alt2,bayesm,KL,0.56352,,inf,inf,,inf,100.0
Alt2,Replication,KL,0.61793,,inf,inf,,inf,100.0
Alt2,NUTS,KL,0.24808,1.3443,inf,inf,,inf,100.0
Alt2,HMC,KL,0.32197,1.79287,inf,inf,,inf,100.0
Alt2,bayesm,JSD,0.0032,0.00679,0.01918,0.01072,0.0214,0.13885,100.0
Alt2,Replication,JSD,0.00312,0.00702,0.01958,0.01016,0.02107,0.18021,100.0
Alt2,NUTS,JSD,0.0014,0.00612,0.02242,0.01049,0.029,0.12078,100.0
Alt2,HMC,JSD,0.00299,0.00643,0.02148,0.01071,0.02582,0.11582,100.0
Alt2,bayesm,TVD,0.02656,0.05782,0.10238,0.08306,0.12553,0.34879,100.0
Alt2,Replication,TVD,0.02565,0.05912,0.10214,0.086,0.12256,0.39449,100.0
Alt2,NUTS,TVD,0.00404,0.05454,0.10979,0.08781,0.15421,0.33363,100.0
Alt2,HMC,TVD,0.0195,0.05634,0.10923,0.09046,0.13648,0.33282,100.0
Alt3,bayesm,Hellinger,0.06833,0.09246,0.13992,0.11578,0.15726,0.41453,100.0
Alt3,Replication,Hellinger,0.06403,0.09258,0.1379,0.11225,0.15034,0.43372,100.0
Alt3,NUTS,Hellinger,0.04507,0.08629,0.13778,0.11454,0.1534,0.55828,100.0
Alt3,HMC,Hellinger,0.05772,0.08982,0.13563,0.11312,0.15084,0.43753,100.0
Alt3,bayesm,KL,0.62766,,inf,inf,,inf,100.0
Alt3,Replication,KL,inf,,inf,inf,,inf,100.0
Alt3,NUTS,KL,0.13783,,inf,inf,,inf,100.0
Alt3,HMC,KL,0.62709,,inf,inf,,inf,100.0
Alt3,bayesm,JSD,0.00357,0.00714,0.02096,0.01178,0.02148,0.14412,100.0
Alt3,Replication,JSD,0.00316,0.00698,0.0207,0.01086,0.01985,0.15427,100.0
Alt3,NUTS,JSD,0.00171,0.00628,0.02257,0.01133,0.02045,0.24351,100.0
Alt3,HMC,JSD,0.00262,0.00689,0.02044,0.01125,0.02096,0.16162,100.0
Alt3,bayesm,TVD,0.02728,0.06097,0.10835,0.09106,0.1334,0.39078,100.0
Alt3,Replication,TVD,0.02606,0.06113,0.10652,0.08558,0.11898,0.40913,100.0
Alt3,NUTS,TVD,0.0127,0.06292,0.11045,0.08771,0.12881,0.50093,100.0
Alt3,HMC,TVD,0.02785,0.06635,0.1111,0.0929,0.13046,0.453,100.0
Price,bayesm,Hellinger,0.0584,0.08102,0.10501,0.09927,0.11544,0.2632,100.0
Price,Replication,Hellinger,0.05678,0.08118,0.10592,0.09784,0.11796,0.27851,100.0
Price,NUTS,Hellinger,0.05316,0.07764,0.10711,0.0943,0.12645,0.30319,100.0
Price,HMC,Hellinger,0.05102,0.08074,0.10642,0.09414,0.12107,0.30348,100.0
Price,bayesm,KL,0.61318,,inf,inf,,inf,100.0
Price,Replication,KL,0.50127,,inf,inf,,inf,100.0
Price,NUTS,KL,0.4041,,inf,inf,,inf,100.0
Price,HMC,KL,0.56451,,inf,inf,,inf,100.0
Price,bayesm,JSD,0.00261,0.00538,0.01064,0.00829,0.01202,0.05894,100.0
Price,Replication,JSD,0.00249,0.00554,0.01071,0.00818,0.0126,0.06538,100.0
Price,NUTS,JSD,0.00221,0.00514,0.01182,0.00808,0.01404,0.07769,100.0
Price,HMC,JSD,0.00203,0.00529,0.01154,0.00754,0.01351,0.07776,100.0
Price,bayesm,TVD,0.02012,0.05453,0.07859,0.07317,0.0981,0.20785,100.0
Price,Replication,TVD,0.02319,0.05295,0.07856,0.07186,0.09796,0.2167,100.0
Price,NUTS,TVD,0.0204,0.0533,0.08315,0.07172,0.10707,0.24785,100.0
Price,HMC,TVD,0.02053,0.05505,0.08305,0.07245,0.10307,0.22936,100.0
