param,sampler,metric,min,q1,mean,median,q3,max,n_sim
Alt1,bayesm,Hellinger,0.0693,0.07326,0.10417,0.10452,0.12113,0.15264,5.0
Alt1,Replication,Hellinger,0.06784,0.07453,0.10039,0.08497,0.12061,0.15401,5.0
Alt1,NUTS,Hellinger,0.08504,0.09609,0.13782,0.13054,0.15137,0.22607,5.0
Alt1,HMC,Hellinger,0.07056,0.08652,0.12172,0.11313,0.15847,0.17993,5.0
Alt1,bayesm,KL,0.11839,0.14088,0.30537,0.16241,0.30131,0.80387,5.0
Alt1,Replication,KL,0.06339,0.10685,0.25372,0.19685,0.26409,0.63741,5.0
Alt1,NUTS,KL,0.36636,0.50027,0.62991,0.69156,0.71664,0.8747,5.0
Alt1,HMC,KL,0.07955,0.51909,0.52505,0.59983,0.6398,0.787,5.0
Alt1,bayesm,JSD,0.00392,0.00451,0.01026,0.00944,0.01259,0.02082,5.0
Alt1,Replication,JSD,0.0041,0.0046,0.0098,0.00646,0.01254,0.02128,5.0
Alt1,NUTS,JSD,0.00619,0.00844,0.0189,0.01541,0.02002,0.04445,5.0
Alt1,HMC,JSD,0.00422,0.00709,0.01483,0.01156,0.02195,0.02933,5.0
Alt1,bayesm,TVD,0.03524,0.05592,0.07789,0.07665,0.0795,0.14213,5.0
Alt1,Replication,TVD,0.04603,0.05526,0.08012,0.07275,0.08348,0.14309,5.0
Alt1,NUTS,TVD,0.0687,0.07642,0.10863,0.10775,0.11372,0.17654,5.0
Alt1,HMC,TVD,0.05646,0.07043,0.10406,0.09389,0.12974,0.1698,5.0
Alt1,bayesm,Wasserstein1,0.14429,0.17174,0.32659,0.36654,0.39666,0.55372,5.0
Alt1,Replication,Wasserstein1,0.15716,0.18547,0.31899,0.34292,0.35231,0.55709,5.0
Alt1,NUTS,Wasserstein1,0.262,0.26767,0.45131,0.42965,0.59935,0.69788,5.0
Alt1,HMC,Wasserstein1,0.15738,0.22562,0.40027,0.45778,0.48906,0.6715,5.0
Alt2,bayesm,Hellinger,0.06846,0.07793,0.08576,0.08629,0.09379,0.10233,5.0
Alt2,Replication,Hellinger,0.06481,0.06665,0.08014,0.08114,0.09141,0.09668,5.0
Alt2,NUTS,Hellinger,0.06089,0.06299,0.08053,0.06958,0.10017,0.10902,5.0
Alt2,HMC,Hellinger,0.0513,0.06107,0.07713,0.07414,0.07691,0.12225,5.0
Alt2,bayesm,KL,0.03336,0.14035,0.18053,0.22781,0.24531,0.25584,5.0
Alt2,Replication,KL,0.02907,0.0978,0.10553,0.12764,0.13221,0.14094,5.0
Alt2,NUTS,KL,0.03498,0.08801,0.30153,0.17666,0.33158,0.87643,5.0
Alt2,HMC,KL,0.05732,0.09008,0.17999,0.16059,0.20185,0.3901,5.0
Alt2,bayesm,JSD,0.00437,0.00517,0.00651,0.00601,0.00785,0.00914,5.0
Alt2,Replication,JSD,0.00377,0.00399,0.00584,0.00552,0.00748,0.00846,5.0
Alt2,NUTS,JSD,0.00312,0.00382,0.00622,0.00445,0.00899,0.0107,5.0
Alt2,HMC,JSD,0.00221,0.00342,0.00588,0.00485,0.00561,0.01332,5.0
Alt2,bayesm,TVD,0.04854,0.05848,0.06751,0.06483,0.07647,0.08924,5.0
Alt2,Replication,TVD,0.04309,0.05508,0.06521,0.06497,0.07479,0.0881,5.0
Alt2,NUTS,TVD,0.03842,0.0584,0.06911,0.06468,0.09124,0.09281,5.0
Alt2,HMC,TVD,0.02734,0.05225,0.05967,0.05597,0.0655,0.09727,5.0
