param,sampler,metric,min,q1,mean,median,q3,max,n_sim
Alt2,bayesm,Wasserstein1,0.18449,0.19565,0.24989,0.24261,0.27175,0.35495,5.0
Alt2,Replication,Wasserstein1,0.14046,0.19689,0.23365,0.23128,0.24951,0.35012,5.0
Alt2,NUTS,Wasserstein1,0.19543,0.2769,0.28827,0.28727,0.29117,0.39058,5.0
Alt2,HMC,Wasserstein1,0.14011,0.18338,0.22797,0.18413,0.30218,0.33007,5.0
Alt3,bayesm,Hellinger,0.07954,0.10912,0.13347,0.11329,0.1574,0.20802,5.0
Alt3,Replication,Hellinger,0.07648,0.09013,0.127,0.09977,0.16093,0.2077,5.0
Alt3,NUTS,Hellinger,0.07996,0.09773,0.13075,0.1068,0.158,0.21127,5.0
Alt3,HMC,Hellinger,0.0783,0.10514,0.13291,0.10636,0.1471,0.22764,5.0
Alt3,bayesm,KL,0.07391,0.11451,0.28905,0.21971,0.24256,0.79454,5.0
Alt3,Replication,KL,0.04526,0.05177,0.31307,0.05272,0.3603,1.05529,5.0
Alt3,NUTS,KL,0.06286,0.13344,0.27818,0.21329,0.44989,0.53142,5.0
Alt3,HMC,KL,0.04236,0.10828,0.26795,0.25479,0.30931,0.62503,5.0
Alt3,bayesm,JSD,0.0057,0.01103,0.01781,0.01115,0.023,0.03817,5.0
Alt3,Replication,JSD,0.00544,0.00777,0.01699,0.00963,0.02403,0.03809,5.0
Alt3,NUTS,JSD,0.00596,0.00884,0.01784,0.01079,0.02354,0.04008,5.0
Alt3,HMC,JSD,0.00588,0.01023,0.01874,0.01083,0.02048,0.04626,5.0
Alt3,bayesm,TVD,0.06592,0.08206,0.12115,0.10238,0.16637,0.18901,5.0
Alt3,Replication,TVD,0.06735,0.07374,0.12066,0.10037,0.17035,0.19147,5.0
Alt3,NUTS,TVD,0.06727,0.07773,0.12388,0.10633,0.17371,0.19438,5.0
Alt3,HMC,TVD,0.07049,0.08932,0.12817,0.11574,0.15061,0.21467,5.0
Alt3,bayesm,Wasserstein1,0.20043,0.29912,0.33821,0.31913,0.38421,0.48818,5.0
Alt3,Replication,Wasserstein1,0.18612,0.29343,0.33256,0.32646,0.33805,0.51876,5.0
Alt3,NUTS,Wasserstein1,0.18199,0.32323,0.34724,0.36041,0.36976,0.50079,5.0
Alt3,HMC,Wasserstein1,0.1922,0.30005,0.3446,0.34849,0.37008,0.51217,5.0
Price,bayesm,Hellinger,0.06964,0.07721,0.08334,0.07763,0.09188,0.10036,5.0
Price,Replication,Hellinger,0.06348,0.07813,0.08266,0.08566,0.09129,0.09474,5.0
Price,NUTS,Hellinger,0.05476,0.0645,0.10738,0.08393,0.1027,0.231,5.0
Price,HMC,Hellinger,0.05534,0.06376,0.07517,0.0691,0.0877,0.09994,5.0
Price,bayesm,KL,0.04097,0.0575,0.08666,0.06178,0.10658,0.16646,5.0
Price,Replication,KL,0.05045,0.07015,0.08378,0.07505,0.10163,0.12161,5.0
Price,NUTS,KL,0.05797,0.06216,0.19296,0.06391,0.10973,0.67101,5.0
Price,HMC,KL,0.05038,0.05717,0.08592,0.06566,0.12556,0.13083,5.0
Price,bayesm,JSD,0.00461,0.0051,0.00652,0.00553,0.00827,0.00908,5.0
Price,Replication,JSD,0.00355,0.00563,0.00643,0.00644,0.00785,0.00866,5.0
Price,NUTS,JSD,0.00281,0.00377,0.01378,0.00669,0.00977,0.04588,5.0
Price,HMC,JSD,0.0027,0.00391,0.00553,0.00405,0.00742,0.00959,5.0
Price,bayesm,TVD,0.05023,0.06733,0.07785,0.06896,0.10064,0.10207,5.0
Price,Replication,TVD,0.04613,0.06973,0.07782,0.07203,0.09983,0.10137,5.0
Price,NUTS,TVD,0.04955,0.06112,0.09336,0.08796,0.09076,0.17739,5.0
Price,HMC,TVD,0.04018,0.04705,0.07338,0.07005,0.0947,0.11491,5.0
Price,bayesm,Wasserstein1,0.13258,0.20495,0.28784,0.25541,0.29246,0.55381,5.0
Price,Replication,Wasserstein1,0.11348,0.22506,0.2845,0.2752,0.29837,0.51041,5.0
Price,NUTS,Wasserstein1,0.11535,0.17914,0.32928,0.26626,0.33968,0.74598,5.0
Price,HMC,Wasserstein1,0.10621,0.12883,0.26629,0.21867,0.24438,0.63334,5.0
