k_true,param,sampler,metric,min,q1,mean,median,q3,max,n_sim
2,Alt3,HMC,KL,0.10059,0.10598,0.2055,0.12034,0.19544,0.50517,5.0
2,Alt3,bayesm,JSD,0.00263,0.00356,0.01231,0.00689,0.00779,0.0407,5.0
2,Alt3,Replication,JSD,0.0032,0.00424,0.01301,0.00743,0.00757,0.0426,5.0
2,Alt3,NUTS,JSD,0.00136,0.00275,0.01744,0.00414,0.02548,0.04683,3.0
2,Alt3,HMC,JSD,0.00245,0.00317,0.01273,0.00542,0.00675,0.04587,5.0
2,Alt3,bayesm,TVD,0.02377,0.05205,0.07855,0.06536,0.07731,0.17424,5.0
2,Alt3,Replication,TVD,0.02592,0.05379,0.08046,0.06618,0.07599,0.18041,5.0
2,Alt3,NUTS,TVD,0.02376,0.04642,0.08934,0.06908,0.12214,0.17519,3.0
2,Alt3,HMC,TVD,0.02986,0.04215,0.07962,0.06458,0.07708,0.18445,5.0
2,Alt3,bayesm,Wasserstein1,0.08644,0.11978,0.23773,0.18996,0.37695,0.41551,5.0
2,Alt3,Replication,Wasserstein1,0.09843,0.12311,0.24325,0.19396,0.37394,0.42683,5.0
2,Alt3,NUTS,Wasserstein1,0.05046,0.11618,0.21148,0.18189,0.292,0.4021,3.0
2,Alt3,HMC,Wasserstein1,0.1057,0.10616,0.24397,0.14974,0.42306,0.43521,5.0
2,Price,bayesm,Hellinger,0.06191,0.0638,0.08107,0.08553,0.08971,0.10441,5.0
2,Price,Replication,Hellinger,0.06084,0.06104,0.07705,0.0755,0.08277,0.10511,5.0
2,Price,NUTS,Hellinger,0.05476,0.06147,0.07268,0.06818,0.08164,0.09509,3.0
2,Price,HMC,Hellinger,0.04868,0.0499,0.07159,0.07112,0.08294,0.10531,5.0
2,Price,bayesm,KL,0.06948,0.12743,0.18955,0.20366,0.21695,0.33025,5.0
2,Price,Replication,KL,0.06785,0.11486,0.14687,0.11802,0.14555,0.28807,5.0
2,Price,NUTS,KL,0.02162,0.02402,0.05389,0.02643,0.07002,0.11361,3.0
2,Price,HMC,KL,0.07144,0.09536,0.13962,0.11945,0.17045,0.24138,5.0
2,Price,bayesm,JSD,0.00293,0.00323,0.00587,0.00659,0.00691,0.00969,5.0
2,Price,Replication,JSD,0.00292,0.00293,0.00545,0.00493,0.00645,0.01003,5.0
2,Price,NUTS,JSD,0.00289,0.00374,0.00537,0.0046,0.00662,0.00863,3.0
2,Price,HMC,JSD,0.00191,0.00203,0.00505,0.00436,0.00654,0.01043,5.0
2,Price,bayesm,TVD,0.03541,0.03596,0.06016,0.05983,0.08216,0.08743,5.0
2,Price,Replication,TVD,0.03456,0.03703,0.06081,0.06177,0.08014,0.09057,5.0
2,Price,NUTS,TVD,0.05365,0.06114,0.06681,0.06863,0.07339,0.07816,3.0
2,Price,HMC,TVD,0.03012,0.0334,0.06074,0.05626,0.08342,0.10048,5.0
2,Price,bayesm,Wasserstein1,0.05584,0.13977,0.25141,0.18842,0.39323,0.47981,5.0
2,Price,Replication,Wasserstein1,0.05561,0.1301,0.24014,0.16559,0.38818,0.46124,5.0
2,Price,NUTS,Wasserstein1,0.1369,0.19036,0.2315,0.24382,0.2788,0.31378,3.0
2,Price,HMC,Wasserstein1,0.04775,0.10841,0.26708,0.16926,0.44466,0.56531,5.0
3,Alt1,bayesm,Hellinger,0.0693,0.07326,0.10417,0.10452,0.12113,0.15264,5.0
3,Alt1,Replication,Hellinger,0.06784,0.07453,0.10039,0.08497,0.12061,0.15401,5.0
3,Alt1,NUTS,Hellinger,0.08504,0.09609,0.13782,0.13054,0.15137,0.22607,5.0
3,Alt1,HMC,Hellinger,0.07056,0.08652,0.12172,0.11313,0.15847,0.17993,5.0
3,Alt1,bayesm,KL,0.11839,0.14088,0.30537,0.16241,0.30131,0.80387,5.0
3,Alt1,Replication,KL,0.06339,0.10685,0.25372,0.19685,0.26409,0.63741,5.0
3,Alt1,NUTS,KL,0.36636,0.50027,0.62991,0.69156,0.71664,0.8747,5.0
3,Alt1,HMC,KL,0.07955,0.51909,0.52505,0.59983,0.6398,0.787,5.0
3,Alt1,bayesm,JSD,0.00392,0.00451,0.01026,0.00944,0.01259,0.02082,5.0
3,Alt1,Replication,JSD,0.0041,0.0046,0.0098,0.00646,0.01254,0.02128,5.0
3,Alt1,NUTS,JSD,0.00619,0.00844,0.0189,0.01541,0.02002,0.04445,5.0
3,Alt1,HMC,JSD,0.00422,0.00709,0.01483,0.01156,0.02195,0.02933,5.0
3,Alt1,bayesm,TVD,0.03524,0.05592,0.07789,0.07665,0.0795,0.14213,5.0
3,Alt1,Replication,TVD,0.04603,0.05526,0.08012,0.07275,0.08348,0.14309,5.0
3,Alt1,NUTS,TVD,0.0687,0.07642,0.10863,0.10775,0.11372,0.17654,5.0
3,Alt1,HMC,TVD,0.05646,0.07043,0.10406,0.09389,0.12974,0.1698,5.0
3,Alt1,bayesm,Wasserstein1,0.14429,0.17174,0.32659,0.36654,0.39666,0.55372,5.0
3,Alt1,Replication,Wasserstein1,0.15716,0.18547,0.31899,0.34292,0.35231,0.55709,5.0
3,Alt1,NUTS,Wasserstein1,0.262,0.26767,0.45131,0.42965,0.59935,0.69788,5.0
3,Alt1,HMC,Wasserstein1,0.15738,0.22562,0.40027,0.45778,0.48906,0.6715,5.0
3,Alt2,bayesm,Hellinger,0.06846,0.07793,0.08576,0.08629,0.09379,0.10233,5.0
3,Alt2,Replication,Hellinger,0.06481,0.06665,0.08014,0.08114,0.09141,0.09668,5.0
3,Alt2,NUTS,Hellinger,0.06089,0.06299,0.08053,0.06958,0.10017,0.10902,5.0
3,Alt2,HMC,Hellinger,0.0513,0.06107,0.07713,0.07414,0.07691,0.12225,5.0
3,Alt2,bayesm,KL,0.03336,0.14035,0.18053,0.22781,0.24531,0.25584,5.0
3,Alt2,Replication,KL,0.02907,0.0978,0.10553,0.12764,0.13221,0.14094,5.0
3,Alt2,NUTS,KL,0.03498,0.08801,0.30153,0.17666,0.33158,0.87643,5.0
3,Alt2,HMC,KL,0.05732,0.09008,0.17999,0.16059,0.20185,0.3901,5.0
3,Alt2,bayesm,JSD,0.00437,0.00517,0.00651,0.00601,0.00785,0.00914,5.0
3,Alt2,Replication,JSD,0.00377,0.00399,0.00584,0.00552,0.00748,0.00846,5.0
3,Alt2,NUTS,JSD,0.00312,0.00382,0.00622,0.00445,0.00899,0.0107,5.0
3,Alt2,HMC,JSD,0.00221,0.00342,0.00588,0.00485,0.00561,0.01332,5.0
3,Alt2,bayesm,TVD,0.04854,0.05848,0.06751,0.06483,0.07647,0.08924,5.0
3,Alt2,Replication,TVD,0.04309,0.05508,0.06521,0.06497,0.07479,0.0881,5.0
3,Alt2,NUTS,TVD,0.03842,0.0584,0.06911,0.06468,0.09124,0.09281,5.0
3,Alt2,HMC,TVD,0.02734,0.05225,0.05967,0.05597,0.0655,0.09727,5.0
3,Alt2,bayesm,Wasserstein1,0.18449,0.19565,0.24989,0.24261,0.27175,0.35495,5.0
3,Alt2,Replication,Wasserstein1,0.14046,0.19689,0.23365,0.23128,0.24951,0.35012,5.0
3,Alt2,NUTS,Wasserstein1,0.19543,0.2769,0.28827,0.28727,0.29117,0.39058,5.0
3,Alt2,HMC,Wasserstein1,0.14011,0.18338,0.22797,0.18413,0.30218,0.33007,5.0
3,Alt3,bayesm,Hellinger,0.07954,0.10912,0.13347,0.11329,0.1574,0.20802,5.0
3,Alt3,Replication,Hellinger,0.07648,0.09013,0.127,0.09977,0.16093,0.2077,5.0
3,Alt3,NUTS,Hellinger,0.07996,0.09773,0.13075,0.1068,0.158,0.21127,5.0
3,Alt3,HMC,Hellinger,0.0783,0.10514,0.13291,0.10636,0.1471,0.22764,5.0
3,Alt3,bayesm,KL,0.07391,0.11451,0.28905,0.21971,0.24256,0.79454,5.0
3,Alt3,Replication,KL,0.04526,0.05177,0.31307,0.05272,0.3603,1.05529,5.0
3,Alt3,NUTS,KL,0.06286,0.13344,0.27818,0.21329,0.44989,0.53142,5.0
3,Alt3,HMC,KL,0.04236,0.10828,0.26795,0.25479,0.30931,0.62503,5.0
3,Alt3,bayesm,JSD,0.0057,0.01103,0.01781,0.01115,0.023,0.03817,5.0
3,Alt3,Replication,JSD,0.00544,0.00777,0.01699,0.00963,0.02403,0.03809,5.0
3,Alt3,NUTS,JSD,0.00596,0.00884,0.01784,0.01079,0.02354,0.04008,5.0
3,Alt3,HMC,JSD,0.00588,0.01023,0.01874,0.01083,0.02048,0.04626,5.0
3,Alt3,bayesm,TVD,0.06592,0.08206,0.12115,0.10238,0.16637,0.18901,5.0
3,Alt3,Replication,TVD,0.06735,0.07374,0.12066,0.10037,0.17035,0.19147,5.0
3,Alt3,NUTS,TVD,0.06727,0.07773,0.12388,0.10633,0.17371,0.19438,5.0
