dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,slot,post_mean,post_std,ci_low,ci_high,true_weight,in_ci
kt5_s24,5comp_equal,5,24,5,nuts,1,2,0.1895762681961059,0.0240038186311721,0.143667996302247,0.2391329042613506,0.2,True
kt5_s24,5comp_equal,5,24,5,nuts,1,3,0.1496925055980682,0.0205850023776292,0.1115929700434208,0.1934235449880361,0.2,False
kt5_s24,5comp_equal,5,24,5,nuts,1,4,0.0121374446898698,0.023357655853033,0.0001120124792578,0.0930948480963707,0.2,False
kt5_s25,5comp_equal,5,25,5,nuts,1,0,0.2266332060098648,0.0237402860075235,0.1819307196885347,0.2748657561838626,0.2,True
kt5_s25,5comp_equal,5,25,5,nuts,1,1,0.2231679260730743,0.0240014865994453,0.1781773060560226,0.2734427720308303,0.2,True
kt5_s25,5comp_equal,5,25,5,nuts,1,2,0.2024755626916885,0.0250573065131902,0.1546649239957332,0.2531775549054146,0.2,True
kt5_s25,5comp_equal,5,25,5,nuts,1,3,0.1882142871618271,0.0246434491127729,0.1412468913942575,0.2389944471418857,0.2,True
kt5_s25,5comp_equal,5,25,5,nuts,1,4,0.1595090329647064,0.0212330259382724,0.1197377948090434,0.2030047174543142,0.2,True
kt5_s26,5comp_equal,5,26,5,nuts,1,0,0.3611689805984497,0.0311729367822408,0.300249832868576,0.4232898667454719,0.2,False
kt5_s26,5comp_equal,5,26,5,nuts,1,1,0.2116137742996215,0.0240494832396507,0.1670629847794771,0.2620938710868358,0.2,True
kt5_s26,5comp_equal,5,26,5,nuts,1,2,0.211386889219284,0.0271574892103672,0.1605250790715217,0.2678459763526916,0.2,True
kt5_s26,5comp_equal,5,26,5,nuts,1,3,0.2078226506710052,0.0292966440320014,0.1362358778715133,0.2588834248483181,0.2,True
kt5_s26,5comp_equal,5,26,5,nuts,1,4,0.0080077014863491,0.0167792327702045,0.0001343716612609,0.0794175399467347,0.2,False
kt5_s27,5comp_equal,5,27,5,nuts,1,0,0.2272850275039672,0.0240146946161985,0.1823008373379707,0.2758300743997096,0.2,True
kt5_s27,5comp_equal,5,27,5,nuts,1,1,0.2128347903490066,0.0236739628016948,0.1670289874076843,0.2604117430746555,0.2,True
kt5_s27,5comp_equal,5,27,5,nuts,1,2,0.2093987762928009,0.0237843450158834,0.1647951398044824,0.2582780741155147,0.2,True
kt5_s27,5comp_equal,5,27,5,nuts,1,3,0.1963765323162078,0.0229654386639595,0.1539844129234552,0.2432778172194957,0.2,True
kt5_s27,5comp_equal,5,27,5,nuts,1,4,0.154104858636856,0.0215161982923746,0.1142789157107472,0.1974879276007413,0.2,False
kt5_s28,5comp_equal,5,28,5,nuts,1,0,0.2203181087970733,0.0237610321491956,0.1752326142042875,0.2692052796483039,0.2,True
kt5_s28,5comp_equal,5,28,5,nuts,1,1,0.2057982385158538,0.0239259302616119,0.1604003045707941,0.2551241852343082,0.2,True
kt5_s28,5comp_equal,5,28,5,nuts,1,2,0.198873832821846,0.0232712812721729,0.1554868310689926,0.2462868515402078,0.2,True
kt5_s28,5comp_equal,5,28,5,nuts,1,3,0.1918485164642334,0.023018330335617,0.1487218271940946,0.2394481007009744,0.2,True
kt5_s28,5comp_equal,5,28,5,nuts,1,4,0.1831613034009933,0.023272493854165,0.1392082937061786,0.2307903096079826,0.2,True
kt5_s29,5comp_equal,5,29,5,nuts,1,0,0.3585745990276336,0.0370638780295848,0.2517602145671844,0.4188475087285042,0.2,False
kt5_s29,5comp_equal,5,29,5,nuts,1,1,0.2193391919136047,0.0276955571025609,0.1677722107619047,0.2764456197619438,0.2,True
kt5_s29,5comp_equal,5,29,5,nuts,1,2,0.2070107907056808,0.02878238260746,0.1525256909430027,0.2639641664922237,0.2,True
kt5_s29,5comp_equal,5,29,5,nuts,1,3,0.2046879380941391,0.0233745388686656,0.1607718765735626,0.2514315582811832,0.2,True
kt5_s29,5comp_equal,5,29,5,nuts,1,4,0.0103874895721673,0.0238248221576213,9.694449981907382e-05,0.0994271706789731,0.2,False
kt5_s30,5comp_equal,5,30,5,nuts,1,0,0.2577604949474334,0.0255497470498085,0.2093662217259407,0.3097133331000805,0.2,False
kt5_s30,5comp_equal,5,30,5,nuts,1,1,0.2407537549734115,0.0803475528955459,0.1508698608726263,0.4060321047902107,0.2,True
kt5_s30,5comp_equal,5,30,5,nuts,1,2,0.1834688186645507,0.0222092010080814,0.1420192115008831,0.2288559988141059,0.2,True
kt5_s30,5comp_equal,5,30,5,nuts,1,3,0.1830534487962722,0.0239271093159914,0.1384135771542787,0.2311179563403129,0.2,True
kt5_s30,5comp_equal,5,30,5,nuts,1,4,0.1349634826183319,0.0809195414185524,0.0003719185660884,0.2276176556944846,0.2,True
kt5_s31,5comp_equal,5,31,5,nuts,1,0,0.3932497203350067,0.0389666408300399,0.29623843729496,0.4585412792861462,0.2,False
kt5_s31,5comp_equal,5,31,5,nuts,1,1,0.2219234406948089,0.0260085985064506,0.1716634560376405,0.2733991608023643,0.2,True
kt5_s31,5comp_equal,5,31,5,nuts,1,2,0.1881914734840393,0.0279484130442142,0.1362773779779672,0.2455328799784183,0.2,True
kt5_s31,5comp_equal,5,31,5,nuts,1,3,0.1795306205749511,0.0237685404717922,0.1354984983801841,0.2284468501806259,0.2,True
kt5_s31,5comp_equal,5,31,5,nuts,1,4,0.0171047020703554,0.0271219927817583,0.0004539080320682,0.1142232390120625,0.2,False
kt5_s32,5comp_equal,5,32,5,nuts,1,0,0.4325875043869018,0.0287871677428483,0.3759284012019634,0.4894288055598735,0.2,False
kt5_s32,5comp_equal,5,32,5,nuts,1,1,0.3494792878627777,0.0318764969706535,0.2857012882828712,0.4104232437908649,0.2,False
kt5_s32,5comp_equal,5,32,5,nuts,1,2,0.1988913565874099,0.0228081382811069,0.1564175486564636,0.2454242929816245,0.2,True
kt5_s32,5comp_equal,5,32,5,nuts,1,3,0.0157025177031755,0.0179246831685304,0.0002010862699535,0.0634043514728546,0.2,False
kt5_s32,5comp_equal,5,32,5,nuts,1,4,0.0033393439371138,0.0032351699192076,9.96464368654415e-05,0.0119285291526466,0.2,False
kt5_s33,5comp_equal,5,33,5,nuts,1,0,0.344147652387619,0.0281718969345092,0.2904256358742714,0.3994566485285759,0.2,False
kt5_s33,5comp_equal,5,33,5,nuts,1,1,0.2386911809444427,0.0250347796827554,0.1915458738803863,0.2892438508570194,0.2,True
kt5_s33,5comp_equal,5,33,5,nuts,1,2,0.2136300057172775,0.0237648300826549,0.1691930651664734,0.2626564763486385,0.2,True
kt5_s33,5comp_equal,5,33,5,nuts,1,3,0.1967654079198837,0.0235102418810129,0.151639087125659,0.2449593763798475,0.2,True
kt5_s33,5comp_equal,5,33,5,nuts,1,4,0.0067657358013093,0.0069835502654314,0.0002407200070592,0.025176575127989,0.2,False
kt5_s34,5comp_equal,5,34,5,nuts,1,0,0.3994127810001373,0.0290593598037958,0.342305164784193,0.4563498392701149,0.2,False
kt5_s34,5comp_equal,5,34,5,nuts,1,1,0.2300532013177871,0.0240711402148008,0.1851814121007919,0.2785759598016739,0.2,True
kt5_s34,5comp_equal,5,34,5,nuts,1,2,0.1957320719957351,0.023745484650135,0.1511018946766853,0.2441494211554527,0.2,True
kt5_s34,5comp_equal,5,34,5,nuts,1,3,0.170751541852951,0.0213002022355794,0.1312706165015697,0.2146323967725038,0.2,True
kt5_s34,5comp_equal,5,34,5,nuts,1,4,0.0040503968484699,0.0065303570590913,9.660480809543514e-05,0.0165134094189852,0.2,False
kt5_s35,5comp_equal,5,35,5,nuts,1,0,0.3748087286949157,0.0411015748977661,0.2826732642948628,0.4469341933727264,0.2,False
kt5_s35,5comp_equal,5,35,5,nuts,1,1,0.3187800645828247,0.0745326951146125,0.2088970262557268,0.4618608675897121,0.2,False
