dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,param,Hellinger,KL,JSD,TVD,Wasserstein1
kt2_s56,2comp_equal,2,56,5,nuts,2,Alt2,0.15766,0.15674,0.02307,0.1384,0.45034
kt2_s56,2comp_equal,2,56,5,nuts,2,Alt3,0.06013,0.01666,0.00354,0.0604,0.12305
kt2_s56,2comp_equal,2,56,5,nuts,2,Price,0.03937,0.00745,0.0015,0.04043,0.07046
kt2_s57,2comp_equal,2,57,5,nuts,2,Alt1,0.05852,0.01755,0.0033,0.04573,0.10685
kt2_s57,2comp_equal,2,57,5,nuts,2,Alt2,0.04671,0.01152,0.0021,0.03053,0.07245
kt2_s57,2comp_equal,2,57,5,nuts,2,Alt3,0.07778,0.02976,0.00588,0.07365,0.35324
kt2_s57,2comp_equal,2,57,5,nuts,2,Price,0.08305,0.03049,0.00681,0.07366,0.21127
kt2_s58,2comp_equal,2,58,5,nuts,2,Alt1,0.41926,4.00359,0.1443,0.38896,1.49172
kt2_s58,2comp_equal,2,58,5,nuts,2,Alt2,0.19515,0.29423,0.03452,0.17312,0.51126
kt2_s58,2comp_equal,2,58,5,nuts,2,Alt3,0.07891,0.03937,0.00589,0.0776,0.34263
kt2_s58,2comp_equal,2,58,5,nuts,2,Price,0.13767,0.08637,0.01848,0.1433,0.43128
kt2_s59,2comp_equal,2,59,5,nuts,2,Alt1,0.04558,0.00862,0.00206,0.04971,0.16978
kt2_s59,2comp_equal,2,59,5,nuts,2,Alt2,0.02926,0.00536,0.0008,0.018,0.06758
kt2_s59,2comp_equal,2,59,5,nuts,2,Alt3,0.13285,0.10618,0.01641,0.10686,0.26563
kt2_s59,2comp_equal,2,59,5,nuts,2,Price,0.02714,0.00379,0.0007,0.02132,0.09698
kt2_s60,2comp_equal,2,60,5,nuts,2,Alt1,0.25903,0.63074,0.0577,0.18915,0.4888
kt2_s60,2comp_equal,2,60,5,nuts,2,Alt2,0.14173,0.11951,0.01875,0.12579,0.42897
kt2_s60,2comp_equal,2,60,5,nuts,2,Alt3,0.17181,0.2187,0.02653,0.12384,0.64546
kt2_s60,2comp_equal,2,60,5,nuts,2,Price,0.03274,0.00542,0.00103,0.01838,0.04737
kt2_s61,2comp_equal,2,61,5,nuts,2,Alt1,0.17607,0.18116,0.02901,0.16185,0.48158
kt2_s61,2comp_equal,2,61,5,nuts,2,Alt2,0.06103,0.0148,0.00367,0.05724,0.17177
kt2_s61,2comp_equal,2,61,5,nuts,2,Alt3,0.0299,0.00551,0.00082,0.01626,0.02868
kt2_s61,2comp_equal,2,61,5,nuts,2,Price,0.12054,0.06466,0.01426,0.12301,0.33596
kt2_s62,2comp_equal,2,62,5,nuts,2,Alt1,0.23224,inf,0.04872,0.2178,0.69711
kt2_s62,2comp_equal,2,62,5,nuts,2,Alt2,0.09009,inf,0.00712,0.08506,0.25945
kt2_s62,2comp_equal,2,62,5,nuts,2,Alt3,0.08751,inf,0.00659,0.06506,0.20445
kt2_s62,2comp_equal,2,62,5,nuts,2,Price,0.13094,inf,0.01527,0.0897,0.33499
kt2_s63,2comp_equal,2,63,5,nuts,2,Alt1,0.11048,inf,0.00981,0.05711,0.59553
kt2_s63,2comp_equal,2,63,5,nuts,2,Alt2,0.12427,inf,0.01324,0.11178,0.57745
kt2_s63,2comp_equal,2,63,5,nuts,2,Alt3,0.10304,inf,0.00852,0.07638,0.45953
kt2_s63,2comp_equal,2,63,5,nuts,2,Price,0.09036,inf,0.00621,0.04649,0.30231
kt2_s64,2comp_equal,2,64,5,nuts,2,Alt1,0.12862,0.14128,0.0148,0.09942,0.23774
kt2_s64,2comp_equal,2,64,5,nuts,2,Alt2,0.16208,0.19167,0.0236,0.11968,0.296
kt2_s64,2comp_equal,2,64,5,nuts,2,Alt3,0.12891,0.10311,0.01545,0.1099,0.31701
kt2_s64,2comp_equal,2,64,5,nuts,2,Price,0.04449,0.00882,0.00194,0.04411,0.12772
kt2_s65,2comp_equal,2,65,5,nuts,2,Alt1,0.23776,inf,0.04822,0.19694,0.96301
kt2_s65,2comp_equal,2,65,5,nuts,2,Alt2,0.29197,inf,0.07008,0.23509,1.03342
kt2_s65,2comp_equal,2,65,5,nuts,2,Alt3,0.49984,inf,0.20752,0.51956,2.18481
kt2_s65,2comp_equal,2,65,5,nuts,2,Price,0.14326,inf,0.01795,0.11699,0.36381
kt2_s66,2comp_equal,2,66,5,nuts,2,Alt1,0.10895,0.06407,0.01139,0.10348,0.24835
kt2_s66,2comp_equal,2,66,5,nuts,2,Alt2,0.08342,0.04243,0.00659,0.06808,0.27778
kt2_s66,2comp_equal,2,66,5,nuts,2,Alt3,0.42475,5.67187,0.14792,0.39345,2.05116
kt2_s66,2comp_equal,2,66,5,nuts,2,Price,0.05248,0.01333,0.00266,0.05618,0.16162
kt2_s67,2comp_equal,2,67,5,nuts,2,Alt1,0.05647,0.01525,0.00311,0.05533,0.13732
kt2_s67,2comp_equal,2,67,5,nuts,2,Alt2,0.05515,0.01439,0.00297,0.04959,0.11691
kt2_s67,2comp_equal,2,67,5,nuts,2,Alt3,0.10199,0.04798,0.01015,0.10025,0.38113
kt2_s67,2comp_equal,2,67,5,nuts,2,Price,0.04651,0.00929,0.00215,0.0455,0.08602
kt2_s68,2comp_equal,2,68,5,nuts,2,Alt1,0.17039,0.18952,0.0265,0.13481,0.42659
kt2_s68,2comp_equal,2,68,5,nuts,2,Alt2,0.22348,0.36602,0.04435,0.19422,0.52697
kt2_s68,2comp_equal,2,68,5,nuts,2,Alt3,0.13045,0.07882,0.01652,0.1274,0.47295
kt2_s68,2comp_equal,2,68,5,nuts,2,Price,0.1531,0.13132,0.022,0.12302,0.52336
kt2_s69,2comp_equal,2,69,5,nuts,2,Alt1,0.03911,0.00859,0.00145,0.03182,0.0745
kt2_s69,2comp_equal,2,69,5,nuts,2,Alt2,0.15904,0.17638,0.02289,0.11602,0.37895
kt2_s69,2comp_equal,2,69,5,nuts,2,Alt3,0.09936,0.03558,0.00962,0.08599,0.21506
kt2_s69,2comp_equal,2,69,5,nuts,2,Price,0.05198,0.01189,0.00264,0.04896,0.30378
kt2_s70,2comp_equal,2,70,5,nuts,2,Alt1,0.35717,1.24975,0.11015,0.29528,1.11645
kt2_s70,2comp_equal,2,70,5,nuts,2,Alt2,0.24407,1.43419,0.04793,0.17035,1.01987
kt2_s70,2comp_equal,2,70,5,nuts,2,Alt3,0.47595,6.35697,0.18235,0.39645,3.09062
kt2_s70,2comp_equal,2,70,5,nuts,2,Price,0.16892,0.17073,0.02662,0.1546,0.39532
kt2_s71,2comp_equal,2,71,5,nuts,2,Alt1,0.04729,0.01087,0.00218,0.03825,0.09335
kt2_s71,2comp_equal,2,71,5,nuts,2,Alt2,0.0493,0.01284,0.00233,0.04774,0.10223
kt2_s71,2comp_equal,2,71,5,nuts,2,Alt3,0.13517,0.07672,0.01792,0.14038,0.47471
kt2_s71,2comp_equal,2,71,5,nuts,2,Price,0.1242,0.07467,0.01493,0.11985,0.37297
kt2_s72,2comp_equal,2,72,5,nuts,2,Alt1,0.08883,0.04201,0.00755,0.07401,0.16404
kt2_s72,2comp_equal,2,72,5,nuts,2,Alt2,0.06916,0.01891,0.00473,0.06151,0.1792
kt2_s72,2comp_equal,2,72,5,nuts,2,Alt3,0.09115,0.04155,0.00802,0.08421,0.2576
kt2_s72,2comp_equal,2,72,5,nuts,2,Price,0.03666,0.00739,0.00127,0.02343,0.11962
kt2_s73,2comp_equal,2,73,5,nuts,2,Alt1,0.0526,0.01527,0.00263,0.03913,0.10795
kt2_s73,2comp_equal,2,73,5,nuts,2,Alt2,0.15765,0.17482,0.02243,0.1191,0.22215
kt2_s73,2comp_equal,2,73,5,nuts,2,Alt3,0.08308,0.03677,0.00664,0.07685,0.20269
kt2_s73,2comp_equal,2,73,5,nuts,2,Price,0.06236,0.02065,0.00373,0.05066,0.14156
kt2_s74,2comp_equal,2,74,5,nuts,2,Alt1,0.26507,0.439,0.06485,0.2731,0.98935
kt2_s74,2comp_equal,2,74,5,nuts,2,Alt2,0.17035,0.18325,0.02681,0.14196,0.43179
kt2_s74,2comp_equal,2,74,5,nuts,2,Alt3,0.10229,0.06145,0.00988,0.08813,0.26822
kt2_s74,2comp_equal,2,74,5,nuts,2,Price,0.04395,0.01036,0.00183,0.03883,0.05421
kt2_s75,2comp_equal,2,75,5,nuts,2,Alt1,0.14579,0.12697,0.01985,0.13041,0.34039
kt2_s75,2comp_equal,2,75,5,nuts,2,Alt2,0.0554,0.01331,0.00301,0.05753,0.18848
kt2_s75,2comp_equal,2,75,5,nuts,2,Alt3,0.13414,0.16189,0.0164,0.11404,0.42613
kt2_s75,2comp_equal,2,75,5,nuts,2,Price,0.11533,0.07075,0.01264,0.08711,0.24527
kt2_s76,2comp_equal,2,76,5,nuts,2,Alt1,0.10887,0.05251,0.01165,0.11153,0.57839
kt2_s76,2comp_equal,2,76,5,nuts,2,Alt2,0.11684,0.06849,0.01312,0.10476,0.54191
kt2_s76,2comp_equal,2,76,5,nuts,2,Alt3,0.12407,0.06539,0.01522,0.15638,0.59232
kt2_s76,2comp_equal,2,76,5,nuts,2,Price,0.10968,0.04847,0.01196,0.13975,0.98455
kt2_s77,2comp_equal,2,77,5,nuts,2,Alt1,0.09048,0.04319,0.00782,0.07979,0.14387
kt2_s77,2comp_equal,2,77,5,nuts,2,Alt2,0.05386,0.0118,0.00286,0.04883,0.10231
kt2_s77,2comp_equal,2,77,5,nuts,2,Alt3,0.22238,0.26123,0.04677,0.22279,0.59903
kt2_s77,2comp_equal,2,77,5,nuts,2,Price,0.03339,0.00526,0.00108,0.03336,0.10491
kt2_s78,2comp_equal,2,78,5,nuts,2,Alt1,0.23235,0.32623,0.04935,0.21783,0.63961
kt2_s78,2comp_equal,2,78,5,nuts,2,Alt2,0.07697,0.02716,0.00581,0.0823,0.24728
kt2_s78,2comp_equal,2,78,5,nuts,2,Alt3,0.04212,0.00862,0.00172,0.04166,0.09813
kt2_s78,2comp_equal,2,78,5,nuts,2,Price,0.05647,0.01376,0.00315,0.06657,0.28058
kt2_s79,2comp_equal,2,79,5,nuts,2,Alt1,0.14055,0.10313,0.01894,0.14161,0.31687
kt2_s79,2comp_equal,2,79,5,nuts,2,Alt2,0.10138,0.10362,0.00894,0.05093,0.22343
kt2_s79,2comp_equal,2,79,5,nuts,2,Alt3,0.05037,0.01407,0.00241,0.03848,0.10056
kt2_s79,2comp_equal,2,79,5,nuts,2,Price,0.0768,0.02646,0.00577,0.08049,0.20697
kt2_s80,2comp_equal,2,80,5,nuts,2,Alt1,0.0646,0.02977,0.00379,0.03742,0.11215
kt2_s80,2comp_equal,2,80,5,nuts,2,Alt2,0.09077,0.03471,0.0081,0.09035,0.26895
kt2_s80,2comp_equal,2,80,5,nuts,2,Alt3,0.0908,0.04383,0.0079,0.07908,0.11912
kt2_s80,2comp_equal,2,80,5,nuts,2,Price,0.05661,0.01918,0.00299,0.04417,0.12112
kt2_s81,2comp_equal,2,81,5,nuts,2,Alt1,0.04556,0.00961,0.00203,0.04711,0.09711
kt2_s81,2comp_equal,2,81,5,nuts,2,Alt2,0.0577,0.01707,0.00321,0.03819,0.07879
kt2_s81,2comp_equal,2,81,5,nuts,2,Alt3,0.08943,0.04353,0.00761,0.0718,0.18588
kt2_s81,2comp_equal,2,81,5,nuts,2,Price,0.05771,0.01306,0.00331,0.05632,0.11233
kt2_s82,2comp_equal,2,82,5,nuts,2,Alt1,0.03563,0.00753,0.00119,0.02487,0.06147
kt2_s82,2comp_equal,2,82,5,nuts,2,Alt2,0.05389,0.01785,0.00273,0.0409,0.1701
kt2_s82,2comp_equal,2,82,5,nuts,2,Alt3,0.12795,0.09954,0.0153,0.10652,0.34785
kt2_s82,2comp_equal,2,82,5,nuts,2,Price,0.07919,0.03161,0.00606,0.07604,0.23952
kt2_s83,2comp_equal,2,83,5,nuts,2,Alt1,0.07368,0.03644,0.00498,0.05874,0.17965
kt2_s83,2comp_equal,2,83,5,nuts,2,Alt2,0.04713,0.01094,0.00215,0.04031,0.1481
kt2_s83,2comp_equal,2,83,5,nuts,2,Alt3,0.07102,0.025,0.00489,0.06601,0.15614
kt2_s83,2comp_equal,2,83,5,nuts,2,Price,0.08459,0.03998,0.00684,0.07314,0.20394
kt2_s84,2comp_equal,2,84,5,nuts,2,Alt1,0.14,0.10755,0.01872,0.13438,0.30413
kt2_s84,2comp_equal,2,84,5,nuts,2,Alt2,0.24658,0.59256,0.05254,0.20896,0.9658
kt2_s84,2comp_equal,2,84,5,nuts,2,Alt3,0.15676,0.15159,0.02286,0.143,0.38198
kt2_s84,2comp_equal,2,84,5,nuts,2,Price,0.06053,0.01823,0.00355,0.05215,0.09832
kt2_s85,2comp_equal,2,85,5,nuts,2,Alt1,0.06483,0.02051,0.00408,0.06166,0.14149
kt2_s85,2comp_equal,2,85,5,nuts,2,Alt2,0.02605,0.0032,0.00066,0.02627,0.05626
kt2_s85,2comp_equal,2,85,5,nuts,2,Alt3,0.08614,0.03496,0.00725,0.08756,0.19732
kt2_s85,2comp_equal,2,85,5,nuts,2,Price,0.03512,0.00627,0.00118,0.02285,0.09352
kt2_s86,2comp_equal,2,86,5,nuts,2,Alt1,0.56244,inf,0.24676,0.47383,6.32461
kt2_s86,2comp_equal,2,86,5,nuts,2,Alt2,0.44192,inf,0.15257,0.36088,4.59003
kt2_s86,2comp_equal,2,86,5,nuts,2,Alt3,0.37362,3.93839,0.11745,0.33904,2.2241
kt2_s86,2comp_equal,2,86,5,nuts,2,Price,0.307,1.62298,0.07657,0.26047,1.11574
kt2_s87,2comp_equal,2,87,5,nuts,2,Alt1,0.11871,0.07454,0.01348,0.1201,0.24206
kt2_s87,2comp_equal,2,87,5,nuts,2,Alt2,0.09947,0.05073,0.0095,0.0817,0.29684
kt2_s87,2comp_equal,2,87,5,nuts,2,Alt3,0.15902,0.1238,0.02441,0.16558,0.50163
kt2_s87,2comp_equal,2,87,5,nuts,2,Price,0.29894,0.88022,0.07628,0.23187,0.59343
kt2_s88,2comp_equal,2,88,5,nuts,2,Alt1,0.10854,0.06845,0.01121,0.11896,0.28571
kt2_s88,2comp_equal,2,88,5,nuts,2,Alt2,0.07412,0.02394,0.00542,0.08494,0.13762
kt2_s88,2comp_equal,2,88,5,nuts,2,Alt3,0.12474,0.088,0.01469,0.10741,0.57095
kt2_s88,2comp_equal,2,88,5,nuts,2,Price,0.05246,0.01186,0.00272,0.06453,0.20431
kt2_s89,2comp_equal,2,89,5,nuts,2,Alt1,0.03504,0.00588,0.0012,0.03516,0.06915
kt2_s89,2comp_equal,2,89,5,nuts,2,Alt2,0.1126,0.06771,0.01213,0.10123,0.42378
kt2_s89,2comp_equal,2,89,5,nuts,2,Alt3,0.12158,0.12578,0.0136,0.11355,0.45338
kt2_s89,2comp_equal,2,89,5,nuts,2,Price,0.06838,0.02204,0.00455,0.06947,0.15872
kt2_s90,2comp_equal,2,90,5,nuts,2,Alt1,0.14227,0.11355,0.01911,0.12847,0.59615
kt2_s90,2comp_equal,2,90,5,nuts,2,Alt2,0.17727,0.22569,0.0287,0.15586,0.54768
kt2_s90,2comp_equal,2,90,5,nuts,2,Alt3,0.11253,0.07878,0.01178,0.08601,0.29532
kt2_s90,2comp_equal,2,90,5,nuts,2,Price,0.08418,0.0357,0.00684,0.07244,0.46304
kt2_s91,2comp_equal,2,91,5,nuts,2,Alt1,0.0849,0.04262,0.00675,0.06602,0.13014
kt2_s91,2comp_equal,2,91,5,nuts,2,Alt2,0.27362,0.92946,0.06332,0.2131,0.75099
kt2_s91,2comp_equal,2,91,5,nuts,2,Alt3,0.09407,0.04277,0.0086,0.09453,0.28078
kt2_s91,2comp_equal,2,91,5,nuts,2,Price,0.09011,0.03067,0.00805,0.09314,0.21227
kt2_s92,2comp_equal,2,92,5,nuts,2,Alt1,0.10257,0.05141,0.01019,0.08959,0.21102
kt2_s92,2comp_equal,2,92,5,nuts,2,Alt2,0.05993,0.02099,0.00338,0.03667,0.14385
kt2_s92,2comp_equal,2,92,5,nuts,2,Alt3,0.09099,0.04605,0.00785,0.07313,0.13422
kt2_s92,2comp_equal,2,92,5,nuts,2,Price,0.01931,0.00169,0.00037,0.01606,0.04763
kt2_s93,2comp_equal,2,93,5,nuts,2,Alt1,0.04872,0.0113,0.00231,0.0417,0.11192
kt2_s93,2comp_equal,2,93,5,nuts,2,Alt2,0.06729,0.0193,0.00442,0.05412,0.13874
kt2_s93,2comp_equal,2,93,5,nuts,2,Alt3,0.05693,0.01668,0.0031,0.0574,0.09213
kt2_s93,2comp_equal,2,93,5,nuts,2,Price,0.03623,0.0065,0.00126,0.03366,0.09387
kt2_s94,2comp_equal,2,94,5,nuts,2,Alt1,0.14825,0.12067,0.02084,0.14309,0.32039
kt2_s94,2comp_equal,2,94,5,nuts,2,Alt2,0.14451,0.23011,0.01831,0.11278,0.41349
kt2_s94,2comp_equal,2,94,5,nuts,2,Alt3,0.10157,0.046,0.01007,0.09672,0.29974
kt2_s94,2comp_equal,2,94,5,nuts,2,Price,0.07078,0.02182,0.00495,0.08371,0.15988
kt2_s95,2comp_equal,2,95,5,nuts,2,Alt1,0.19467,0.29911,0.03406,0.17256,0.6348
kt2_s95,2comp_equal,2,95,5,nuts,2,Alt2,0.18773,0.19361,0.03352,0.1952,0.45726
kt2_s95,2comp_equal,2,95,5,nuts,2,Alt3,0.20121,0.24553,0.03773,0.19731,0.35732
kt2_s95,2comp_equal,2,95,5,nuts,2,Price,0.05902,0.01658,0.00339,0.05119,0.16764
kt2_s96,2comp_equal,2,96,5,nuts,2,Alt1,0.07356,0.02604,0.00527,0.08142,0.24756
kt2_s96,2comp_equal,2,96,5,nuts,2,Alt2,0.08375,0.02838,0.0069,0.08396,0.5133
kt2_s96,2comp_equal,2,96,5,nuts,2,Alt3,0.07776,0.02693,0.00594,0.0859,0.12926
kt2_s96,2comp_equal,2,96,5,nuts,2,Price,0.07363,0.02557,0.00529,0.07117,0.34484
kt2_s97,2comp_equal,2,97,5,nuts,2,Alt1,0.18286,0.2129,0.03087,0.15881,0.43126
kt2_s97,2comp_equal,2,97,5,nuts,2,Alt2,0.15573,0.15042,0.02262,0.14934,0.40198
kt2_s97,2comp_equal,2,97,5,nuts,2,Alt3,0.12723,0.09752,0.01509,0.10316,0.47612
kt2_s97,2comp_equal,2,97,5,nuts,2,Price,0.06674,0.02756,0.00418,0.05358,0.16072
kt2_s98,2comp_equal,2,98,5,nuts,2,Alt1,0.1172,0.08053,0.01293,0.10469,0.30958
kt2_s98,2comp_equal,2,98,5,nuts,2,Alt2,0.08047,0.04216,0.00604,0.06348,0.17496
kt2_s98,2comp_equal,2,98,5,nuts,2,Alt3,0.05741,0.01526,0.00321,0.05697,0.11282
kt2_s98,2comp_equal,2,98,5,nuts,2,Price,0.05354,0.01331,0.00281,0.04594,0.15979
kt2_s99,2comp_equal,2,99,5,nuts,2,Alt1,0.06612,0.01987,0.0043,0.07344,0.38654
kt2_s99,2comp_equal,2,99,5,nuts,2,Alt2,0.07115,0.02386,0.00495,0.07104,0.42796
kt2_s99,2comp_equal,2,99,5,nuts,2,Alt3,0.08648,0.04081,0.00711,0.06515,0.26012
kt2_s99,2comp_equal,2,99,5,nuts,2,Price,0.21498,0.28881,0.04242,0.19254,0.705
kt3_s01,3comp_equal,3,1,5,nuts,2,Alt1,0.08083,0.03537,0.00625,0.06594,0.19379
kt3_s01,3comp_equal,3,1,5,nuts,2,Alt2,0.07907,0.03482,0.00596,0.06578,0.24909
kt3_s01,3comp_equal,3,1,5,nuts,2,Alt3,0.07616,0.03099,0.00556,0.06673,0.18123
kt3_s01,3comp_equal,3,1,5,nuts,2,Price,0.05111,0.01216,0.00256,0.05578,0.20461
kt3_s02,3comp_equal,3,2,5,nuts,2,Alt1,0.08129,inf,0.00594,0.07684,0.37162
kt3_s02,3comp_equal,3,2,5,nuts,2,Alt2,0.10628,inf,0.01054,0.11071,0.53667
kt3_s02,3comp_equal,3,2,5,nuts,2,Alt3,0.15435,inf,0.02272,0.17187,0.41369
kt3_s02,3comp_equal,3,2,5,nuts,2,Price,0.09385,inf,0.00825,0.09225,0.42316
kt3_s03,3comp_equal,3,3,5,nuts,2,Alt1,0.10701,0.07035,0.01074,0.0926,0.42582
kt3_s03,3comp_equal,3,3,5,nuts,2,Alt2,0.03985,0.00877,0.00151,0.0261,0.12363
kt3_s03,3comp_equal,3,3,5,nuts,2,Alt3,0.09194,0.0441,0.00811,0.08321,0.27445
kt3_s03,3comp_equal,3,3,5,nuts,2,Price,0.08134,0.02588,0.00658,0.09264,0.2127
kt3_s04,3comp_equal,3,4,5,nuts,2,Alt1,0.15297,0.19589,0.02079,0.12205,0.40872
kt3_s04,3comp_equal,3,4,5,nuts,2,Alt2,0.1143,0.07992,0.01221,0.09828,0.2999
kt3_s04,3comp_equal,3,4,5,nuts,2,Alt3,0.09888,0.03814,0.00963,0.10706,0.3164
kt3_s04,3comp_equal,3,4,5,nuts,2,Price,0.0563,0.01533,0.00308,0.04965,0.12331
kt3_s05,3comp_equal,3,5,5,nuts,2,Alt1,0.17633,0.23702,0.02825,0.16567,0.5592
kt3_s05,3comp_equal,3,5,5,nuts,2,Alt2,0.056,0.01532,0.00305,0.05204,0.1716
kt3_s05,3comp_equal,3,5,5,nuts,2,Alt3,0.22602,0.44319,0.04541,0.20819,0.47968
kt3_s05,3comp_equal,3,5,5,nuts,2,Price,0.09531,0.04271,0.00887,0.10959,0.54349
kt3_s06,3comp_equal,3,6,5,nuts,2,Alt1,0.03403,0.00598,0.00111,0.02536,0.13577
kt3_s06,3comp_equal,3,6,5,nuts,2,Alt2,0.09992,0.0452,0.00978,0.10654,0.23276
kt3_s06,3comp_equal,3,6,5,nuts,2,Alt3,0.09634,0.04561,0.00905,0.09526,0.26365
kt3_s06,3comp_equal,3,6,5,nuts,2,Price,0.07839,0.03426,0.00583,0.07345,0.26512
kt3_s07,3comp_equal,3,7,5,nuts,2,Alt1,0.09078,inf,0.00785,0.09433,0.21327
kt3_s07,3comp_equal,3,7,5,nuts,2,Alt2,0.09222,inf,0.00821,0.10281,0.23392
kt3_s07,3comp_equal,3,7,5,nuts,2,Alt3,0.10361,inf,0.01032,0.11399,0.23607
kt3_s07,3comp_equal,3,7,5,nuts,2,Price,0.07425,inf,0.00525,0.07908,0.1687
kt3_s08,3comp_equal,3,8,5,nuts,2,Alt1,0.31665,inf,0.08308,0.23653,1.14626
kt3_s08,3comp_equal,3,8,5,nuts,2,Alt2,0.11388,inf,0.01079,0.09721,0.57377
kt3_s08,3comp_equal,3,8,5,nuts,2,Alt3,0.2247,inf,0.04603,0.18397,0.7437
kt3_s08,3comp_equal,3,8,5,nuts,2,Price,0.07777,inf,0.00522,0.06016,0.33493
kt3_s09,3comp_equal,3,9,5,nuts,2,Alt1,0.08297,0.04491,0.00637,0.05297,0.1431
kt3_s09,3comp_equal,3,9,5,nuts,2,Alt2,0.10944,0.07459,0.01119,0.09575,0.25524
kt3_s09,3comp_equal,3,9,5,nuts,2,Alt3,0.18522,0.2823,0.03131,0.15766,0.5079
kt3_s09,3comp_equal,3,9,5,nuts,2,Price,0.07747,0.03833,0.00563,0.06579,0.20899
kt3_s100,3comp_equal,3,100,5,nuts,2,Alt1,0.15038,inf,0.01922,0.11499,0.46198
kt3_s100,3comp_equal,3,100,5,nuts,2,Alt2,0.1164,0.98189,0.01279,0.13592,0.41675
kt3_s100,3comp_equal,3,100,5,nuts,2,Alt3,0.2187,0.40792,0.04471,0.21897,0.53828
kt3_s100,3comp_equal,3,100,5,nuts,2,Price,0.13616,0.25598,0.01654,0.13699,0.34433
kt3_s10,3comp_equal,3,10,5,nuts,2,Alt1,0.13388,0.11487,0.01653,0.10734,0.27701
kt3_s10,3comp_equal,3,10,5,nuts,2,Alt2,0.1095,0.06767,0.01137,0.09387,0.3575
kt3_s10,3comp_equal,3,10,5,nuts,2,Alt3,0.13395,0.10563,0.01695,0.128,0.42018
kt3_s10,3comp_equal,3,10,5,nuts,2,Price,0.14221,0.1165,0.01901,0.12603,0.40505
kt3_s11,3comp_equal,3,11,5,nuts,2,Alt1,0.21722,0.44415,0.04146,0.19201,0.67407
kt3_s11,3comp_equal,3,11,5,nuts,2,Alt2,0.09737,0.04952,0.00913,0.09591,0.39266
kt3_s11,3comp_equal,3,11,5,nuts,2,Alt3,0.10654,0.05719,0.01091,0.08261,0.151
kt3_s11,3comp_equal,3,11,5,nuts,2,Price,0.12358,0.10312,0.01382,0.08525,0.34671
kt3_s12,3comp_equal,3,12,5,nuts,2,Alt1,0.09495,0.05183,0.00852,0.08906,0.48384
kt3_s12,3comp_equal,3,12,5,nuts,2,Alt2,0.12569,0.07513,0.01541,0.12683,0.45541
kt3_s12,3comp_equal,3,12,5,nuts,2,Alt3,0.07739,0.0264,0.0059,0.08883,0.41204
kt3_s12,3comp_equal,3,12,5,nuts,2,Price,0.07401,0.02369,0.00539,0.08082,0.2801
kt3_s13,3comp_equal,3,13,5,nuts,2,Alt1,0.06875,0.02453,0.00456,0.07073,0.11377
kt3_s13,3comp_equal,3,13,5,nuts,2,Alt2,0.094,0.04502,0.00848,0.08082,0.1629
kt3_s13,3comp_equal,3,13,5,nuts,2,Alt3,0.09718,0.05465,0.00894,0.08398,0.22423
kt3_s13,3comp_equal,3,13,5,nuts,2,Price,0.05662,0.01737,0.00307,0.05517,0.10298
kt3_s14,3comp_equal,3,14,5,nuts,2,Alt1,0.11555,0.09228,0.01248,0.11523,0.29394
kt3_s14,3comp_equal,3,14,5,nuts,2,Alt2,0.11304,0.11326,0.01143,0.07879,0.27841
kt3_s14,3comp_equal,3,14,5,nuts,2,Alt3,0.11564,0.06256,0.01298,0.10875,0.53247
kt3_s14,3comp_equal,3,14,5,nuts,2,Price,0.08769,0.04098,0.00732,0.06754,0.18519
kt3_s15,3comp_equal,3,15,5,nuts,2,Alt1,0.14244,inf,0.01726,0.11181,0.5471
kt3_s15,3comp_equal,3,15,5,nuts,2,Alt2,0.11306,inf,0.01054,0.07811,0.37236
kt3_s15,3comp_equal,3,15,5,nuts,2,Alt3,0.11392,inf,0.01075,0.07069,0.33827
kt3_s15,3comp_equal,3,15,5,nuts,2,Price,0.09937,inf,0.00743,0.04423,0.2703
kt3_s16,3comp_equal,3,16,5,nuts,2,Alt1,0.16521,inf,0.02507,0.14694,0.53953
kt3_s16,3comp_equal,3,16,5,nuts,2,Alt2,0.25974,inf,0.06098,0.21455,0.79112
kt3_s16,3comp_equal,3,16,5,nuts,2,Alt3,0.12383,inf,0.01393,0.11218,0.47432
kt3_s16,3comp_equal,3,16,5,nuts,2,Price,0.13373,inf,0.01619,0.12137,0.27258
kt3_s17,3comp_equal,3,17,5,nuts,2,Alt1,0.11602,inf,0.01204,0.10022,0.40907
kt3_s17,3comp_equal,3,17,5,nuts,2,Alt2,0.12803,inf,0.01455,0.09769,0.91934
kt3_s17,3comp_equal,3,17,5,nuts,2,Alt3,0.12304,inf,0.01409,0.13193,0.49382
kt3_s17,3comp_equal,3,17,5,nuts,2,Price,0.10092,inf,0.00911,0.09106,0.56307
kt3_s18,3comp_equal,3,18,5,nuts,2,Alt1,0.16194,0.15114,0.02454,0.13456,0.53166
kt3_s18,3comp_equal,3,18,5,nuts,2,Alt2,0.16837,0.1854,0.02614,0.15018,0.81462
kt3_s18,3comp_equal,3,18,5,nuts,2,Alt3,0.15765,0.13134,0.02364,0.13145,0.54885
kt3_s18,3comp_equal,3,18,5,nuts,2,Price,0.21116,0.22329,0.04241,0.21919,0.86229
kt3_s19,3comp_equal,3,19,5,nuts,2,Alt1,0.18182,0.21745,0.03037,0.15859,0.73561
