dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,block,kernel_id,n_divergent,frac_divergent,max_treedepth,mean_treedepth,frac_max_treedepth,max_leapfrog,mean_leapfrog,mean_acceptance
kt1_s65,1comp,1,65,5,nuts,2,mu_k,kernel_02,5994,0.2997,10.0,4.13275,5e-05,767.0,34.7384,0.3518579006195068
kt1_s65,1comp,1,65,5,nuts,2,Delta,kernel_03,90,0.0045,8.0,4.27815,0.0,143.0,20.06975,0.8592668175697327
kt1_s65,1comp,1,65,5,nuts,2,beta_i,kernel_04,0,0.0,9.0,6.51175,0.0,511.0,141.2528,0.907344937324524
kt1_s66,1comp,1,66,5,nuts,2,pvec_latent,kernel_00,107,0.00535,6.0,3.3105,0.0,63.0,9.86595,0.8954642415046692
kt1_s66,1comp,1,66,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,616,0.0308,6.0,4.26645,0.0,34.0,19.62715,0.787397563457489
kt1_s66,1comp,1,66,5,nuts,2,mu_k,kernel_02,1656,0.0828,10.0,5.22035,0.0015,1023.0,56.43565,0.6763269305229187
kt1_s66,1comp,1,66,5,nuts,2,Delta,kernel_03,0,0.0,6.0,3.7268,0.0,63.0,13.005,0.937894344329834
kt1_s66,1comp,1,66,5,nuts,2,beta_i,kernel_04,5393,0.26965,10.0,6.3382,5e-05,895.0,98.8058,0.6493765115737915
kt1_s67,1comp,1,67,5,nuts,2,pvec_latent,kernel_00,24,0.0012,6.0,3.1592,0.0,47.0,8.7424,0.9345484375953674
kt1_s67,1comp,1,67,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,748,0.0374,7.0,4.02685,0.0,79.0,15.935,0.8615068197250366
kt1_s67,1comp,1,67,5,nuts,2,mu_k,kernel_02,32,0.0016,10.0,5.99025,0.00905,1023.0,111.10175,0.8940726518630981
kt1_s67,1comp,1,67,5,nuts,2,Delta,kernel_03,0,0.0,6.0,2.99665,0.0,47.0,7.2365,0.8844693303108215
kt1_s67,1comp,1,67,5,nuts,2,beta_i,kernel_04,0,0.0,7.0,5.3302,0.0,127.0,60.1328,0.8657035231590271
kt1_s68,1comp,1,68,5,nuts,2,pvec_latent,kernel_00,101,0.00505,6.0,3.26215,0.0,55.0,9.49825,0.8595014810562134
kt1_s68,1comp,1,68,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,317,0.01585,6.0,4.42105,0.0,47.0,21.8992,0.8820892572402954
kt1_s68,1comp,1,68,5,nuts,2,mu_k,kernel_02,800,0.04,9.0,4.3556,0.0,447.0,25.452,0.6720151901245117
kt1_s68,1comp,1,68,5,nuts,2,Delta,kernel_03,0,0.0,6.0,3.32445,0.0,55.0,9.728,0.9012224674224854
kt1_s68,1comp,1,68,5,nuts,2,beta_i,kernel_04,0,0.0,6.0,4.96675,0.0,47.0,30.468,0.8437288999557495
kt1_s69,1comp,1,69,5,nuts,2,pvec_latent,kernel_00,69,0.00345,6.0,2.9223,0.0,47.0,7.19865,0.8543457984924316
kt1_s69,1comp,1,69,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,307,0.01535,6.0,4.5449,0.0,63.0,23.88435,0.8954097628593445
kt1_s69,1comp,1,69,5,nuts,2,mu_k,kernel_02,719,0.03595,9.0,4.4474,0.0,399.0,24.7435,0.7948502898216248
kt1_s69,1comp,1,69,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.92165,0.0,31.0,6.7218,0.8949123024940491
kt1_s69,1comp,1,69,5,nuts,2,beta_i,kernel_04,0,0.0,8.0,5.49655,0.0,255.0,46.9672,0.9075205326080322
kt1_s71,1comp,1,71,5,nuts,2,pvec_latent,kernel_00,24,0.0012,6.0,3.07855,0.0,55.0,8.2098,0.9174214601516724
kt1_s71,1comp,1,71,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,1805,0.09025,5.0,3.7671,0.0,31.0,13.29825,0.7606944441795349
kt1_s71,1comp,1,71,5,nuts,2,mu_k,kernel_02,10,0.0005,10.0,5.8763,0.0036,1023.0,89.37695,0.9045543074607848
kt1_s71,1comp,1,71,5,nuts,2,Delta,kernel_03,0,0.0,4.0,2.89595,0.0,15.0,6.588,0.8986150622367859
kt1_s71,1comp,1,71,5,nuts,2,beta_i,kernel_04,3694,0.1847,6.0,4.16215,0.0,63.0,18.66805,0.6821234226226807
kt1_s72,1comp,1,72,5,nuts,2,pvec_latent,kernel_00,9902,0.4951,10.0,3.73465,0.0095,1023.0,30.4912,0.8426175713539124
kt1_s72,1comp,1,72,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,710,0.0355,7.0,4.10915,0.0,79.0,17.24895,0.8342272639274597
kt1_s72,1comp,1,72,5,nuts,2,mu_k,kernel_02,6,0.0003,10.0,5.9655,0.0021,1023.0,77.07875,0.950049638748169
kt1_s72,1comp,1,72,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.92825,0.0,31.0,6.7365,0.90735524892807
kt1_s72,1comp,1,72,5,nuts,2,beta_i,kernel_04,0,0.0,8.0,6.78965,0.0,255.0,113.608,0.8981141448020935
kt1_s73,1comp,1,73,5,nuts,2,pvec_latent,kernel_00,21,0.00105,6.0,3.19315,0.0,55.0,8.91345,0.9283502101898192
kt1_s73,1comp,1,73,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,378,0.0189,6.0,4.71545,0.0,47.0,26.66085,0.8830713033676147
kt1_s73,1comp,1,73,5,nuts,2,mu_k,kernel_02,8,0.0004,10.0,6.1681,0.01635,1023.0,134.55485,0.9359803795814514
kt1_s73,1comp,1,73,5,nuts,2,Delta,kernel_03,0,0.0,6.0,3.0759,0.0,63.0,7.7947,0.9065679907798768
kt1_s73,1comp,1,73,5,nuts,2,beta_i,kernel_04,0,0.0,10.0,4.79745,0.00485,1023.0,42.3592,0.843906044960022
kt1_s74,1comp,1,74,5,nuts,2,pvec_latent,kernel_00,57,0.00285,6.0,3.46605,0.0,47.0,11.05,0.938168168067932
kt1_s74,1comp,1,74,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,334,0.0167,6.0,4.62365,0.0,63.0,25.1959,0.8981754183769226
kt1_s74,1comp,1,74,5,nuts,2,mu_k,kernel_02,95,0.00475,8.0,4.5407,0.0,255.0,25.66475,0.835823655128479
kt1_s74,1comp,1,74,5,nuts,2,Delta,kernel_03,1,5e-05,5.0,3.678,0.0,23.0,12.45675,0.8997042775154114
kt1_s74,1comp,1,74,5,nuts,2,beta_i,kernel_04,0,0.0,5.0,4.94305,0.0,31.0,30.0888,0.8408612012863159
kt1_s75,1comp,1,75,5,nuts,2,pvec_latent,kernel_00,49,0.00245,8.0,4.00665,0.0,159.0,21.7287,0.963073432445526
kt1_s75,1comp,1,75,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,321,0.01605,5.0,4.7123,0.0,31.0,26.56685,0.893642783164978
kt1_s75,1comp,1,75,5,nuts,2,mu_k,kernel_02,47,0.00235,9.0,4.51825,0.0,319.0,25.4236,0.8594534993171692
kt1_s75,1comp,1,75,5,nuts,2,Delta,kernel_03,0,0.0,6.0,3.03275,0.0,55.0,7.5244,0.8926512002944946
kt1_s75,1comp,1,75,5,nuts,2,beta_i,kernel_04,0,0.0,9.0,4.69605,0.0,383.0,26.2088,0.8191426992416382
kt1_s76,1comp,1,76,5,nuts,2,pvec_latent,kernel_00,30,0.0015,6.0,3.15075,0.0,63.0,8.64175,0.9233548045158386
kt1_s76,1comp,1,76,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,645,0.03225,7.0,3.96595,0.0,111.0,14.85035,0.852415919303894
kt1_s76,1comp,1,76,5,nuts,2,mu_k,kernel_02,9,0.00045,10.0,6.4494,0.032,1023.0,172.8011,0.9489431381225586
kt1_s76,1comp,1,76,5,nuts,2,Delta,kernel_03,0,0.0,6.0,2.95465,0.0,47.0,6.9132,0.9039523601531982
kt1_s76,1comp,1,76,5,nuts,2,beta_i,kernel_04,0,0.0,8.0,5.32795,0.0,159.0,44.2624,0.8937981724739075
kt1_s77,1comp,1,77,5,nuts,2,pvec_latent,kernel_00,19,0.00095,6.0,3.0673,0.0,63.0,8.07715,0.9141858220100404
kt1_s77,1comp,1,77,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,898,0.0449,6.0,4.45545,0.0,63.0,22.80345,0.8314814567565918
kt1_s77,1comp,1,77,5,nuts,2,mu_k,kernel_02,1969,0.09845,10.0,4.83545,0.0001,703.0,38.8851,0.6438954472541809
kt1_s77,1comp,1,77,5,nuts,2,Delta,kernel_03,143,0.00715,5.0,4.20475,0.0,31.0,19.21905,0.8445503115653992
kt1_s77,1comp,1,77,5,nuts,2,beta_i,kernel_04,0,0.0,7.0,4.3684,0.0,79.0,20.9112,0.8307117223739624
kt1_s78,1comp,1,78,5,nuts,2,pvec_latent,kernel_00,96,0.0048,6.0,3.10265,0.0,63.0,8.3786,0.8874077200889587
kt1_s78,1comp,1,78,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,562,0.0281,5.0,3.9521,0.0,21.0,14.6505,0.8613578081130981
kt1_s78,1comp,1,78,5,nuts,2,mu_k,kernel_02,4431,0.22155,10.0,5.58055,0.02405,1023.0,147.35935,0.4988227486610412
kt1_s78,1comp,1,78,5,nuts,2,Delta,kernel_03,0,0.0,4.0,2.87405,0.0,15.0,6.4974,0.8979496955871582
kt1_s78,1comp,1,78,5,nuts,2,beta_i,kernel_04,22,0.0011,7.0,5.5,0.0,127.0,70.9799,0.8609218597412109
kt1_s79,1comp,1,79,5,nuts,2,pvec_latent,kernel_00,62,0.0031,7.0,3.527,0.0,71.0,12.8529,0.9395572543144226
kt1_s79,1comp,1,79,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,441,0.02205,6.0,4.44625,0.0,33.0,22.45605,0.8659089803695679
kt1_s79,1comp,1,79,5,nuts,2,mu_k,kernel_02,1418,0.0709,10.0,6.89455,0.10475,1023.0,260.0068,0.8475825190544128
kt1_s79,1comp,1,79,5,nuts,2,Delta,kernel_03,0,0.0,6.0,2.8924,0.0,39.0,6.6131,0.8780688643455505
kt1_s79,1comp,1,79,5,nuts,2,beta_i,kernel_04,0,0.0,6.0,5.01065,0.0,63.0,31.3408,0.8637912273406982
kt1_s80,1comp,1,80,5,nuts,2,pvec_latent,kernel_00,8137,0.40685,10.0,5.0663,0.14745,1023.0,180.1123,0.8992035388946533
kt1_s80,1comp,1,80,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,571,0.02855,7.0,3.96805,0.0,127.0,14.833,0.8558653593063354
kt1_s80,1comp,1,80,5,nuts,2,mu_k,kernel_02,63,0.00315,10.0,5.67455,0.00605,1023.0,90.09475,0.8894025683403015
kt1_s80,1comp,1,80,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8097,0.0,19.0,6.2513,0.8657627105712891
kt1_s80,1comp,1,80,5,nuts,2,beta_i,kernel_04,0,0.0,9.0,5.0053,0.0,511.0,31.212,0.8759978413581848
kt1_s81,1comp,1,81,5,nuts,2,pvec_latent,kernel_00,48,0.0024,6.0,3.05935,0.0,55.0,8.1844,0.9116108417510986
kt1_s81,1comp,1,81,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,1191,0.05955,5.0,3.913,0.0,31.0,14.34245,0.8187010884284973
kt1_s81,1comp,1,81,5,nuts,2,mu_k,kernel_02,21,0.00105,10.0,7.53505,0.083,1023.0,256.13645,0.8878560662269592
kt1_s81,1comp,1,81,5,nuts,2,Delta,kernel_03,0,0.0,4.0,2.8407,0.0,15.0,6.364,0.8897803425788879
kt1_s81,1comp,1,81,5,nuts,2,beta_i,kernel_04,2563,0.12815,6.0,5.77365,0.0,63.0,57.00765,0.7961149215698242
kt1_s82,1comp,1,82,5,nuts,2,pvec_latent,kernel_00,295,0.01475,6.0,3.33885,0.0,47.0,10.1029,0.8994611501693726
kt1_s82,1comp,1,82,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,528,0.0264,6.0,4.30845,0.0,63.0,20.3365,0.8561257719993591
kt1_s82,1comp,1,82,5,nuts,2,mu_k,kernel_02,323,0.01615,9.0,4.7725,0.0,423.0,31.77865,0.8181900382041931
kt1_s82,1comp,1,82,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.9008,0.0,31.0,6.6513,0.8879700303077698
kt1_s82,1comp,1,82,5,nuts,2,beta_i,kernel_04,0,0.0,8.0,5.5176,0.0,191.0,48.088,0.8878939747810364
kt1_s83,1comp,1,83,5,nuts,2,pvec_latent,kernel_00,218,0.0109,6.0,3.1144,0.0,39.0,8.4224,0.8460991978645325
kt1_s83,1comp,1,83,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,461,0.02305,5.0,4.3891,0.0,31.0,21.52635,0.8815882802009583
kt1_s83,1comp,1,83,5,nuts,2,mu_k,kernel_02,2277,0.11385,8.0,4.2038,0.0,255.0,24.1849,0.6794562339782715
kt1_s83,1comp,1,83,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8988,0.0,31.0,6.604,0.8857483267784119
kt1_s83,1comp,1,83,5,nuts,2,beta_i,kernel_04,0,0.0,7.0,4.8714,0.0,95.0,28.952,0.8570085167884827
kt1_s84,1comp,1,84,5,nuts,2,pvec_latent,kernel_00,23,0.00115,6.0,3.07955,0.0,55.0,8.2136,0.9125617146492004
kt1_s84,1comp,1,84,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,307,0.01535,7.0,4.69035,0.0,79.0,26.2086,0.9156280159950256
kt1_s84,1comp,1,84,5,nuts,2,mu_k,kernel_02,7,0.00035,9.0,4.6325,0.0,447.0,27.743,0.8986347913742065
kt1_s84,1comp,1,84,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8823,0.0,23.0,6.5337,0.890738308429718
kt1_s84,1comp,1,84,5,nuts,2,beta_i,kernel_04,0,0.0,7.0,4.2117,0.0,95.0,18.3992,0.8532205820083618
kt1_s85,1comp,1,85,5,nuts,2,pvec_latent,kernel_00,23,0.00115,6.0,3.45635,0.0,63.0,11.01635,0.9599802494049072
kt1_s85,1comp,1,85,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,572,0.0286,6.0,3.962,0.0,47.0,14.72195,0.8745179772377014
kt1_s85,1comp,1,85,5,nuts,2,mu_k,kernel_02,2,0.0001,10.0,7.35085,0.016,1023.0,187.3528,0.9622276425361632
kt1_s85,1comp,1,85,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.9438,0.0,23.0,6.7796,0.9153052568435668
kt1_s85,1comp,1,85,5,nuts,2,beta_i,kernel_04,4542,0.2271,6.0,5.84355,0.0,63.0,56.3358,0.6194638013839722
kt1_s86,1comp,1,86,5,nuts,2,pvec_latent,kernel_00,92,0.0046,6.0,3.3836,0.0,47.0,10.4271,0.9135202169418336
kt1_s86,1comp,1,86,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,470,0.0235,6.0,4.46315,0.0,63.0,22.6635,0.8890827894210815
kt1_s86,1comp,1,86,5,nuts,2,mu_k,kernel_02,395,0.01975,10.0,5.1694,0.0001,575.0,42.2661,0.828521192073822
kt1_s86,1comp,1,86,5,nuts,2,Delta,kernel_03,20,0.001,5.0,3.63245,0.0,31.0,12.0907,0.8780314326286316
kt1_s86,1comp,1,86,5,nuts,2,beta_i,kernel_04,0,0.0,6.0,4.1331,0.0,63.0,17.1536,0.8469043970108032
kt1_s87,1comp,1,87,5,nuts,2,pvec_latent,kernel_00,36,0.0018,6.0,3.21325,0.0,47.0,9.37405,0.9223519563674928
kt1_s87,1comp,1,87,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,3082,0.1541,7.0,3.8905,0.0,95.0,14.24235,0.7339404821395874
kt1_s87,1comp,1,87,5,nuts,2,mu_k,kernel_02,2938,0.1469,9.0,4.7299,0.0,511.0,40.5609,0.6365315318107605
kt1_s87,1comp,1,87,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8687,0.0,31.0,6.5077,0.87591952085495
kt1_s87,1comp,1,87,5,nuts,2,beta_i,kernel_04,0,0.0,9.0,4.53905,0.0,511.0,23.6656,0.8760579824447632
kt1_s88,1comp,1,88,5,nuts,2,pvec_latent,kernel_00,30,0.0015,10.0,6.7562,0.5,1023.0,517.23225,0.9294804930686952
kt1_s88,1comp,1,88,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,471,0.02355,7.0,4.46365,0.0,95.0,22.7018,0.8566744923591614
kt1_s88,1comp,1,88,5,nuts,2,mu_k,kernel_02,203,0.01015,10.0,7.20415,0.027,1023.0,197.4736,0.920199990272522
kt1_s88,1comp,1,88,5,nuts,2,Delta,kernel_03,4,0.0002,6.0,3.39505,0.0,47.0,10.2677,0.8883838653564453
kt1_s88,1comp,1,88,5,nuts,2,beta_i,kernel_04,4245,0.21225,7.0,6.43175,0.0,127.0,87.6124,0.5938739776611328
kt1_s89,1comp,1,89,5,nuts,2,pvec_latent,kernel_00,8397,0.41985,10.0,4.39025,0.0922,1023.0,114.0338,0.8599916100502014
kt1_s89,1comp,1,89,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,2050,0.1025,6.0,4.7385,0.0,51.0,27.51325,0.7125805020332336
kt1_s89,1comp,1,89,5,nuts,2,mu_k,kernel_02,1527,0.07635,10.0,5.49015,0.00055,1023.0,65.6273,0.7132942080497742
kt1_s89,1comp,1,89,5,nuts,2,Delta,kernel_03,16,0.0008,6.0,4.6364,0.0,63.0,25.26155,0.9199356436729432
kt1_s89,1comp,1,89,5,nuts,2,beta_i,kernel_04,0,0.0,10.0,5.1884,0.00015,1023.0,37.9936,0.8590982556343079
kt1_s90,1comp,1,90,5,nuts,2,pvec_latent,kernel_00,18,0.0009,6.0,3.13665,0.0,47.0,8.5314,0.9307657480239868
kt1_s90,1comp,1,90,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,837,0.04185,5.0,3.92905,0.0,31.0,14.508,0.8294194340705872
kt1_s90,1comp,1,90,5,nuts,2,mu_k,kernel_02,89,0.00445,9.0,4.44725,0.0,319.0,24.03325,0.8597908020019531
kt1_s90,1comp,1,90,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.93555,0.0,31.0,6.7516,0.9105654358863832
kt1_s90,1comp,1,90,5,nuts,2,beta_i,kernel_04,0,0.0,9.0,4.98395,0.0,447.0,30.9408,0.8771690726280212
kt1_s91,1comp,1,91,5,nuts,2,pvec_latent,kernel_00,24,0.0012,6.0,3.06345,0.0,63.0,8.03405,0.9122505784034728
kt1_s91,1comp,1,91,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,1431,0.07155,7.0,3.91375,0.0,79.0,14.41075,0.8170710206031799
kt1_s91,1comp,1,91,5,nuts,2,mu_k,kernel_02,158,0.0079,9.0,4.8732,0.0,399.0,32.87225,0.8337492942810059
kt1_s91,1comp,1,91,5,nuts,2,Delta,kernel_03,0,0.0,4.0,2.8624,0.0,15.0,6.4578,0.881558895111084
kt1_s91,1comp,1,91,5,nuts,2,beta_i,kernel_04,0,0.0,5.0,4.00405,0.0,31.0,15.0648,0.8338802456855774
kt1_s92,1comp,1,92,5,nuts,2,pvec_latent,kernel_00,72,0.0036,10.0,6.36725,0.5,1023.0,514.4726,0.8126614689826965
kt1_s92,1comp,1,92,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,310,0.0155,6.0,4.25085,0.0,63.0,19.26045,0.8444855213165283
kt1_s92,1comp,1,92,5,nuts,2,mu_k,kernel_02,3541,0.17705,10.0,4.5864,5e-05,575.0,37.6196,0.5728440284729004
kt1_s92,1comp,1,92,5,nuts,2,Delta,kernel_03,0,0.0,6.0,3.1266,0.0,55.0,8.2231,0.8821967840194702
kt1_s92,1comp,1,92,5,nuts,2,beta_i,kernel_04,0,0.0,9.0,6.21135,0.0,511.0,125.5832,0.8807065486907959
kt1_s93,1comp,1,93,5,nuts,2,pvec_latent,kernel_00,7046,0.3523,10.0,5.0474,0.15505,1023.0,187.8449,0.8808605670928955
kt1_s93,1comp,1,93,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,694,0.0347,5.0,3.94675,0.0,31.0,14.60985,0.8405541181564331
kt1_s93,1comp,1,93,5,nuts,2,mu_k,kernel_02,161,0.00805,10.0,6.7769,0.00695,1023.0,134.64355,0.9056801795959472
kt1_s93,1comp,1,93,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.90365,0.0,31.0,6.6253,0.901214838027954
kt1_s93,1comp,1,93,5,nuts,2,beta_i,kernel_04,11244,0.5622,7.0,4.76205,0.0,127.0,36.51685,0.1749239563941955
kt1_s94,1comp,1,94,5,nuts,2,pvec_latent,kernel_00,116,0.0058,6.0,3.5277,0.0,47.0,11.67805,0.9107416272163392
kt1_s94,1comp,1,94,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,279,0.01395,6.0,4.87605,0.0,58.0,29.14935,0.8526710867881775
kt1_s94,1comp,1,94,5,nuts,2,mu_k,kernel_02,1255,0.06275,10.0,7.2517,0.0793,1023.0,256.23795,0.7775993347167969
kt1_s94,1comp,1,94,5,nuts,2,Delta,kernel_03,0,0.0,6.0,3.1913,0.0,39.0,8.6815,0.9055495262145996
kt1_s94,1comp,1,94,5,nuts,2,beta_i,kernel_04,0,0.0,10.0,6.8592,0.00215,1023.0,127.7392,0.9076498746871948
kt1_s95,1comp,1,95,5,nuts,2,pvec_latent,kernel_00,15,0.00075,6.0,3.16155,0.0,47.0,8.70635,0.9330340027809144
kt1_s95,1comp,1,95,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,278,0.0139,5.0,4.9118,0.0,31.0,29.7725,0.8767666220664978
kt1_s95,1comp,1,95,5,nuts,2,mu_k,kernel_02,2281,0.11405,10.0,7.33515,0.18795,1023.0,354.8238,0.743291974067688
kt1_s95,1comp,1,95,5,nuts,2,Delta,kernel_03,19,0.00095,7.0,3.1881,0.0,79.0,8.7505,0.8635295033454895
kt1_s95,1comp,1,95,5,nuts,2,beta_i,kernel_04,0,0.0,8.0,5.11055,0.0,255.0,34.7792,0.8788366913795471
kt1_s96,1comp,1,96,5,nuts,2,pvec_latent,kernel_00,21,0.00105,6.0,3.0447,0.0,47.0,7.88995,0.9045411944389344
kt1_s96,1comp,1,96,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,1131,0.05655,5.0,3.905,0.0,31.0,14.322,0.8080441355705261
kt1_s96,1comp,1,96,5,nuts,2,mu_k,kernel_02,618,0.0309,9.0,4.6577,0.0,511.0,29.31,0.8317402601242065
kt1_s96,1comp,1,96,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.9131,0.0,23.0,6.6645,0.8925203084945679
kt1_s96,1comp,1,96,5,nuts,2,beta_i,kernel_04,0,0.0,7.0,4.07375,0.0,127.0,16.2304,0.8470562696456909
kt1_s97,1comp,1,97,5,nuts,2,pvec_latent,kernel_00,36,0.0018,6.0,3.32595,0.0,47.0,10.36355,0.9453184604644777
kt1_s97,1comp,1,97,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,450,0.0225,6.0,4.79235,0.0,47.0,27.9747,0.8718827962875366
kt1_s97,1comp,1,97,5,nuts,2,mu_k,kernel_02,17,0.00085,9.0,4.5527,0.0,511.0,26.22585,0.8697654008865356
kt1_s97,1comp,1,97,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.9013,0.0,31.0,6.7335,0.8696094751358032
kt1_s97,1comp,1,97,5,nuts,2,beta_i,kernel_04,0,0.0,10.0,4.95695,0.00025,1023.0,31.3112,0.8623661398887634
kt1_s98,1comp,1,98,5,nuts,2,pvec_latent,kernel_00,98,0.0049,6.0,3.29405,0.0,63.0,10.20875,0.9197410345077516
kt1_s98,1comp,1,98,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,371,0.01855,6.0,4.7267,0.0,63.0,26.8316,0.8717299103736877
kt1_s98,1comp,1,98,5,nuts,2,mu_k,kernel_02,475,0.02375,10.0,5.6316,0.00905,1023.0,93.65645,0.8021559715270996
kt1_s98,1comp,1,98,5,nuts,2,Delta,kernel_03,0,0.0,5.0,3.09185,0.0,31.0,8.0696,0.8765446543693542
kt1_s98,1comp,1,98,5,nuts,2,beta_i,kernel_04,113,0.00565,9.0,5.98645,0.0,383.0,78.09025,0.8228496313095093
kt1_s99,1comp,1,99,5,nuts,2,pvec_latent,kernel_00,48,0.0024,6.0,3.2544,0.0,55.0,9.3841,0.9018034338951112
kt1_s99,1comp,1,99,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,586,0.0293,5.0,4.32085,0.0,31.0,20.4769,0.8535664081573486
kt1_s99,1comp,1,99,5,nuts,2,mu_k,kernel_02,101,0.00505,10.0,7.7182,0.0693,1023.0,269.52915,0.9071190357208252
kt1_s99,1comp,1,99,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.91735,0.0,31.0,6.6795,0.9049752950668336
kt1_s99,1comp,1,99,5,nuts,2,beta_i,kernel_04,886,0.0443,8.0,7.3839,0.0,255.0,174.8185,0.7723584175109863
kt2_s01,2comp_equal,2,1,5,nuts,2,pvec_latent,kernel_00,12,0.0006,6.0,2.87955,0.0,55.0,6.5986,0.9213879704475404
kt2_s01,2comp_equal,2,1,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,470,0.0235,7.0,3.9824,0.0,95.0,15.1415,0.84324049949646
kt2_s01,2comp_equal,2,1,5,nuts,2,mu_k,kernel_02,304,0.0152,8.0,4.37795,0.0,239.0,23.00025,0.7871810793876648
kt2_s01,2comp_equal,2,1,5,nuts,2,Delta,kernel_03,0,0.0,4.0,2.8193,0.0,15.0,6.2827,0.8744904398918152
kt2_s01,2comp_equal,2,1,5,nuts,2,beta_i,kernel_04,0,0.0,8.0,6.02745,0.0,255.0,82.5136,0.9241058826446532
kt2_s02,2comp_equal,2,2,5,nuts,2,pvec_latent,kernel_00,9920,0.496,10.0,3.58865,0.0144,1023.0,34.27865,0.7347599864006042
kt2_s02,2comp_equal,2,2,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,836,0.0418,6.0,3.90725,0.0,47.0,14.3327,0.8360802531242371
kt2_s02,2comp_equal,2,2,5,nuts,2,mu_k,kernel_02,1822,0.0911,10.0,5.713,0.0039,1023.0,88.36475,0.7504185438156128
kt2_s02,2comp_equal,2,2,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.87215,0.0,23.0,6.4925,0.8875998258590698
kt2_s02,2comp_equal,2,2,5,nuts,2,beta_i,kernel_04,863,0.04315,9.0,6.48675,0.0,511.0,139.3775,0.7836982607841492
kt2_s03,2comp_equal,2,3,5,nuts,2,pvec_latent,kernel_00,12,0.0006,6.0,2.8856,0.0,39.0,6.6531,0.9232767820358276
kt2_s03,2comp_equal,2,3,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,329,0.01645,6.0,4.1198,0.0,63.0,17.12735,0.9031110405921936
kt2_s03,2comp_equal,2,3,5,nuts,2,mu_k,kernel_02,540,0.027,8.0,4.28005,0.0,223.0,21.1722,0.7716405987739563
kt2_s03,2comp_equal,2,3,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8084,0.0,23.0,6.2436,0.8722665905952454
kt2_s03,2comp_equal,2,3,5,nuts,2,beta_i,kernel_04,0,0.0,6.0,4.70935,0.0,63.0,26.352,0.8476031422615051
kt2_s04,2comp_equal,2,4,5,nuts,2,pvec_latent,kernel_00,2,0.0001,7.0,3.4815,0.0,79.0,12.5621,0.9107748866081238
kt2_s04,2comp_equal,2,4,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,590,0.0295,5.0,3.78435,0.0,31.0,13.29425,0.7953891158103943
kt2_s04,2comp_equal,2,4,5,nuts,2,mu_k,kernel_02,4568,0.2284,10.0,4.99435,0.00085,1023.0,69.11345,0.5541830062866211
