dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,block,kernel_id,n_divergent,frac_divergent,max_treedepth,mean_treedepth,frac_max_treedepth,max_leapfrog,mean_leapfrog,mean_acceptance
kt5_s49,5comp_equal,5,49,5,nuts,2,mu_k,kernel_02,1242,0.0621,10.0,6.53655,0.21985,1023.0,361.46075,0.5111204385757446
kt5_s49,5comp_equal,5,49,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.79845,0.0,19.0,6.2068,0.8692789077758789
kt5_s49,5comp_equal,5,49,5,nuts,2,beta_i,kernel_04,0,0.0,6.0,4.9988,0.0,63.0,30.9824,0.8171890377998352
kt5_s50,5comp_equal,5,50,5,nuts,2,pvec_latent,kernel_00,588,0.0294,5.0,2.73665,0.0,31.0,6.13375,0.7615007758140564
kt5_s50,5comp_equal,5,50,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,61,0.00305,6.0,3.98235,0.0,63.0,15.0171,0.8837829828262329
kt5_s50,5comp_equal,5,50,5,nuts,2,mu_k,kernel_02,1157,0.05785,10.0,4.42415,0.0003,1023.0,33.59055,0.633735179901123
kt5_s50,5comp_equal,5,50,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.89515,0.0,23.0,6.5824,0.9007762670516968
kt5_s50,5comp_equal,5,50,5,nuts,2,beta_i,kernel_04,5625,0.28125,7.0,5.78065,0.0,127.0,60.62775,0.5984213948249817
kt5_s51,5comp_equal,5,51,5,nuts,2,pvec_latent,kernel_00,7,0.00035,6.0,2.7615,0.0,47.0,6.28045,0.8867793083190918
kt5_s51,5comp_equal,5,51,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,135,0.00675,5.0,3.7989,0.0,31.0,13.4033,0.846236526966095
kt5_s51,5comp_equal,5,51,5,nuts,2,mu_k,kernel_02,119,0.00595,8.0,4.581,0.0,159.0,28.5648,0.7926466464996338
kt5_s51,5comp_equal,5,51,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8768,0.0,23.0,6.5089,0.8920494914054871
kt5_s51,5comp_equal,5,51,5,nuts,2,beta_i,kernel_04,0,0.0,6.0,5.46315,0.0,63.0,46.4128,0.8612449169158936
kt5_s52,5comp_equal,5,52,5,nuts,2,pvec_latent,kernel_00,0,0.0,7.0,3.8501,0.0,127.0,19.668,0.9317960739135742
kt5_s52,5comp_equal,5,52,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,0,0.0,6.0,3.74955,0.0,63.0,13.2308,0.8711679577827454
kt5_s52,5comp_equal,5,52,5,nuts,2,mu_k,kernel_02,0,0.0,10.0,6.37505,0.0222,1023.0,250.3034,0.9150904417037964
kt5_s52,5comp_equal,5,52,5,nuts,2,Delta,kernel_03,0,0.0,4.0,2.8698,0.0,15.0,6.4812,0.8953600525856018
kt5_s52,5comp_equal,5,52,5,nuts,2,beta_i,kernel_04,0,0.0,7.0,5.50005,0.0,127.0,47.0032,0.9078762531280518
kt5_s53,5comp_equal,5,53,5,nuts,2,pvec_latent,kernel_00,8,0.0004,6.0,2.79315,0.0,47.0,6.44215,0.9014201164245604
kt5_s53,5comp_equal,5,53,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,75,0.00375,6.0,3.9912,0.0,63.0,14.9566,0.8702415823936462
kt5_s53,5comp_equal,5,53,5,nuts,2,mu_k,kernel_02,923,0.04615,10.0,5.7561,5e-05,767.0,69.1959,0.8006793856620789
kt5_s53,5comp_equal,5,53,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8429,0.0,23.0,6.3781,0.8837641477584839
kt5_s53,5comp_equal,5,53,5,nuts,2,beta_i,kernel_04,107,0.00535,9.0,5.99855,0.0,383.0,79.3795,0.8729333877563477
kt5_s54,5comp_equal,5,54,5,nuts,2,pvec_latent,kernel_00,1,5e-05,6.0,3.43225,0.0,63.0,12.48305,0.9191582202911376
kt5_s54,5comp_equal,5,54,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,342,0.0171,7.0,3.9542,0.0,79.0,14.731,0.8313865065574646
kt5_s54,5comp_equal,5,54,5,nuts,2,mu_k,kernel_02,295,0.01475,10.0,6.9812,0.1347,1023.0,326.84625,0.9085203409194946
kt5_s54,5comp_equal,5,54,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.9064,0.0,31.0,6.629,0.9022536873817444
kt5_s54,5comp_equal,5,54,5,nuts,2,beta_i,kernel_04,0,0.0,7.0,5.00215,0.0,127.0,31.0736,0.8561732172966003
kt5_s55,5comp_equal,5,55,5,nuts,2,pvec_latent,kernel_00,47,0.00235,5.0,2.89785,0.0,31.0,6.97065,0.8894966840744019
kt5_s55,5comp_equal,5,55,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,258,0.0129,6.0,4.1672,0.0,63.0,17.7914,0.836391031742096
kt5_s55,5comp_equal,5,55,5,nuts,2,mu_k,kernel_02,3395,0.16975,9.0,4.57445,0.0,447.0,39.9651,0.5542749762535095
kt5_s55,5comp_equal,5,55,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.88215,0.0,31.0,6.5404,0.8878933787345886
kt5_s55,5comp_equal,5,55,5,nuts,2,beta_i,kernel_04,23,0.00115,9.0,5.6337,0.0,383.0,51.51765,0.8866435289382935
kt5_s56,5comp_equal,5,56,5,nuts,2,pvec_latent,kernel_00,0,0.0,6.0,3.0378,0.0,33.0,7.9335,0.9087247848510742
kt5_s56,5comp_equal,5,56,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,188,0.0094,6.0,4.1064,0.0,47.0,16.80445,0.8517881035804749
kt5_s56,5comp_equal,5,56,5,nuts,2,mu_k,kernel_02,5039,0.25195,10.0,3.81785,5e-05,607.0,20.5007,0.4236008822917938
kt5_s56,5comp_equal,5,56,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8233,0.0,19.0,6.3072,0.8700833916664124
kt5_s56,5comp_equal,5,56,5,nuts,2,beta_i,kernel_04,2256,0.1128,6.0,5.9106,0.0,63.0,59.39715,0.8266919851303101
kt5_s57,5comp_equal,5,57,5,nuts,2,pvec_latent,kernel_00,2,0.0001,6.0,2.863,0.0,39.0,6.7649,0.9102864265441896
kt5_s57,5comp_equal,5,57,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,106,0.0053,6.0,4.0154,0.0,63.0,15.42115,0.8568430542945862
kt5_s57,5comp_equal,5,57,5,nuts,2,mu_k,kernel_02,1051,0.05255,10.0,5.0786,0.0001,703.0,42.04205,0.7279272675514221
kt5_s57,5comp_equal,5,57,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.90815,0.0,23.0,6.6491,0.8986842036247253
kt5_s57,5comp_equal,5,57,5,nuts,2,beta_i,kernel_04,0,0.0,8.0,6.5451,0.0,255.0,143.6224,0.8940013647079468
kt5_s58,5comp_equal,5,58,5,nuts,2,pvec_latent,kernel_00,2,0.0001,5.0,2.88325,0.0,31.0,6.9866,0.9131816625595092
kt5_s58,5comp_equal,5,58,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,88,0.0044,7.0,4.5001,0.0,95.0,23.0697,0.8854427933692932
kt5_s58,5comp_equal,5,58,5,nuts,2,mu_k,kernel_02,13,0.00065,10.0,6.54755,0.0272,1023.0,130.2852,0.9364833235740662
kt5_s58,5comp_equal,5,58,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.90065,0.0,31.0,6.6847,0.8832995891571045
kt5_s58,5comp_equal,5,58,5,nuts,2,beta_i,kernel_04,0,0.0,10.0,5.92815,5e-05,799.0,70.9696,0.8493705987930298
kt5_s59,5comp_equal,5,59,5,nuts,2,pvec_latent,kernel_00,16,0.0008,5.0,2.7656,0.0,31.0,6.1757,0.852705180644989
kt5_s59,5comp_equal,5,59,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,68,0.0034,6.0,4.12955,0.0,47.0,17.16505,0.8794355392456055
kt5_s59,5comp_equal,5,59,5,nuts,2,mu_k,kernel_02,4142,0.2071,10.0,4.7415,0.0008,1023.0,48.83915,0.5858346223831177
kt5_s59,5comp_equal,5,59,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.884,0.0,31.0,6.5506,0.8864472508430481
kt5_s59,5comp_equal,5,59,5,nuts,2,beta_i,kernel_04,1127,0.05635,8.0,5.99385,0.0,255.0,77.2462,0.6103912591934204
kt5_s60,5comp_equal,5,60,5,nuts,2,pvec_latent,kernel_00,10200,0.51,10.0,6.90615,0.4919,1023.0,520.89535,0.8308455348014832
kt5_s60,5comp_equal,5,60,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,65,0.00325,6.0,4.46765,0.0,63.0,22.5715,0.9077627062797546
kt5_s60,5comp_equal,5,60,5,nuts,2,mu_k,kernel_02,3,0.00015,10.0,5.6937,0.00255,1023.0,99.84955,0.9087952375411988
kt5_s60,5comp_equal,5,60,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.85255,0.0,23.0,6.4255,0.8776808381080627
kt5_s60,5comp_equal,5,60,5,nuts,2,beta_i,kernel_04,0,0.0,9.0,6.2445,0.0,511.0,100.6128,0.9052953124046326
kt5_s61,5comp_equal,5,61,5,nuts,2,pvec_latent,kernel_00,0,0.0,7.0,3.7122,0.0,127.0,18.0592,0.9344929456710817
kt5_s61,5comp_equal,5,61,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,0,0.0,6.0,3.6197,0.0,63.0,12.4824,0.8234708905220032
kt5_s61,5comp_equal,5,61,5,nuts,2,mu_k,kernel_02,0,0.0,10.0,6.66215,0.2504,1023.0,382.0822,0.8779988288879395
kt5_s61,5comp_equal,5,61,5,nuts,2,Delta,kernel_03,0,0.0,4.0,2.82695,0.0,15.0,6.3141,0.8814871311187744
kt5_s61,5comp_equal,5,61,5,nuts,2,beta_i,kernel_04,0,0.0,8.0,6.28385,0.0,255.0,115.3328,0.8968021273612976
kt5_s62,5comp_equal,5,62,5,nuts,2,pvec_latent,kernel_00,9840,0.492,10.0,2.68625,0.00975,1023.0,16.5647,0.701132595539093
kt5_s62,5comp_equal,5,62,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,184,0.0092,6.0,4.44625,0.0,63.0,22.26785,0.8952530026435852
kt5_s62,5comp_equal,5,62,5,nuts,2,mu_k,kernel_02,40,0.002,9.0,4.33895,0.0,479.0,21.42995,0.8552752137184143
kt5_s62,5comp_equal,5,62,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.95115,0.0,31.0,6.9,0.9002654552459717
kt5_s62,5comp_equal,5,62,5,nuts,2,beta_i,kernel_04,0,0.0,8.0,6.52,0.0,255.0,142.9248,0.9046673774719238
kt5_s63,5comp_equal,5,63,5,nuts,2,pvec_latent,kernel_00,605,0.03025,10.0,6.1841,0.47,1023.0,484.3356,0.9290273189544678
kt5_s63,5comp_equal,5,63,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,81,0.00405,6.0,4.2851,0.0,63.0,19.6979,0.9092271327972412
kt5_s63,5comp_equal,5,63,5,nuts,2,mu_k,kernel_02,426,0.0213,10.0,5.76745,0.00015,959.0,64.4393,0.8416876792907715
kt5_s63,5comp_equal,5,63,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8054,0.0,31.0,6.246,0.8674859404563904
kt5_s63,5comp_equal,5,63,5,nuts,2,beta_i,kernel_04,127,0.00635,6.0,5.8292,0.0,63.0,57.495,0.6646310687065125
kt5_s64,5comp_equal,5,64,5,nuts,2,pvec_latent,kernel_00,9,0.00045,6.0,3.53415,0.0,63.0,13.85485,0.9070872068405152
kt5_s64,5comp_equal,5,64,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,162,0.0081,6.0,3.97215,0.0,47.0,14.8073,0.8616580963134766
kt5_s64,5comp_equal,5,64,5,nuts,2,mu_k,kernel_02,1762,0.0881,10.0,6.08065,0.00145,1023.0,175.77705,0.7219095826148987
kt5_s64,5comp_equal,5,64,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8808,0.0,19.0,6.5268,0.8937214612960815
kt5_s64,5comp_equal,5,64,5,nuts,2,beta_i,kernel_04,0,0.0,7.0,6.39395,0.0,127.0,88.2128,0.8859525322914124
kt5_s65,5comp_equal,5,65,5,nuts,2,pvec_latent,kernel_00,55,0.00275,7.0,2.87525,0.0,71.0,7.15675,0.9042099714279176
kt5_s65,5comp_equal,5,65,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,47,0.00235,7.0,4.12865,0.0,95.0,17.22555,0.8389199376106262
kt5_s65,5comp_equal,5,65,5,nuts,2,mu_k,kernel_02,157,0.00785,10.0,5.15945,0.00855,1023.0,47.47675,0.880972146987915
kt5_s65,5comp_equal,5,65,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.91305,0.0,31.0,6.6957,0.8959959745407104
kt5_s65,5comp_equal,5,65,5,nuts,2,beta_i,kernel_04,0,0.0,8.0,5.1195,0.0,223.0,34.8544,0.8686822056770325
kt5_s66,5comp_equal,5,66,5,nuts,2,pvec_latent,kernel_00,174,0.0087,6.0,2.9617,0.0,63.0,7.47705,0.8404306769371033
kt5_s66,5comp_equal,5,66,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,1138,0.0569,7.0,4.2647,0.0,127.0,20.0762,0.7964915633201599
kt5_s66,5comp_equal,5,66,5,nuts,2,mu_k,kernel_02,750,0.0375,10.0,6.15365,0.0092,1023.0,133.1585,0.7770699858665466
kt5_s66,5comp_equal,5,66,5,nuts,2,Delta,kernel_03,0,0.0,6.0,2.9862,0.0,47.0,7.1742,0.8938736319541931
kt5_s66,5comp_equal,5,66,5,nuts,2,beta_i,kernel_04,0,0.0,10.0,6.8556,0.00045,1023.0,150.1232,0.8871383666992188
kt5_s67,5comp_equal,5,67,5,nuts,2,pvec_latent,kernel_00,0,0.0,5.0,2.8181,0.0,31.0,6.6932,0.9018340110778807
kt5_s67,5comp_equal,5,67,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,70,0.0035,6.0,4.63925,0.0,63.0,25.3018,0.9390217065811156
kt5_s67,5comp_equal,5,67,5,nuts,2,mu_k,kernel_02,2606,0.1303,10.0,4.4429,0.0012,1023.0,39.0801,0.4328275322914123
kt5_s67,5comp_equal,5,67,5,nuts,2,Delta,kernel_03,0,0.0,3.0,2.9197,0.0,7.0,6.6788,0.908281147480011
kt5_s67,5comp_equal,5,67,5,nuts,2,beta_i,kernel_04,2382,0.1191,7.0,6.4579,0.0,127.0,92.3764,0.7490013837814331
kt5_s68,5comp_equal,5,68,5,nuts,2,pvec_latent,kernel_00,693,0.03465,7.0,3.26835,0.0,127.0,12.0941,0.843076765537262
kt5_s68,5comp_equal,5,68,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,103,0.00515,7.0,4.72085,0.0,127.0,26.6709,0.8912532329559326
kt5_s68,5comp_equal,5,68,5,nuts,2,mu_k,kernel_02,2546,0.1273,9.0,3.7637,0.0,319.0,17.3657,0.4869124591350555
kt5_s68,5comp_equal,5,68,5,nuts,2,Delta,kernel_03,0,0.0,4.0,2.8567,0.0,15.0,6.4297,0.8900068402290344
kt5_s68,5comp_equal,5,68,5,nuts,2,beta_i,kernel_04,0,0.0,9.0,5.07305,0.0,511.0,33.3616,0.8792251944541931
kt5_s69,5comp_equal,5,69,5,nuts,2,pvec_latent,kernel_00,640,0.032,7.0,2.6838,0.0,95.0,6.05865,0.8051422834396362
kt5_s69,5comp_equal,5,69,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,4,0.0002,7.0,4.07895,0.0,95.0,19.4655,0.8546006679534912
kt5_s69,5comp_equal,5,69,5,nuts,2,mu_k,kernel_02,972,0.0486,7.0,3.6679,0.0,95.0,13.6791,0.5671498775482178
kt5_s69,5comp_equal,5,69,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8474,0.0,31.0,6.4132,0.8785336017608643
kt5_s69,5comp_equal,5,69,5,nuts,2,beta_i,kernel_04,0,0.0,5.0,5.0,0.0,31.0,31.0,0.8572259545326233
kt5_s70,5comp_equal,5,70,5,nuts,2,pvec_latent,kernel_00,3316,0.1658,10.0,5.87695,0.3404,1023.0,368.64555,0.8399416208267212
kt5_s70,5comp_equal,5,70,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,413,0.02065,6.0,4.6413,0.0,63.0,25.5399,0.88595050573349
kt5_s70,5comp_equal,5,70,5,nuts,2,mu_k,kernel_02,268,0.0134,10.0,5.98525,0.00265,1023.0,87.74795,0.8349982500076294
kt5_s70,5comp_equal,5,70,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.9388,0.0,31.0,6.8084,0.909450113773346
kt5_s70,5comp_equal,5,70,5,nuts,2,beta_i,kernel_04,2648,0.1324,7.0,5.9736,0.0,127.0,74.13975,0.5979980230331421
kt5_s71,5comp_equal,5,71,5,nuts,2,pvec_latent,kernel_00,1269,0.06345,7.0,3.3317,0.0,95.0,12.4093,0.728584885597229
kt5_s71,5comp_equal,5,71,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,709,0.03545,7.0,4.47815,0.0,95.0,23.059,0.831496000289917
kt5_s71,5comp_equal,5,71,5,nuts,2,mu_k,kernel_02,7589,0.37945,10.0,4.90745,0.15025,1023.0,223.29965,0.4003978371620178
kt5_s71,5comp_equal,5,71,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8766,0.0,31.0,6.5313,0.882858395576477
kt5_s71,5comp_equal,5,71,5,nuts,2,beta_i,kernel_04,0,0.0,8.0,5.0752,0.0,255.0,33.4992,0.8554566502571106
kt5_s72,5comp_equal,5,72,5,nuts,2,pvec_latent,kernel_00,33,0.00165,5.0,2.8026,0.0,31.0,6.36145,0.9015976786613464
kt5_s72,5comp_equal,5,72,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,71,0.00355,6.0,4.2685,0.0,47.0,19.3863,0.8728926777839661
kt5_s72,5comp_equal,5,72,5,nuts,2,mu_k,kernel_02,4647,0.23235,10.0,4.36895,5e-05,1023.0,32.72835,0.5620240569114685
kt5_s72,5comp_equal,5,72,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.87095,0.0,31.0,6.5121,0.8882344961166382
kt5_s72,5comp_equal,5,72,5,nuts,2,beta_i,kernel_04,85,0.00425,7.0,5.9061,0.0,127.0,72.9136,0.8771845698356628
kt5_s73,5comp_equal,5,73,5,nuts,2,pvec_latent,kernel_00,12,0.0006,6.0,3.7619,0.0,63.0,17.90665,0.9176396727561952
kt5_s73,5comp_equal,5,73,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,4,0.0002,5.0,4.01315,0.0,31.0,15.2281,0.8795762658119202
kt5_s73,5comp_equal,5,73,5,nuts,2,mu_k,kernel_02,27,0.00135,10.0,6.8048,0.00155,1023.0,189.7916,0.8965088129043579
kt5_s73,5comp_equal,5,73,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.92695,0.0,23.0,6.7146,0.9078456163406372
kt5_s73,5comp_equal,5,73,5,nuts,2,beta_i,kernel_04,0,0.0,7.0,5.00085,0.0,127.0,31.0288,0.8750179409980774
kt5_s74,5comp_equal,5,74,5,nuts,2,pvec_latent,kernel_00,0,0.0,7.0,3.56365,0.0,95.0,13.202,0.928292453289032
kt5_s74,5comp_equal,5,74,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,530,0.0265,7.0,4.36195,0.0,79.0,21.27105,0.8371601700782776
kt5_s74,5comp_equal,5,74,5,nuts,2,mu_k,kernel_02,52,0.0026,10.0,7.4056,0.1086,1023.0,304.083,0.8732905983924866
kt5_s74,5comp_equal,5,74,5,nuts,2,Delta,kernel_03,0,0.0,4.0,2.8759,0.0,15.0,6.5079,0.8899736404418945
kt5_s74,5comp_equal,5,74,5,nuts,2,beta_i,kernel_04,0,0.0,9.0,6.50085,0.0,383.0,95.1088,0.9131565690040588
kt5_s75,5comp_equal,5,75,5,nuts,2,pvec_latent,kernel_00,0,0.0,7.0,3.7956,0.0,95.0,17.1674,0.9363875985145568
kt5_s75,5comp_equal,5,75,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,53,0.00265,6.0,3.9979,0.0,63.0,15.1784,0.850616991519928
kt5_s75,5comp_equal,5,75,5,nuts,2,mu_k,kernel_02,561,0.02805,10.0,7.86925,0.3328,1023.0,459.56155,0.8692420125007629
kt5_s75,5comp_equal,5,75,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8576,0.0,23.0,6.4329,0.8877929449081421
kt5_s75,5comp_equal,5,75,5,nuts,2,beta_i,kernel_04,0,0.0,6.0,5.9979,0.0,63.0,62.9328,0.8876990079879761
kt5_s76,5comp_equal,5,76,5,nuts,2,pvec_latent,kernel_00,85,0.00425,7.0,3.84295,0.0,95.0,17.4,0.9101308584213256
kt5_s76,5comp_equal,5,76,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,314,0.0157,6.0,4.0009,0.0,63.0,15.3305,0.8806958794593811
kt5_s76,5comp_equal,5,76,5,nuts,2,mu_k,kernel_02,3290,0.1645,10.0,6.1977,0.00145,1023.0,151.27175,0.657965898513794
kt5_s76,5comp_equal,5,76,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.79935,0.0,23.0,6.2069,0.8690759539604187
kt5_s76,5comp_equal,5,76,5,nuts,2,beta_i,kernel_04,1,5e-05,5.0,5.0,0.0,31.0,30.9999,0.7885792851448059
kt5_s77,5comp_equal,5,77,5,nuts,2,pvec_latent,kernel_00,0,0.0,6.0,2.75465,0.0,47.0,6.3037,0.8913735151290894
kt5_s77,5comp_equal,5,77,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,83,0.00415,7.0,4.4122,0.0,127.0,22.20865,0.8661786913871765
kt5_s77,5comp_equal,5,77,5,nuts,2,mu_k,kernel_02,2868,0.1434,10.0,4.11645,5e-05,575.0,25.05405,0.509511411190033
kt5_s77,5comp_equal,5,77,5,nuts,2,Delta,kernel_03,0,0.0,4.0,2.8952,0.0,15.0,6.5849,0.8955397605895996
kt5_s77,5comp_equal,5,77,5,nuts,2,beta_i,kernel_04,0,0.0,8.0,6.007,0.0,255.0,79.536,0.8854712843894958
kt5_s78,5comp_equal,5,78,5,nuts,2,pvec_latent,kernel_00,2,0.0001,7.0,3.6161,0.0,79.0,15.39655,0.8887242078781128
kt5_s78,5comp_equal,5,78,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,0,0.0,6.0,4.41725,0.0,63.0,21.9032,0.8870896697044373
kt5_s78,5comp_equal,5,78,5,nuts,2,mu_k,kernel_02,3092,0.1546,10.0,6.4493,0.4113,1023.0,467.7124,0.510971188545227
kt5_s78,5comp_equal,5,78,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.85635,0.0,23.0,6.4338,0.8811230659484863
kt5_s78,5comp_equal,5,78,5,nuts,2,beta_i,kernel_04,0,0.0,7.0,5.96295,0.0,127.0,61.8256,0.8911028504371643
kt5_s79,5comp_equal,5,79,5,nuts,2,pvec_latent,kernel_00,19,0.00095,6.0,2.92995,0.0,39.0,7.14575,0.9167416095733644
kt5_s79,5comp_equal,5,79,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,154,0.0077,5.0,3.98125,0.0,31.0,14.91055,0.8513790965080261
kt5_s79,5comp_equal,5,79,5,nuts,2,mu_k,kernel_02,337,0.01685,10.0,6.411,0.002,1023.0,107.5887,0.8254958987236023
kt5_s79,5comp_equal,5,79,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.87925,0.0,23.0,6.5195,0.8922263383865356
kt5_s79,5comp_equal,5,79,5,nuts,2,beta_i,kernel_04,2967,0.14835,7.0,5.9347,0.0,127.0,71.76665,0.705072283744812
kt5_s80,5comp_equal,5,80,5,nuts,2,pvec_latent,kernel_00,191,0.00955,6.0,2.7994,0.0,47.0,6.50535,0.8675728440284729
kt5_s80,5comp_equal,5,80,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,971,0.04855,7.0,4.2845,0.0,127.0,20.1425,0.7689290046691895
kt5_s80,5comp_equal,5,80,5,nuts,2,mu_k,kernel_02,335,0.01675,10.0,6.57925,0.005,1023.0,121.5681,0.8204585909843445
kt5_s80,5comp_equal,5,80,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8704,0.0,23.0,6.5135,0.8846025466918945
kt5_s80,5comp_equal,5,80,5,nuts,2,beta_i,kernel_04,3869,0.19345,8.0,6.48845,0.0,255.0,91.4036,0.6685306429862976
kt5_s81,5comp_equal,5,81,5,nuts,2,pvec_latent,kernel_00,32,0.0016,5.0,2.79845,0.0,31.0,6.48225,0.90823495388031
kt5_s81,5comp_equal,5,81,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,12,0.0006,6.0,4.48815,0.0,63.0,22.9574,0.9042702913284302
kt5_s81,5comp_equal,5,81,5,nuts,2,mu_k,kernel_02,328,0.0164,8.0,5.04745,0.0,191.0,39.46215,0.820868730545044
kt5_s81,5comp_equal,5,81,5,nuts,2,Delta,kernel_03,0,0.0,4.0,2.85485,0.0,15.0,6.4227,0.8858568072319031
kt5_s81,5comp_equal,5,81,5,nuts,2,beta_i,kernel_04,0,0.0,7.0,5.00545,0.0,95.0,31.1744,0.8444605469703674
kt5_s82,5comp_equal,5,82,5,nuts,2,pvec_latent,kernel_00,3,0.00015,6.0,3.15235,0.0,47.0,8.8475,0.8564356565475464
kt5_s82,5comp_equal,5,82,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,32,0.0016,7.0,4.55135,0.0,95.0,23.86115,0.8842290043830872
kt5_s82,5comp_equal,5,82,5,nuts,2,mu_k,kernel_02,1548,0.0774,10.0,5.41985,0.0114,1023.0,96.0876,0.6011962890625
kt5_s82,5comp_equal,5,82,5,nuts,2,Delta,kernel_03,0,0.0,4.0,2.81855,0.0,15.0,6.2869,0.8716906309127808
kt5_s82,5comp_equal,5,82,5,nuts,2,beta_i,kernel_04,0,0.0,6.0,5.0022,0.0,63.0,31.0704,0.8529312610626221
kt5_s83,5comp_equal,5,83,5,nuts,2,pvec_latent,kernel_00,8246,0.4123,10.0,4.05645,0.0943,1023.0,113.67775,0.7992832064628601
kt5_s83,5comp_equal,5,83,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,84,0.0042,6.0,4.0741,0.0,47.0,16.29135,0.8947142362594604
kt5_s83,5comp_equal,5,83,5,nuts,2,mu_k,kernel_02,6151,0.30755,10.0,3.77015,0.00015,895.0,23.9226,0.2629952728748321
kt5_s83,5comp_equal,5,83,5,nuts,2,Delta,kernel_03,0,0.0,4.0,2.86375,0.0,15.0,6.4586,0.8875934481620789
kt5_s83,5comp_equal,5,83,5,nuts,2,beta_i,kernel_04,72,0.0036,7.0,5.4537,0.0,127.0,45.48705,0.8447123169898987
kt5_s84,5comp_equal,5,84,5,nuts,2,pvec_latent,kernel_00,9177,0.45885,10.0,4.0443,0.0446,1023.0,70.3774,0.8218140602111816
kt5_s84,5comp_equal,5,84,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,67,0.00335,5.0,4.00865,0.0,31.0,15.186,0.8911575078964233
kt5_s84,5comp_equal,5,84,5,nuts,2,mu_k,kernel_02,53,0.00265,8.0,4.1063,0.0,143.0,17.67355,0.8615400195121765
kt5_s84,5comp_equal,5,84,5,nuts,2,Delta,kernel_03,0,0.0,5.0,2.8568,0.0,23.0,6.4304,0.8887523412704468
kt5_s84,5comp_equal,5,84,5,nuts,2,beta_i,kernel_04,0,0.0,5.0,5.0,0.0,31.0,31.0,0.8789892792701721
kt5_s85,5comp_equal,5,85,5,nuts,2,pvec_latent,kernel_00,3,0.00015,8.0,3.8552,0.0,159.0,20.8959,0.9336390495300292
kt5_s85,5comp_equal,5,85,5,nuts,2,sigma_inv_chol_k_latent,kernel_01,79,0.00395,7.0,4.8719,0.0,127.0,31.4047,0.8883827924728394
