dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,converged,n_iter,switching_rate,verdict,gate_passed,invariant_pvec_sorted_rhat,invariant_Eu_rhat,alloc_accuracy,adjusted_rand
kt1_s01,1comp,1,1,5,nuts,1,True,2,0.0157,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.000283887651457,1.0069231367794815,1.0,1.0
kt1_s02,1comp,1,2,5,nuts,1,True,5,0.0208,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0232416666804736,1.0087269899706257,1.0,1.0
kt1_s03,1comp,1,3,5,nuts,1,True,2,0.1367,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0275192681034415,1.0489020122638786,1.0,1.0
kt1_s04,1comp,1,4,5,nuts,1,True,2,0.7546,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0004064914655135,1.0037521610269011,0.9966666666666668,0.0
kt1_s05,1comp,1,5,5,nuts,1,True,2,0.0328,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.007710508268834,1.0026894328015878,1.0,1.0
kt1_s06,1comp,1,6,5,nuts,1,True,8,0.4211,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.0692568816328802,1.1331070294385417,0.9966666666666668,0.0
kt1_s07,1comp,1,7,5,nuts,1,True,6,0.0198,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.003148318330639,1.0045463672759578,1.0,1.0
kt1_s08,1comp,1,8,5,nuts,1,True,3,0.1156,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,2.515805411282284,1.03222410385958,1.0,1.0
kt1_s09,1comp,1,9,5,nuts,1,True,2,0.2531,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0156995491119178,1.0487900453757353,1.0,1.0
kt1_s10,1comp,1,10,5,nuts,1,True,2,0.0552,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0043602412685475,1.0011295591080092,1.0,1.0
kt1_s11,1comp,1,11,5,nuts,1,True,3,0.0076,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.6800143064376143,1.0911776738764465,0.8633333333333333,0.0
kt1_s12,1comp,1,12,5,nuts,1,True,2,0.0308,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.18008808448049,1.1406023561118446,1.0,1.0
kt1_s13,1comp,1,13,5,nuts,1,True,2,0.0303,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0028631162189268,1.017990079365789,1.0,1.0
kt1_s14,1comp,1,14,5,nuts,1,True,5,0.0737,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1517179049904414,1.1143432691113344,1.0,1.0
kt1_s15,1comp,1,15,5,nuts,1,True,2,0.0224,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0004959303850989,1.0023372736742122,1.0,1.0
kt1_s16,1comp,1,16,5,nuts,1,True,4,0.028,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.004572861914908,1.0057517327718923,1.0,1.0
kt1_s17,1comp,1,17,5,nuts,1,True,2,0.0362,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0076711018542623,1.0024692939734197,1.0,1.0
kt1_s18,1comp,1,18,5,nuts,1,True,7,0.1158,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0098176121560023,1.0137933771006238,1.0,1.0
kt1_s19,1comp,1,19,5,nuts,1,True,3,0.0001,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.847235520430212,1.2399347504864109,0.8633333333333333,0.0
kt1_s20,1comp,1,20,5,nuts,1,True,5,0.3027,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0190797328793515,1.004347062916429,1.0,1.0
kt1_s21,1comp,1,21,5,nuts,1,True,3,0.2716,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.0344680943344773,1.1536715043930208,0.9966666666666668,0.0
kt1_s22,1comp,1,22,5,nuts,1,True,8,0.5458,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.006393839803975,1.808657494646969,0.9566666666666668,0.0
kt1_s23,1comp,1,23,5,nuts,1,True,15,0.7017,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.0876207646183949,1.11743020423084,1.0,1.0
kt1_s24,1comp,1,24,5,nuts,1,True,3,0.0015,NO-OP (little/no switching detected; relabeling changed almost nothing),False,1.0230694873824284,1.2167941794334507,0.9966666666666668,0.0
kt1_s25,1comp,1,25,5,nuts,1,True,5,0.0798,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0095843076104152,1.0039635323655016,1.0,1.0
kt1_s26,1comp,1,26,5,nuts,1,True,4,0.4233,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0406873657381388,1.0967830512975316,1.0,1.0
kt1_s27,1comp,1,27,5,nuts,1,True,3,0.0227,NO-OP (little/no switching detected; relabeling changed almost nothing),False,1.0302724568451584,1.1355075437029978,0.9966666666666668,0.0
kt1_s28,1comp,1,28,5,nuts,1,True,3,0.1287,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.029884152332279,1.0123238574015596,1.0,1.0
kt1_s29,1comp,1,29,5,nuts,1,True,4,0.1663,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.046090165465554,1.021780350596251,1.0,1.0
kt1_s30,1comp,1,30,5,nuts,1,True,2,0.003,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0002441128430104,1.0007529169409002,1.0,1.0
kt1_s31,1comp,1,31,5,nuts,1,True,4,0.6739,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0009967542043474,1.0018882000791751,0.9966666666666668,0.0
kt1_s32,1comp,1,32,5,nuts,1,True,2,0.1554,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0486291982279008,1.0362900259812655,1.0,1.0
kt1_s33,1comp,1,33,5,nuts,1,True,2,0.2166,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.041740261148754,1.0183227195806177,1.0,1.0
kt1_s34,1comp,1,34,5,nuts,1,True,5,0.0016,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.001536661303564,1.0024430124689545,1.0,1.0
kt1_s35,1comp,1,35,5,nuts,1,True,2,0.0665,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0129396860901585,1.0124355017982305,1.0,1.0
kt1_s36,1comp,1,36,5,nuts,1,True,6,0.3645,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0455594558219024,1.021994787168801,1.0,1.0
kt1_s37,1comp,1,37,5,nuts,1,True,5,0.7003,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.2544700224275696,1.06280229659194,0.9766666666666668,0.0
kt1_s38,1comp,1,38,5,nuts,1,True,3,0.6859,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0179438803817715,1.0770473580228097,0.9966666666666668,0.0
kt1_s39,1comp,1,39,5,nuts,1,True,5,0.5412,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.1106027972961263,1.077626488107839,0.9933333333333332,0.0
kt1_s40,1comp,1,40,5,nuts,1,True,3,0.5871,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.357972310563028,1.2028271361866496,1.0,1.0
kt1_s41,1comp,1,41,5,nuts,1,True,5,0.9119,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.2497322489575102,1.0730597180875792,0.99,0.0
kt1_s42,1comp,1,42,5,nuts,1,True,2,0.1296,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.010666804985564,1.0124437005933251,1.0,1.0
kt1_s43,1comp,1,43,5,nuts,1,True,5,0.628,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0190487682358245,1.085492756197108,1.0,1.0
kt1_s44,1comp,1,44,5,nuts,1,True,4,0.0081,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0068372714335223,1.0117114355750736,1.0,1.0
kt1_s45,1comp,1,45,5,nuts,1,True,3,0.0026,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.8431749999856928,1.418386912473148,0.9833333333333332,0.0
kt1_s46,1comp,1,46,5,nuts,1,True,3,0.7421,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.0640140468620478,1.1031198743524837,0.9966666666666668,0.0
kt1_s47,1comp,1,47,5,nuts,1,True,8,0.5565,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0315814554225822,1.0442145429812897,0.9933333333333332,0.0
kt1_s48,1comp,1,48,5,nuts,1,True,3,0.1499,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.000718485054447,1.0089564873114607,1.0,1.0
kt1_s49,1comp,1,49,5,nuts,1,True,10,0.3205,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0279718679353185,1.030093892100888,1.0,1.0
kt1_s50,1comp,1,50,5,nuts,1,True,6,0.0154,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0027183594220592,1.0060579031599044,1.0,1.0
kt2_s01,2comp_equal,2,1,5,nuts,1,True,5,0.0906,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.047342967359805,1.1322454605519563,0.99,0.96026732544848
kt2_s02,2comp_equal,2,2,5,nuts,1,True,3,0.8397,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.032391714037247,1.0281580009479054,0.5366666666666666,-0.0009876136784495
kt2_s03,2comp_equal,2,3,5,nuts,1,True,4,0.0465,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0194747588172697,1.0037139149857388,0.9933333333333332,0.973422483782506
kt2_s04,2comp_equal,2,4,5,nuts,1,True,5,0.0572,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0048551429483517,1.0040884036760258,1.0,1.0
kt2_s05,2comp_equal,2,5,5,nuts,1,True,3,0.0054,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0011607612434046,1.001303447287956,1.0,1.0
kt2_s06,2comp_equal,2,6,5,nuts,1,True,2,0.0146,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.022232709090522,1.032362205709807,1.0,1.0
kt2_s07,2comp_equal,2,7,5,nuts,1,True,5,0.1983,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.0974748792710605,1.2765688341049768,0.7566666666666667,0.2616004238678174
kt2_s08,2comp_equal,2,8,5,nuts,1,True,9,0.4012,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.5987392569615562,1.147365194600498,1.0,1.0
kt2_s09,2comp_equal,2,9,5,nuts,1,True,5,0.759,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0214368312993602,1.0648781738936417,0.9933333333333332,0.9877817486903968
kt2_s10,2comp_equal,2,10,5,nuts,1,True,8,0.2967,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0366655867101642,1.0532794587506396,0.9933333333333332,0.973422290982052
kt2_s11,2comp_equal,2,11,5,nuts,1,True,4,0.0166,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.6115431462605183,2.224927451996129,0.9933333333333332,0.9734222222222222
kt2_s12,2comp_equal,2,12,5,nuts,1,True,8,0.3913,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2014477672317392,1.1586007382788046,0.5633333333333334,0.0018179096563825
kt2_s13,2comp_equal,2,13,5,nuts,1,True,2,0.0272,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,2.438078401912522,1.0045100324026108,0.9966666666666668,0.9866665634206884
kt2_s14,2comp_equal,2,14,5,nuts,1,True,3,0.3665,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.0200957939110893,1.1489983980876168,1.0,1.0
kt2_s15,2comp_equal,2,15,5,nuts,1,True,2,0.04,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0135082898872383,1.0035229671987465,0.52,0.0
kt2_s16,2comp_equal,2,16,5,nuts,1,True,3,0.0006,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,2.5124231264716577,1.0128716973829632,0.98,0.9213370286637071
kt2_s17,2comp_equal,2,17,5,nuts,1,True,2,0.0036,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1060857518828453,1.2134073692678595,0.96,0.8638092024355744
kt2_s18,2comp_equal,2,18,5,nuts,1,True,3,0.1699,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.1768341849823303,1.1524372344828828,1.0,1.0
kt2_s19,2comp_equal,2,19,5,nuts,1,True,3,0.0002,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.8995009585654736,1.0111546484767249,0.99,0.960267120019818
kt2_s20,2comp_equal,2,20,5,nuts,1,True,2,0.0853,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0054950455632674,1.0032859446694105,1.0,1.0
kt2_s21,2comp_equal,2,21,5,nuts,1,True,9,0.0379,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.226174827380352,1.3234912445905431,0.7733333333333333,0.4391128567487705
kt2_s22,2comp_equal,2,22,5,nuts,1,True,3,0.0395,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,2.7129801691735143,1.0166007154820766,1.0,1.0
kt2_s23,2comp_equal,2,23,5,nuts,1,True,3,0.0007,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,2.230751253070546,1.0998772877542728,1.0,1.0
kt2_s24,2comp_equal,2,24,5,nuts,1,True,5,0.2181,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.107118750018966,1.2717733907016309,0.9833333333333332,0.940644974031108
kt2_s25,2comp_equal,2,25,5,nuts,1,True,4,0.2708,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.062396573289618,1.4840426084363096,0.99,0.9791305498200809
kt2_s26,2comp_equal,2,26,5,nuts,1,True,4,0.0085,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.30739529643848,1.157111985393083,0.9766666666666668,0.9528640047453164
kt2_s27,2comp_equal,2,27,5,nuts,1,True,3,0.0001,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.553507981967383,1.0265221143039975,1.0,1.0
kt2_s28,2comp_equal,2,28,5,nuts,1,True,3,0.1691,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.913688468094276,1.0136317285243734,0.9966666666666668,0.9866665424213108
kt2_s29,2comp_equal,2,29,5,nuts,1,True,5,0.1044,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0236898453454064,1.087970382529223,1.0,1.0
kt2_s30,2comp_equal,2,30,5,nuts,1,True,7,0.141,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0432451783772845,1.0218937408939173,1.0,1.0
kt2_s31,2comp_equal,2,31,5,nuts,1,True,5,0.2187,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.017571324545372,1.03894808463592,0.9866666666666668,0.9472012709398124
kt2_s32,2comp_equal,2,32,5,nuts,1,True,4,0.0449,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.024532069891296,1.024556558764211,0.96,0.8458860960865415
kt2_s33,2comp_equal,2,33,5,nuts,1,True,6,0.0613,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0147204591478167,1.0463326239881936,0.9833333333333332,0.9342252257010244
kt2_s34,2comp_equal,2,34,5,nuts,1,True,3,0.0088,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.91489520049818,1.004464461687061,1.0,1.0
kt2_s35,2comp_equal,2,35,5,nuts,1,True,2,0.0561,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0003776408967673,1.0006034146874905,0.5033333333333333,0.0
kt2_s36,2comp_equal,2,36,5,nuts,1,True,3,0.3338,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.1107257402863957,1.1619383891527657,0.9966666666666668,0.9930434128008598
kt2_s37,2comp_equal,2,37,5,nuts,1,True,4,0.3661,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.071282218646213,1.1341608547599251,1.0,1.0
kt2_s38,2comp_equal,2,38,5,nuts,1,True,2,0.0011,NO-OP (little/no switching detected; relabeling changed almost nothing),False,1.028193439210657,1.2021486011436686,0.9966666666666668,0.9927314000992276
kt2_s39,2comp_equal,2,39,5,nuts,1,True,3,0.0784,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.070974667572264,1.0982578379261805,0.9033333333333332,0.6495274838511969
kt2_s40,2comp_equal,2,40,5,nuts,1,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.9915024172941524,1.0113042959670064,1.0,1.0
kt2_s41,2comp_equal,2,41,5,nuts,1,True,3,0.2671,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0057653610356083,1.009409692246649,0.9933333333333332,0.9799325520172264
kt2_s42,2comp_equal,2,42,5,nuts,1,True,4,0.5932,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.137131183149238,1.1422852089195603,0.98,0.9350721754614584
kt2_s43,2comp_equal,2,43,5,nuts,1,True,4,0.0527,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0003017261709983,1.0010483845813931,0.9966666666666668,0.9866665273611104
kt2_s44,2comp_equal,2,44,5,nuts,1,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.623367488870332,1.0147375972684942,1.0,1.0
kt2_s45,2comp_equal,2,45,5,nuts,1,True,3,0.0175,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,2.044024040180313,1.0560448405511802,1.0,1.0
kt2_s46,2comp_equal,2,46,5,nuts,1,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.6415481784789483,1.865828172952032,0.9966666666666668,0.9939799533894528
kt2_s47,2comp_equal,2,47,5,nuts,1,True,5,0.2761,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.1589382064215523,1.054564855975126,1.0,1.0
kt2_s48,2comp_equal,2,48,5,nuts,1,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,2.364180480123665,1.057272117979002,0.9733333333333334,0.8958296785256409
kt2_s49,2comp_equal,2,49,5,nuts,1,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.4103139434369123,1.0057674222202493,1.0,1.0
kt2_s50,2comp_equal,2,50,5,nuts,1,True,4,0.062,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0147359263202398,1.0127496862839196,1.0,1.0
kt3_s01,3comp_equal,3,1,5,nuts,1,True,3,0.0155,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0027726242810446,1.001878246131599,0.97,0.915673147139239
kt3_s02,3comp_equal,3,2,5,nuts,1,True,3,0.014,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.13838609692268,1.1934659696188508,0.6433333333333333,0.5018284008146012
kt3_s03,3comp_equal,3,3,5,nuts,1,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.788926591758959,1.0257200685446763,0.99,0.980129851676234
kt3_s04,3comp_equal,3,4,5,nuts,1,True,6,0.037,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0095596624721783,1.003897891949756,1.0,1.0
kt3_s05,3comp_equal,3,5,5,nuts,1,True,4,0.1179,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0366651250491197,1.0638710391066453,1.0,1.0
kt3_s06,3comp_equal,3,6,5,nuts,1,True,2,0.0193,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.002371177625251,1.011214744205265,0.9866666666666668,0.9597579793735822
kt3_s07,3comp_equal,3,7,5,nuts,1,True,3,0.1526,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,2.240283469182468,1.0772299515798764,0.68,0.4475889272906471
kt3_s08,3comp_equal,3,8,5,nuts,1,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.821993723915868,1.6289476248114838,0.6766666666666666,0.5653593770978379
kt3_s09,3comp_equal,3,9,5,nuts,1,True,2,0.0,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0144445125758152,1.036237723306288,0.9533333333333334,0.8658215931886212
kt3_s10,3comp_equal,3,10,5,nuts,1,True,5,0.017,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0031404631862613,1.0018193122200274,0.99,0.970709796448782
kt3_s11,3comp_equal,3,11,5,nuts,1,True,5,0.638,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,2.19273460739554,1.083044582435413,0.6766666666666666,0.5245118009022305
kt3_s12,3comp_equal,3,12,5,nuts,1,True,4,0.0279,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0028621454343565,1.0023120111826598,0.7033333333333334,0.6114495070698728
kt3_s13,3comp_equal,3,13,5,nuts,1,True,3,0.0098,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0013014019334874,1.001261118459709,1.0,1.0
kt3_s14,3comp_equal,3,14,5,nuts,1,True,4,0.0394,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.003827428798474,1.008716899451819,0.9966666666666668,0.9905112435816747
kt3_s15,3comp_equal,3,15,5,nuts,1,True,8,0.6469,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.0435726933509406,1.1464908276306216,0.6766666666666666,0.5574706134253032
kt3_s16,3comp_equal,3,16,5,nuts,1,True,3,0.0175,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0122800639434428,1.020914972401612,0.9733333333333334,0.9220568766447952
kt3_s17,3comp_equal,3,17,5,nuts,1,True,4,0.1926,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.029791759088296,1.0114969384963473,0.6466666666666666,0.4817850326371788
kt3_s18,3comp_equal,3,18,5,nuts,1,True,2,0.0048,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0006571552005292,1.001000125194773,1.0,1.0
kt3_s19,3comp_equal,3,19,5,nuts,1,True,3,0.0003,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,2.1890723764745426,1.1058907744911812,0.9833333333333332,0.9488088957894968
kt3_s20,3comp_equal,3,20,5,nuts,1,True,3,0.0066,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0081561757250863,1.0043364344425516,0.9866666666666668,0.961682167647618
kt3_s21,3comp_equal,3,21,5,nuts,1,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,2.1676225316163804,1.0150046067883285,0.7066666666666667,0.5985335413962426
kt3_s22,3comp_equal,3,22,5,nuts,1,True,3,0.4257,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.3696651210206845,1.0968496170142945,1.0,1.0
kt3_s23,3comp_equal,3,23,5,nuts,1,True,3,0.0002,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,2.436867800957645,1.0639624997474757,0.98,0.9414478852060112
kt3_s24,3comp_equal,3,24,5,nuts,1,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.8373868954371089,1.0050763935142786,0.9866666666666668,0.9610127611122032
kt3_s25,3comp_equal,3,25,5,nuts,1,True,3,0.2064,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.0450208798593994,1.1593524271027411,0.9533333333333334,0.8676808052539591
kt3_s26,3comp_equal,3,26,5,nuts,1,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.9749071286640776,1.0043449850704558,0.68,0.5669340154243289
kt3_s27,3comp_equal,3,27,5,nuts,1,True,4,0.8051,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.60850984409059,1.2959116878369208,0.9966666666666668,0.9951204319391024
kt3_s28,3comp_equal,3,28,5,nuts,1,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,1.7071177184285762,1.007864695406112,0.9966666666666668,0.9896975664478196
kt3_s29,3comp_equal,3,29,5,nuts,1,True,7,0.7547,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.064528194581413,1.125652022193813,0.9633333333333334,0.89138415855052
kt3_s30,3comp_equal,3,30,5,nuts,1,True,2,0.0,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,2.509052812338874,1.0046970043836,1.0,1.0
kt3_s31,3comp_equal,3,31,5,nuts,1,True,4,0.1663,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.0616316099297514,1.5579481941788629,0.97,0.9169263335951032
kt3_s32,3comp_equal,3,32,5,nuts,1,True,4,0.0646,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0096138663981538,1.005709872450953,0.9866666666666668,0.961149311362169
kt3_s33,3comp_equal,3,33,5,nuts,1,True,4,0.0435,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.0553989542318374,1.0676824684841169,0.9733333333333334,0.9275297282809616
kt3_s34,3comp_equal,3,34,5,nuts,1,True,3,0.0155,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.00082455382903,1.002381903970895,0.9966666666666668,0.9905169674365708
kt3_s35,3comp_equal,3,35,5,nuts,1,True,5,0.616,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),False,1.0843973527911237,1.200657976208739,0.6833333333333333,0.5514946139540383
kt3_s36,3comp_equal,3,36,5,nuts,1,True,7,0.1014,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.0193135590589646,1.0088523919166277,1.0,1.0
kt3_s37,3comp_equal,3,37,5,nuts,1,True,4,0.1747,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",False,1.2321229027075695,1.372029427231979,0.9966666666666668,0.990243952759378
kt3_s38,3comp_equal,3,38,5,nuts,1,True,8,0.0615,PERMUTATION-FIXED (label switching was present and has been aligned by ECR),True,1.068698120973584,1.0170257331967378,1.0,1.0
kt3_s39,3comp_equal,3,39,5,nuts,1,True,2,0.0,NO-OP (little/no switching detected; relabeling changed almost nothing),True,1.032620859049387,1.026613267503139,0.93,0.8078543080138957
kt3_s40,3comp_equal,3,40,5,nuts,1,True,3,0.0186,"MULTIMODAL (genuine - sorting removed labels, so not a label artifact; ECR aligns within-mode only)",True,2.0235856579591003,1.0934781525571406,0.7066666666666667,0.5985335413962426
