dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,slot,matched_true,live,param,post_mean,post_std,ci_low,ci_high,true_value,abs_diff,in_ci
kt3_s42,3comp_equal,3,42,5,nuts,2,2,2.0,True,Alt1,6.353927135467529,0.3997630774974823,5.631912398338318,7.218423461914062,6.372746506557588,0.0188193710900588,True
kt3_s42,3comp_equal,3,42,5,nuts,2,2,2.0,True,Alt2,-2.725418329238892,0.5986780524253845,-4.040808117389679,-1.681565707921982,-2.0448627057247406,0.680555623514151,True
kt3_s42,3comp_equal,3,42,5,nuts,2,2,2.0,True,Alt3,-4.905842304229736,1.011627435684204,-7.166524481773377,-3.2306339740753174,-3.958419281034324,0.9474230231954128,True
kt3_s42,3comp_equal,3,42,5,nuts,2,2,2.0,True,Price,-0.3952931761741638,0.2282445579767227,-0.8430708900094033,0.0377321422100066,-0.5031476803985926,0.1078545042244287,True
kt3_s42,3comp_equal,3,42,5,nuts,2,3,,False,Alt1,31.316713333129883,51.70417022705078,-63.70773191452026,138.97065963745092,,,
kt3_s42,3comp_equal,3,42,5,nuts,2,3,,False,Alt2,-9.636656761169434,36.882118225097656,-70.70212249755859,53.81368150711047,,,
kt3_s42,3comp_equal,3,42,5,nuts,2,3,,False,Alt3,-16.797998428344727,33.76648712158203,-90.7652151107788,41.78097286224365,,,
kt3_s42,3comp_equal,3,42,5,nuts,2,3,,False,Price,-0.344089150428772,17.30289077758789,-34.278787994384764,33.78692922592161,,,
kt3_s42,3comp_equal,3,42,5,nuts,2,4,,False,Alt1,6.008254528045654,61.80128479003906,-102.16302642822264,108.11986274719231,,,
kt3_s42,3comp_equal,3,42,5,nuts,2,4,,False,Alt2,-4.451128005981445,43.185394287109375,-96.32487068176268,76.59496212005614,,,
kt3_s42,3comp_equal,3,42,5,nuts,2,4,,False,Alt3,-13.138206481933594,52.80448532104492,-183.25242042541504,58.15191955566362,,,
kt3_s42,3comp_equal,3,42,5,nuts,2,4,,False,Price,0.0645995363593101,22.92925453186035,-43.27634220123291,44.52001752853371,,,
kt3_s43,3comp_equal,3,43,5,nuts,2,0,1.0,True,Alt1,-0.1136405616998672,0.1670707166194915,-0.3801556229591369,0.2020420566201205,-0.0224471075905845,0.0911934541092826,True
kt3_s43,3comp_equal,3,43,5,nuts,2,0,1.0,True,Alt2,-10.223051071166992,0.4167124032974243,-10.80913941860199,-9.367891669273376,-9.629051850501211,0.5939992206657791,True
kt3_s43,3comp_equal,3,43,5,nuts,2,0,1.0,True,Alt3,-5.850183963775635,0.2134937942028045,-6.268817603588104,-5.372210919857025,-5.827103680810423,0.0230802829652114,True
kt3_s43,3comp_equal,3,43,5,nuts,2,0,1.0,True,Price,-4.225508689880371,0.1802100986242294,-4.51729383468628,-3.780022382736206,-4.100011076971113,0.1254976129092577,True
kt3_s43,3comp_equal,3,43,5,nuts,2,1,2.0,True,Alt1,7.09835958480835,0.3201833069324493,6.355988454818726,7.666706848144527,7.308049044184968,0.2096894593766185,True
kt3_s43,3comp_equal,3,43,5,nuts,2,1,2.0,True,Alt2,-5.5859055519104,1.0970698595046997,-8.0649995803833,-3.9291799068450928,-4.934405782141349,0.6514997697690514,True
kt3_s43,3comp_equal,3,43,5,nuts,2,1,2.0,True,Alt3,1.0601117610931396,0.2786023020744324,0.4239763386547565,1.3843574047088625,1.062225633012814,0.0021138719196744,True
kt3_s43,3comp_equal,3,43,5,nuts,2,1,2.0,True,Price,2.103020668029785,0.1713852882385254,1.8627011150121688,2.4852755069732666,2.0778981542215265,0.0251225138082586,True
kt3_s43,3comp_equal,3,43,5,nuts,2,2,0.0,True,Alt1,-1.4511290788650513,0.1038955226540565,-1.668791452050209,-1.2215415656566624,-1.2981270050085736,0.1530020738564776,True
kt3_s43,3comp_equal,3,43,5,nuts,2,2,0.0,True,Alt2,-0.8413853645324707,0.1249830424785614,-1.0815860092639924,-0.6441957920789723,-0.7886230642346962,0.0527623002977745,True
kt3_s43,3comp_equal,3,43,5,nuts,2,2,0.0,True,Alt3,-0.1838473826646804,0.1254433989524841,-0.4551337547600269,0.0085170676233245,-0.1194198509511181,0.0644275317135623,True
kt3_s43,3comp_equal,3,43,5,nuts,2,2,0.0,True,Price,1.4605404138565063,0.1460942178964615,1.2489309310913086,1.7960854768753052,1.4081808003844152,0.0523596134720911,True
kt3_s43,3comp_equal,3,43,5,nuts,2,3,,False,Alt1,46.86025619506836,42.801666259765625,-40.1051139831543,135.40753173828125,,,
kt3_s43,3comp_equal,3,43,5,nuts,2,3,,False,Alt2,3.1106767654418945,24.995481491088867,-59.93543100357056,50.4646403312683,,,
kt3_s43,3comp_equal,3,43,5,nuts,2,3,,False,Alt3,13.38467502593994,27.931468963623047,-36.0728274345398,68.50656127929688,,,
kt3_s43,3comp_equal,3,43,5,nuts,2,3,,False,Price,-10.350281715393066,10.778888702392578,-33.4906120300293,4.630817282199845,,,
kt3_s43,3comp_equal,3,43,5,nuts,2,4,,False,Alt1,35.59601974487305,53.34693908691406,-57.83362398147583,140.6014850616454,,,
kt3_s43,3comp_equal,3,43,5,nuts,2,4,,False,Alt2,-24.785524368286133,34.702632904052734,-74.59551239013672,43.40830774307216,,,
kt3_s43,3comp_equal,3,43,5,nuts,2,4,,False,Alt3,3.734592914581299,23.980619430541992,-45.70603141784668,39.44923763275142,,,
kt3_s43,3comp_equal,3,43,5,nuts,2,4,,False,Price,1.703765034675598,13.920659065246582,-30.92471351623535,27.184775114059427,,,
kt3_s44,3comp_equal,3,44,5,nuts,2,0,1.0,True,Alt1,4.896139144897461,0.3004236817359924,4.329002845287323,5.502207016944883,4.722041913491751,0.1740972314057103,True
kt3_s44,3comp_equal,3,44,5,nuts,2,0,1.0,True,Alt2,-4.345703601837158,0.3408588171005249,-5.065420007705688,-3.7127859532833103,-4.19909044434425,0.1466131574929079,True
kt3_s44,3comp_equal,3,44,5,nuts,2,0,1.0,True,Alt3,8.082881927490234,0.4073462784290313,7.330120205879211,8.919061279296875,7.699834256823774,0.3830476706664605,True
kt3_s44,3comp_equal,3,44,5,nuts,2,0,1.0,True,Price,6.933631896972656,0.3219338357448578,6.344250500202179,7.608266735076903,6.557070772390708,0.376561124581948,True
kt3_s44,3comp_equal,3,44,5,nuts,2,1,0.0,True,Alt1,-3.1622209548950195,0.299066424369812,-3.764494746923447,-2.592568349838257,-3.36375990983481,0.2015389549397905,True
kt3_s44,3comp_equal,3,44,5,nuts,2,1,0.0,True,Alt2,-7.13010835647583,0.6524726748466492,-8.542873358726501,-5.945577907562257,-6.652086479287055,0.478021877188775,True
kt3_s44,3comp_equal,3,44,5,nuts,2,1,0.0,True,Alt3,4.210102558135986,0.2452773451805114,3.756702846288681,4.713831746578216,3.903593211421817,0.3065093467141695,True
kt3_s44,3comp_equal,3,44,5,nuts,2,1,0.0,True,Price,-1.8346797227859497,0.1545683145523071,-2.1412482082843782,-1.5336825877428055,-1.6095618759291348,0.2251178468568149,True
kt3_s44,3comp_equal,3,44,5,nuts,2,2,2.0,True,Alt1,12.618499755859377,0.8656636476516724,10.975321435928343,14.396774625778198,11.64217560244114,0.9763241534182364,True
kt3_s44,3comp_equal,3,44,5,nuts,2,2,2.0,True,Alt2,-4.659578800201416,0.6069021821022034,-5.965572667121887,-3.550957846641541,-5.0895981554606,0.4300193552591835,True
kt3_s44,3comp_equal,3,44,5,nuts,2,2,2.0,True,Alt3,-0.2002766579389572,0.3228578567504883,-0.8462289407849312,0.4282618619501588,-0.0069791905007076,0.1932974674382495,True
kt3_s44,3comp_equal,3,44,5,nuts,2,2,2.0,True,Price,-5.036027908325195,0.4097090065479278,-5.87827684879303,-4.257542061805726,-4.478310278523047,0.5577176298021485,True
kt3_s44,3comp_equal,3,44,5,nuts,2,3,,False,Alt1,15.69436264038086,49.8913459777832,-69.38703479766846,121.24893817901612,,,
kt3_s44,3comp_equal,3,44,5,nuts,2,3,,False,Alt2,-7.349009990692139,41.78956985473633,-68.0264045715332,50.96154088973978,,,
kt3_s44,3comp_equal,3,44,5,nuts,2,3,,False,Alt3,0.1393404304981231,26.5592098236084,-45.44231548309326,49.957365703582326,,,
kt3_s44,3comp_equal,3,44,5,nuts,2,3,,False,Price,-1.9761085510253904,18.044294357299805,-35.27541990280152,31.752975702285685,,,
kt3_s44,3comp_equal,3,44,5,nuts,2,4,,False,Alt1,0.1069895029067993,57.494998931884766,-109.35793762207032,115.8213121414183,,,
kt3_s44,3comp_equal,3,44,5,nuts,2,4,,False,Alt2,0.7161146998405457,41.58224868774414,-83.69607219696044,88.60250663757265,,,
kt3_s44,3comp_equal,3,44,5,nuts,2,4,,False,Alt3,0.6531160473823547,33.84065246582031,-64.80387382507324,68.88042297363282,,,
kt3_s44,3comp_equal,3,44,5,nuts,2,4,,False,Price,1.3941802978515625,29.96660614013672,-48.46372966766357,53.813265895843365,,,
kt3_s45,3comp_equal,3,45,5,nuts,2,0,1.0,True,Alt1,7.062692165374756,0.4699989557266235,6.297151565551758,7.981823098659514,7.041582328830742,0.0211098365440136,True
kt3_s45,3comp_equal,3,45,5,nuts,2,0,1.0,True,Alt2,-1.6515097618103027,0.2902059853076935,-2.2384741008281708,-1.1037926375865943,-1.2846438938717677,0.3668658679385352,True
kt3_s45,3comp_equal,3,45,5,nuts,2,0,1.0,True,Alt3,-8.740240097045898,1.2743923664093018,-11.42654345035553,-6.5822182774543805,-8.600561852911017,0.1396782441348811,True
kt3_s45,3comp_equal,3,45,5,nuts,2,0,1.0,True,Price,-3.1014492511749268,0.2534518837928772,-3.572346156835556,-2.598716259002685,-2.8410295236855174,0.2604197274894093,True
kt3_s45,3comp_equal,3,45,5,nuts,2,1,0.0,True,Alt1,-4.00588846206665,0.6454587578773499,-5.374794483184815,-2.9889135718345643,-3.5284785981370885,0.4774098639295618,True
kt3_s45,3comp_equal,3,45,5,nuts,2,1,0.0,True,Alt2,0.8516973853111267,0.2305507808923721,0.4175494909286499,1.415133357048035,0.5134420241662656,0.3382553611448611,True
kt3_s45,3comp_equal,3,45,5,nuts,2,1,0.0,True,Alt3,5.173431396484375,0.349703848361969,4.579489874839783,6.090819358825684,4.998268248485263,0.175163147999112,True
kt3_s45,3comp_equal,3,45,5,nuts,2,1,0.0,True,Price,-2.037886619567871,0.1611257046461105,-2.370186072587967,-1.7325629085302356,-1.9865785622416636,0.0513080573262076,True
kt3_s45,3comp_equal,3,45,5,nuts,2,2,2.0,True,Alt1,-1.2682465314865112,0.1372314244508743,-1.558799546957016,-0.997816264629364,-1.0902120047009054,0.1780345267856058,True
kt3_s45,3comp_equal,3,45,5,nuts,2,2,2.0,True,Alt2,-0.253567487001419,0.1593210101127624,-0.5718208253383636,0.0517909551039333,-0.1938486054506189,0.0597188815508001,True
kt3_s45,3comp_equal,3,45,5,nuts,2,2,2.0,True,Alt3,-2.3273885250091557,0.2023317664861679,-2.7357379853725434,-1.9133692979812624,-2.292864821022268,0.034523703986887,True
kt3_s45,3comp_equal,3,45,5,nuts,2,2,2.0,True,Price,-0.601715624332428,0.1457048952579498,-0.8672449946403503,-0.3270697951316841,-0.6103050675024864,0.0085894431700583,True
kt3_s45,3comp_equal,3,45,5,nuts,2,3,,False,Alt1,-2.902222156524658,90.35311126708984,-111.34779949188233,92.96652355194092,,,
