param,sampler,metric,min,q1,mean,median,q3,max,n_sim
Alt1,bayesm,Hellinger,0.03914,0.09404,0.14777,0.12318,0.18309,0.3557,100.0
Alt1,NUTS,Hellinger,0.05907,0.12678,0.18992,0.17911,0.23038,0.42032,100.0
Alt1,HMC,Hellinger,0.05594,0.13286,0.19347,0.1808,0.24442,0.39458,100.0
Alt1,bayesm,KL,0.00621,0.0727,inf,0.1777,0.4661,inf,100.0
Alt1,NUTS,KL,0.05262,,inf,inf,,inf,100.0
Alt1,HMC,KL,0.01445,,inf,inf,,inf,100.0
Alt1,bayesm,JSD,0.00153,0.00826,0.02406,0.0133,0.0316,0.09846,100.0
Alt1,NUTS,JSD,0.00306,0.01381,0.03673,0.02876,0.04596,0.13836,100.0
Alt1,HMC,JSD,0.00273,0.01617,0.03739,0.0288,0.05175,0.12288,100.0
Alt1,bayesm,TVD,0.032,0.07787,0.11916,0.10732,0.15985,0.25561,100.0
Alt1,NUTS,TVD,0.04316,0.10084,0.15245,0.15,0.20778,0.34784,100.0
Alt1,HMC,TVD,0.04647,0.10676,0.15748,0.14723,0.20483,0.33905,100.0
Alt1,bayesm,Wasserstein1,0.10179,0.24758,0.52422,0.37646,0.594,2.32658,100.0
Alt1,NUTS,Wasserstein1,0.19035,0.39614,0.95296,0.52737,0.89515,6.07256,100.0
Alt1,HMC,Wasserstein1,0.15651,0.39281,0.8216,0.60324,0.96675,5.64696,100.0
Alt2,bayesm,Hellinger,0.03893,0.09004,0.14075,0.12374,0.17838,0.3733,100.0
Alt2,NUTS,Hellinger,0.06066,0.11304,0.17315,0.1628,0.21231,0.43075,100.0
Alt2,HMC,Hellinger,0.05328,0.11617,0.17034,0.16459,0.21571,0.38411,100.0
Alt2,bayesm,KL,0.00779,0.08698,inf,0.19374,0.47154,inf,100.0
Alt2,NUTS,KL,0.0242,,inf,inf,,inf,100.0
Alt2,HMC,KL,0.04969,,inf,inf,,inf,100.0
Alt2,bayesm,JSD,0.00141,0.00734,0.02162,0.01445,0.02876,0.10826,100.0
Alt2,NUTS,JSD,0.00357,0.01173,0.03041,0.02436,0.03886,0.14105,100.0
Alt2,HMC,JSD,0.00225,0.01178,0.0291,0.024,0.04005,0.11735,100.0
Alt2,bayesm,TVD,0.02449,0.07691,0.11683,0.11211,0.1487,0.25355,100.0
Alt2,NUTS,TVD,0.04485,0.09396,0.14134,0.14448,0.18301,0.29693,100.0
Alt2,HMC,TVD,0.02516,0.09678,0.14031,0.1366,0.18548,0.29865,100.0
Alt2,bayesm,Wasserstein1,0.08889,0.24957,0.47137,0.40044,0.53804,1.93444,100.0
Alt2,NUTS,Wasserstein1,0.16431,0.36898,0.67407,0.5222,0.72146,3.31106,100.0
Alt2,HMC,Wasserstein1,0.11237,0.35721,0.60387,0.47632,0.70201,2.50566,100.0
Alt3,bayesm,Hellinger,0.03878,0.09221,0.14127,0.1251,0.15968,0.40569,100.0
Alt3,NUTS,Hellinger,0.05609,0.11332,0.17374,0.15081,0.21421,0.41295,100.0
Alt3,HMC,Hellinger,0.04352,0.1135,0.17569,0.15872,0.21917,0.39344,100.0
Alt3,bayesm,KL,0.00599,0.07408,inf,0.16411,0.49166,inf,100.0
Alt3,NUTS,KL,0.03561,,inf,inf,,inf,100.0
Alt3,HMC,KL,0.0082,,inf,inf,,inf,100.0
Alt3,bayesm,JSD,0.0015,0.0081,0.02179,0.0144,0.02237,0.13545,100.0
Alt3,NUTS,JSD,0.00275,0.01195,0.03175,0.02122,0.03711,0.13818,100.0
Alt3,HMC,JSD,0.00187,0.01185,0.03203,0.02284,0.04202,0.12763,100.0
Alt3,bayesm,TVD,0.04522,0.07829,0.12062,0.11102,0.14213,0.30223,100.0
Alt3,NUTS,TVD,0.04214,0.09956,0.14864,0.13789,0.17758,0.32824,100.0
Alt3,HMC,TVD,0.04716,0.09803,0.14958,0.13869,0.19508,0.30483,100.0
Alt3,bayesm,Wasserstein1,0.09883,0.2538,0.47914,0.38037,0.57906,1.97699,100.0
Alt3,NUTS,Wasserstein1,0.15936,0.34097,0.68517,0.47458,0.82179,4.00587,100.0
Alt3,HMC,Wasserstein1,0.11497,0.33404,0.6409,0.47622,0.80929,3.76918,100.0
Price,bayesm,Hellinger,0.03985,0.06822,0.09217,0.0856,0.10691,0.19667,100.0
Price,NUTS,Hellinger,0.04243,0.08388,0.11045,0.10382,0.13302,0.25482,100.0
Price,HMC,Hellinger,0.04707,0.08595,0.12365,0.10683,0.15374,0.3106,100.0
Price,bayesm,KL,0.00884,0.03616,inf,0.0769,0.15793,inf,100.0
Price,NUTS,KL,0.01539,0.15168,inf,inf,,inf,100.0
Price,HMC,KL,0.03003,0.22592,inf,inf,,inf,100.0
Price,bayesm,JSD,0.0014,0.00453,0.00913,0.00689,0.01106,0.03594,100.0
Price,NUTS,JSD,0.00153,0.0066,0.01266,0.01014,0.01629,0.05888,100.0
Price,HMC,JSD,0.00174,0.00676,0.01667,0.01058,0.02142,0.08042,100.0
Price,bayesm,TVD,0.02513,0.05892,0.08168,0.07697,0.1006,0.17612,100.0
Price,NUTS,TVD,0.0196,0.06803,0.09464,0.09085,0.1195,0.22831,100.0
Price,HMC,TVD,0.02184,0.07138,0.10744,0.09901,0.13359,0.27715,100.0
Price,bayesm,Wasserstein1,0.07383,0.19014,0.29836,0.25941,0.37736,0.71011,100.0
Price,NUTS,Wasserstein1,0.07563,0.22836,0.36022,0.32112,0.44919,1.02107,100.0
Price,HMC,Wasserstein1,0.07934,0.24374,0.40269,0.32439,0.52307,1.42801,100.0
