dataset_key,scenario,k_true,data_seed,sampler,n_chains,k_model,warmup,posterior,r_total,burn_in,thin,seed,a_mu,a_delta,dirichlet_a,num_integration_steps
kt1_s19,1comp,1,19,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s20,1comp,1,20,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s21,1comp,1,21,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s22,1comp,1,22,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s23,1comp,1,23,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s24,1comp,1,24,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s25,1comp,1,25,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s26,1comp,1,26,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s27,1comp,1,27,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s28,1comp,1,28,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s29,1comp,1,29,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s30,1comp,1,30,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s31,1comp,1,31,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s32,1comp,1,32,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s33,1comp,1,33,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s34,1comp,1,34,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s35,1comp,1,35,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s36,1comp,1,36,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s37,1comp,1,37,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s38,1comp,1,38,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s39,1comp,1,39,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s40,1comp,1,40,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s41,1comp,1,41,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s42,1comp,1,42,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s43,1comp,1,43,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s44,1comp,1,44,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s45,1comp,1,45,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s46,1comp,1,46,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s47,1comp,1,47,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s48,1comp,1,48,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s49,1comp,1,49,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s50,1comp,1,50,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s51,1comp,1,51,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s52,1comp,1,52,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s53,1comp,1,53,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s54,1comp,1,54,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s55,1comp,1,55,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s56,1comp,1,56,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s57,1comp,1,57,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s58,1comp,1,58,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s59,1comp,1,59,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s60,1comp,1,60,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s61,1comp,1,61,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s62,1comp,1,62,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s63,1comp,1,63,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s64,1comp,1,64,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s65,1comp,1,65,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s66,1comp,1,66,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s67,1comp,1,67,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s68,1comp,1,68,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s69,1comp,1,69,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s71,1comp,1,71,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s72,1comp,1,72,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s73,1comp,1,73,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s74,1comp,1,74,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s75,1comp,1,75,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s76,1comp,1,76,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s77,1comp,1,77,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s78,1comp,1,78,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s79,1comp,1,79,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s80,1comp,1,80,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s81,1comp,1,81,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s82,1comp,1,82,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s83,1comp,1,83,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s84,1comp,1,84,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s85,1comp,1,85,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s86,1comp,1,86,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s87,1comp,1,87,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s88,1comp,1,88,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s89,1comp,1,89,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s90,1comp,1,90,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s91,1comp,1,91,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s92,1comp,1,92,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s93,1comp,1,93,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s94,1comp,1,94,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s95,1comp,1,95,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s96,1comp,1,96,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s97,1comp,1,97,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s98,1comp,1,98,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s99,1comp,1,99,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s100,1comp,1,100,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt1_s101,1comp,1,101,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s01,2comp_equal,2,1,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s02,2comp_equal,2,2,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s03,2comp_equal,2,3,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s04,2comp_equal,2,4,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s05,2comp_equal,2,5,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s06,2comp_equal,2,6,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s07,2comp_equal,2,7,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s08,2comp_equal,2,8,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s09,2comp_equal,2,9,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s10,2comp_equal,2,10,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s11,2comp_equal,2,11,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s12,2comp_equal,2,12,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s13,2comp_equal,2,13,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s14,2comp_equal,2,14,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s15,2comp_equal,2,15,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s16,2comp_equal,2,16,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s17,2comp_equal,2,17,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s18,2comp_equal,2,18,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s19,2comp_equal,2,19,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s20,2comp_equal,2,20,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s21,2comp_equal,2,21,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s22,2comp_equal,2,22,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s23,2comp_equal,2,23,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s24,2comp_equal,2,24,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s25,2comp_equal,2,25,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s26,2comp_equal,2,26,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s27,2comp_equal,2,27,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s28,2comp_equal,2,28,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s29,2comp_equal,2,29,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s30,2comp_equal,2,30,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s31,2comp_equal,2,31,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s32,2comp_equal,2,32,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s33,2comp_equal,2,33,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s34,2comp_equal,2,34,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s35,2comp_equal,2,35,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s36,2comp_equal,2,36,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s37,2comp_equal,2,37,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s38,2comp_equal,2,38,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s39,2comp_equal,2,39,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s40,2comp_equal,2,40,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s41,2comp_equal,2,41,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s42,2comp_equal,2,42,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s43,2comp_equal,2,43,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s44,2comp_equal,2,44,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s45,2comp_equal,2,45,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s46,2comp_equal,2,46,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s47,2comp_equal,2,47,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s48,2comp_equal,2,48,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s49,2comp_equal,2,49,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s50,2comp_equal,2,50,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s51,2comp_equal,2,51,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s52,2comp_equal,2,52,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s53,2comp_equal,2,53,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s54,2comp_equal,2,54,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s55,2comp_equal,2,55,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s56,2comp_equal,2,56,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s57,2comp_equal,2,57,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s58,2comp_equal,2,58,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s59,2comp_equal,2,59,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s60,2comp_equal,2,60,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s61,2comp_equal,2,61,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s62,2comp_equal,2,62,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s63,2comp_equal,2,63,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s64,2comp_equal,2,64,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s65,2comp_equal,2,65,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s66,2comp_equal,2,66,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s67,2comp_equal,2,67,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s68,2comp_equal,2,68,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s69,2comp_equal,2,69,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s70,2comp_equal,2,70,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s71,2comp_equal,2,71,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s72,2comp_equal,2,72,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s73,2comp_equal,2,73,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s74,2comp_equal,2,74,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s75,2comp_equal,2,75,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s76,2comp_equal,2,76,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s77,2comp_equal,2,77,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s78,2comp_equal,2,78,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s79,2comp_equal,2,79,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s80,2comp_equal,2,80,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s81,2comp_equal,2,81,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s82,2comp_equal,2,82,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s83,2comp_equal,2,83,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s84,2comp_equal,2,84,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s85,2comp_equal,2,85,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s86,2comp_equal,2,86,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s87,2comp_equal,2,87,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s88,2comp_equal,2,88,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s89,2comp_equal,2,89,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s90,2comp_equal,2,90,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s91,2comp_equal,2,91,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s92,2comp_equal,2,92,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s93,2comp_equal,2,93,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s94,2comp_equal,2,94,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s95,2comp_equal,2,95,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s96,2comp_equal,2,96,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s97,2comp_equal,2,97,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s98,2comp_equal,2,98,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s99,2comp_equal,2,99,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt2_s100,2comp_equal,2,100,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s01,3comp_equal,3,1,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s02,3comp_equal,3,2,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s03,3comp_equal,3,3,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s04,3comp_equal,3,4,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s05,3comp_equal,3,5,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s06,3comp_equal,3,6,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s07,3comp_equal,3,7,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s08,3comp_equal,3,8,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s09,3comp_equal,3,9,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s10,3comp_equal,3,10,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s11,3comp_equal,3,11,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s12,3comp_equal,3,12,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s13,3comp_equal,3,13,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s14,3comp_equal,3,14,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s15,3comp_equal,3,15,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s16,3comp_equal,3,16,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s17,3comp_equal,3,17,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s18,3comp_equal,3,18,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s19,3comp_equal,3,19,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s20,3comp_equal,3,20,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s21,3comp_equal,3,21,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s22,3comp_equal,3,22,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s23,3comp_equal,3,23,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s24,3comp_equal,3,24,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s25,3comp_equal,3,25,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s26,3comp_equal,3,26,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s27,3comp_equal,3,27,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s28,3comp_equal,3,28,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s29,3comp_equal,3,29,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s30,3comp_equal,3,30,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s31,3comp_equal,3,31,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s32,3comp_equal,3,32,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s33,3comp_equal,3,33,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s34,3comp_equal,3,34,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
kt3_s35,3comp_equal,3,35,bayesm_gibbs,2,5,2000,10000,42000,2000,4,42,0.01,0.01,1,10
